Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R
12418,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12419,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12420,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12421,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12422,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12423,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12424,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12425,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12426,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12427,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12428,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12429,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12430,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12431,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12432,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12433,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12434,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
12435,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12436,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12437,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
12438,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12439,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
12440,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
12441,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12442,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12443,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12444,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12445,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12446,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12447,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12448,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
12449,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12450,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12451,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12452,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12453,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12454,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12455,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12456,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12457,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12458,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12459,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
12460,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12461,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
12462,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12463,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12464,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12465,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12466,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12467,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12468,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12469,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12470,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
12471,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12472,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
12473,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
12474,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
12475,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12476,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12477,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
12478,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12479,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
12480,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12481,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
12482,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12483,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12484,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
12485,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
12486,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
12487,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12488,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12489,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12490,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12491,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12492,Water,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12493,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12494,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12495,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12496,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12497,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12498,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12499,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12500,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
12501,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
12502,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12503,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12504,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12505,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12506,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12507,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12508,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12509,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
12510,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12511,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12512,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12513,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12514,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12515,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
12516,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
12517,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12518,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12519,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
12520,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
12521,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12522,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12523,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
12524,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
12525,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
12526,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
12527,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
12528,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
12529,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
12530,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12531,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
12532,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
12533,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
12534,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
12535,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
12536,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
12537,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
12538,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
12539,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
12540,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12541,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
12542,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12543,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12544,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
12545,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
12546,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
12547,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
12548,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
12549,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
12550,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
12551,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
12552,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
12553,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
12554,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
12555,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
12556,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
12557,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
12558,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
12559,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
12560,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12561,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
12562,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
12563,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
12564,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
12565,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
12566,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
12567,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12568,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
12569,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12570,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
12571,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
12572,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12573,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12574,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12575,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12576,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12577,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12578,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
12579,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12580,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
12581,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12582,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
12583,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
12584,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12585,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12586,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
12587,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
12588,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
12589,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12590,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
12591,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12592,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12593,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
12594,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
12595,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
12596,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12597,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
12598,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12599,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12600,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
12601,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12602,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
12603,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12604,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12605,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12606,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
12607,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12608,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
12609,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
12610,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
12611,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
12612,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
12613,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
12614,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
12615,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
12616,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
12617,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
12618,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
12619,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
12620,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
12621,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
12622,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12623,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
12624,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
12625,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
12626,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
12627,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12628,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
12629,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
12630,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
12631,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
12632,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
12633,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
12634,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
12635,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
12636,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
12637,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
12638,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
12639,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12640,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12641,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
12642,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
12643,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
12644,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
12645,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
12646,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
12647,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
12648,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
12649,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
12650,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
12651,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
12652,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
12653,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
12654,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
12655,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
12656,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
12657,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
12658,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
12659,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
12660,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Bareland
12661,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
12662,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
12663,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
12664,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12665,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
12666,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
12667,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
12668,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
12669,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
12670,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12671,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
12672,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
12673,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
12674,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
12675,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
12676,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12677,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
12678,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12679,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12680,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
12681,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12682,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
12683,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12684,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12685,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
12686,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12687,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12688,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
12689,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12690,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12691,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
12692,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12693,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
12694,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
12695,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
12696,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
12697,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Built-up,Water
12698,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12699,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12700,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
12701,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12702,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
12703,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12704,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12705,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
12706,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12707,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
12708,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
12709,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
12710,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
12711,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12712,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
12713,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
12714,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12715,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12716,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12717,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12718,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
12719,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12720,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
12721,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
12722,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
12723,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
12724,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
12725,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,NULL
12726,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
12727,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
12728,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
12729,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
12730,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12731,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12732,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
12733,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12734,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
12735,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
12736,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
12737,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
12738,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
12739,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
12740,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12741,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12742,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12743,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
12744,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12745,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
12746,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12747,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
12748,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12749,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12750,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12751,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12752,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
12753,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
12754,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
12755,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12756,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12757,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12758,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
12759,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
12760,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
12761,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12762,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12763,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
12764,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
12765,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Wetland
12766,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
12767,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
12768,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
12769,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12770,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
12771,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
12772,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
12773,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12774,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
12775,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12776,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
12777,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12778,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12779,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
12780,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
