Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDT_M_R
1175,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1176,NULL,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1177,NULL,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1178,NULL,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1179,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1180,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1181,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1182,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1183,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1184,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1185,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1186,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1187,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1188,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1189,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1190,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1191,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1192,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1193,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1194,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1195,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1196,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1197,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1198,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1199,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1200,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1201,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1202,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1203,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1204,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1205,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1206,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1207,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1208,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1209,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1210,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1211,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1212,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1213,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1214,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1215,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1216,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1217,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1218,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1219,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1220,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1221,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1222,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1223,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1224,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1225,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1226,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1227,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1228,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1229,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1230,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1231,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1232,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1233,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1234,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1235,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1236,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1237,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1238,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1239,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1240,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1241,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1242,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1243,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1244,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1245,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1246,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1247,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1248,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1249,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1250,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1251,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1252,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1253,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1254,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1255,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1256,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1257,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1258,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1259,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1260,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1261,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1262,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1263,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1264,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1265,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1266,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1267,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1268,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1269,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1270,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1271,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1272,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1273,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1274,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1275,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1276,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1277,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1278,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1279,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1280,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1281,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1282,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1283,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1284,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1285,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1286,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1287,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1288,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1289,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
1290,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1291,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1292,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1293,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1294,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1295,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1296,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1297,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1298,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1299,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1300,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1301,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1302,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1303,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1304,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1305,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1306,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1307,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1308,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1309,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1310,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1311,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1312,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1313,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1314,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1315,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1316,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
1317,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1318,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1319,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1320,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1321,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1322,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
1323,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
1324,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1325,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1326,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Water
1327,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1328,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1329,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1330,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1331,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1332,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1333,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1334,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1335,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1336,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1337,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1338,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1339,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1340,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1341,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1342,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1343,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1344,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1345,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1346,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1347,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1348,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1349,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1350,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1351,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1352,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1353,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1354,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1355,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1356,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1357,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1358,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1359,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1360,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1361,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1362,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1363,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1364,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1365,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1366,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1367,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1368,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1369,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1370,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1371,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1372,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1373,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1374,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1375,NULL,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1376,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1377,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1378,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1379,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1380,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1381,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1382,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1383,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1384,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1385,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1386,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1387,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1388,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1389,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1390,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1391,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1392,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1393,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1394,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1395,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1396,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1397,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1398,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1399,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1400,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1401,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1402,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1403,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1404,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1447,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1448,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1449,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1450,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1451,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1452,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1453,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1454,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
1455,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
1456,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1457,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1458,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1459,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1460,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1461,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1462,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1463,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1464,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1465,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1466,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1467,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1468,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1469,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1470,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1471,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1472,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1473,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1474,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1475,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1476,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1477,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1478,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1479,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1480,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1481,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1482,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1483,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1484,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1485,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1486,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1487,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1488,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1489,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1490,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1491,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
