Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTB_M_R
804,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
805,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
806,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
807,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
808,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
809,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
810,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
811,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
812,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
813,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
814,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
815,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
816,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
817,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
818,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
819,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
820,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
821,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
822,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
823,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
824,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
825,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
826,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
827,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
828,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
829,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
830,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
831,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
832,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
833,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
834,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
835,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
836,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
837,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
838,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
839,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
840,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
841,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
842,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
843,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
844,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
845,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
846,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
847,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
848,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
849,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
850,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
851,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
852,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
853,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
854,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
855,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
856,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
857,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
858,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
859,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
860,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
861,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
862,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
863,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
864,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
865,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
866,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
867,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
868,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
869,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
870,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
871,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
872,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
873,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
874,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
875,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
876,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
877,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
878,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
879,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
880,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Water
881,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
882,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
883,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
884,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
885,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
886,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
887,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
888,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
889,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
890,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
891,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
892,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
893,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
894,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
895,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
896,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
897,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
898,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
899,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
900,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
902,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
903,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
905,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
906,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
908,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
909,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
910,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
911,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
912,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
913,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
914,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
915,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
916,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
917,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
918,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
919,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
920,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
921,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
922,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
923,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
924,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
925,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
926,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
927,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
928,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
929,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
930,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
931,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
932,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
933,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
934,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
935,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
936,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
937,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
938,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
939,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
940,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
941,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
942,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
943,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
944,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
945,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
946,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
947,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
948,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
949,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
950,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
951,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
952,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
953,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
954,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
955,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
956,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
957,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
958,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
959,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
960,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
961,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
962,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
963,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
964,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
965,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
966,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
967,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
968,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
969,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
970,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
971,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
972,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
973,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
974,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
975,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
976,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
977,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
978,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Forest
979,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
980,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
981,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
982,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
983,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
984,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
985,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
986,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
987,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
988,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
989,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
990,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
991,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
992,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
993,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
994,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
995,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
996,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
997,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
998,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
999,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1000,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Wetland
1001,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Cropland
1002,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Wetland
1003,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
1004,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
1005,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1006,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
1007,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
1008,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1009,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
1010,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1011,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1012,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1013,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1014,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1015,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1016,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1017,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1018,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1019,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1020,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
1021,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
1022,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1023,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1024,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1025,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1026,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
1027,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
1028,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1029,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
1030,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
1031,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
1032,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
1033,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1034,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
1035,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1036,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
1037,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1038,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1039,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1040,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1041,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1042,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1043,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1044,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1045,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1046,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
1047,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1048,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1049,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1050,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1051,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Bareland
1052,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1053,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
1054,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Wetland
1055,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Forest
1056,NULL,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Water
1057,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1058,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Cropland
1059,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1060,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1061,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1062,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1063,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1064,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1065,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1066,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
1067,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1068,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1069,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1070,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1071,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Built-up
1072,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1073,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
1074,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1075,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
1076,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
1077,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Bareland
1078,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Water
1079,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
1080,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1081,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
1082,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Water
1083,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1084,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1085,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1086,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1087,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1088,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1089,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1090,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1091,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1092,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1093,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
1094,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1095,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1096,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1097,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1098,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1099,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1100,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1101,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1102,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1103,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1104,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
1105,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
1106,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Built-up
1107,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Water
1108,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Forest
1109,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1110,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
1111,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1112,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1113,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1114,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1115,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1116,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1117,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1118,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
1119,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1120,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1121,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
1122,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Forest
1123,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1124,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1125,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Cropland
1126,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
1127,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
1128,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1129,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Water
1130,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1131,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Built-up
1132,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Water
1133,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Forest
1134,NULL,NULL,Wetland,NULL,Wetland,Water,Built-up,Water
1135,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1136,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1137,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1138,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1139,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1140,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
