Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBK_M_R
784,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
785,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
786,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
787,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
788,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
789,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
790,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
792,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
793,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
794,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
795,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
796,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
797,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
798,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
799,Bareland,NULL,Water,NULL,Water,Water,Wetland,Bareland
800,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
801,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
802,Bareland,NULL,Water,NULL,Water,Water,Water,Water
803,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
804,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
805,Bareland,NULL,Water,Non_Water,Water,Water,Water,Bareland
806,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
807,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
808,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
809,Bareland,NULL,Water,Water,Water,Water,Wetland,Bareland
810,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
811,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
812,Bareland,NULL,Water,Water,Water,Water,Water,Water
813,Bareland,NULL,Water,Water,Water,Water,Water,Forest
814,Bareland,NULL,Water,Water,Water,Water,Forest,Water
815,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
816,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
817,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
818,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
819,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
820,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
821,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
822,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
823,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
824,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
825,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
826,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
827,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
828,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
829,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
830,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
831,Bareland,NULL,Forest,Water,Non_Wetland,Built-up,Water,Water
832,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
833,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
834,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
835,Bareland,NULL,Forest,Water,Non_Wetland,Water,Forest,Bareland
836,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
837,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Grassland,Water
838,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
839,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
840,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
841,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
842,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
843,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
844,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
845,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
846,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Water
847,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Forest
848,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
850,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
852,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
853,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
854,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
855,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
856,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
857,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
858,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
859,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
860,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Bareland
861,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
862,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
863,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
864,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Bareland
865,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
866,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
867,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
868,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
869,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
870,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
871,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
872,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
875,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
877,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
878,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
879,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
880,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
881,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
882,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
883,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
885,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
886,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
887,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
888,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
889,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
890,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
891,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Water
892,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Water,Water
893,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
894,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
895,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
896,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
897,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
899,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
900,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
901,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
902,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
903,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
904,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
905,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
906,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
907,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
908,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
909,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
910,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
911,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
912,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
913,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
914,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Bareland,Water
915,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Water,Grassland
916,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
917,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
918,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
919,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
920,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
921,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Bareland
922,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Water
923,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
924,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
926,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
927,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
928,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
929,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
930,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
931,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
932,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
933,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
934,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
935,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
936,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
937,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Bareland
938,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Water
939,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Bareland
943,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Bareland
944,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
945,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
946,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
947,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
948,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
949,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
950,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Bareland
951,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
952,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
953,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
954,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Bareland
955,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Water
956,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
959,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
960,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
961,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
962,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
963,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Water
964,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
967,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
968,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
969,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
970,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
971,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
972,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
973,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
974,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
975,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
976,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
977,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up,Water,Bareland
978,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
979,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
980,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
981,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
982,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
983,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Bareland
984,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Water
985,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
986,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
987,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Water
988,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Forest
989,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
992,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
993,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
994,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
995,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
996,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
997,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
998,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
999,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
1000,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1002,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Grassland,Water
1003,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
1004,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1005,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
1006,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1007,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Forest,Bareland
1008,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Forest,Water
1009,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1010,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1011,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1012,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1013,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Water
1014,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Bareland
1015,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Water
1016,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Forest
1017,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Bareland
1018,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
1019,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
1020,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1021,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
1022,Bareland,Bareland,Water,NULL,Water,Water,Forest,Bareland
1023,Bareland,Bareland,Water,NULL,Water,Water,Forest,Water
1024,Bareland,Bareland,Water,NULL,Water,Water,Forest,Forest
1025,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1026,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1027,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1028,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1029,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
1030,Bareland,Bareland,Water,Non_Water,Water,Built-up,Grassland,Bareland
1031,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
1032,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1033,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Water
1034,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1035,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
1036,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1037,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
1038,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Grassland
1039,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Bareland
1040,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Water
1041,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1042,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1043,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1044,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1045,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1046,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1047,Bareland,Bareland,Water,Water,Water,Built-up,Bareland,Grassland
1048,Bareland,Bareland,Water,Water,Water,Built-up,Bareland,Water
1049,Bareland,Bareland,Water,Water,Water,Built-up,Water,Bareland
1050,Bareland,Bareland,Water,Water,Water,Built-up,Water,Water
1051,Bareland,Bareland,Water,Water,Water,Built-up,Forest,Bareland
1052,Bareland,Bareland,Water,Water,Water,Built-up,Forest,Water
1053,Bareland,Bareland,Water,Water,Water,Water,Grassland,Bareland
1054,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
1055,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
1056,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
1057,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1058,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1059,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1060,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1061,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1062,Bareland,Bareland,Water,Water,Water,Water,Forest,Grassland
1063,Bareland,Bareland,Water,Water,Water,Water,Forest,Bareland
1064,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
1065,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1066,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1067,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1068,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1069,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1070,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
1071,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1072,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Water
1073,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1074,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1075,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1076,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1077,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Bareland
1078,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1079,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
1080,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1081,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Water
1082,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1083,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1084,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1087,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1089,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
1090,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1091,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1092,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1093,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1094,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1095,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
1096,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1097,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1098,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1100,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1101,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Bareland
1102,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Water
1103,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1104,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1105,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1106,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
1107,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
1108,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1109,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Forest
1110,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
1111,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1112,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
1113,Bareland,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Grassland
1114,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Bareland
1115,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1116,Bareland,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
1117,Bareland,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Bareland
1118,Bareland,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Water
1119,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
1120,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1121,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
1122,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
1123,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Forest
1124,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1125,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1126,Bareland,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
1127,Bareland,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
