Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQF_M_R
1444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1445,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1449,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1450,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1451,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1452,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1453,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1454,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1458,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1459,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1460,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1461,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1462,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1463,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1464,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1465,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1466,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
1467,Grassland,Cropland,Water,Water,Water,Water,Wetland,Wetland
1468,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1469,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1470,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1471,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1473,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1474,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1475,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1476,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1477,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1478,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1479,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1480,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1481,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1482,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1483,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1484,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1485,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1486,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1487,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1488,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1489,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1490,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1491,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1492,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1493,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1494,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1495,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1496,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1497,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1498,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1499,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1500,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1501,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1502,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1503,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1504,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1505,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1506,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1507,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1508,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1510,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1511,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1512,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1513,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1514,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1515,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1516,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1517,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1518,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1519,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1520,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1521,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1522,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1523,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1524,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1526,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1527,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1528,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1530,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1531,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1532,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1533,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1534,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1535,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1536,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1537,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
1538,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1539,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1540,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1541,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1542,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1543,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1544,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1545,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1546,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1547,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1548,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1549,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1550,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1551,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1552,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1553,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1554,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1555,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1556,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1557,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1558,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1559,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1560,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1561,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1562,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1563,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1564,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1565,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1566,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1567,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1569,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1570,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1571,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1572,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1573,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1574,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1575,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1576,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1577,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1578,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1579,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1580,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1581,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1582,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1583,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1584,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1585,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1586,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1587,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1588,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1618,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1619,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1620,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1621,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1622,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1623,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1624,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1625,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1626,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1627,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1628,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1629,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1630,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1631,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1632,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1633,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1634,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1635,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1636,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1637,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1638,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1639,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1640,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1641,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1642,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1643,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1644,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1645,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1646,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1647,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1648,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1649,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1650,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1651,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1652,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1653,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1654,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1655,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1656,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1657,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1658,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1659,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1660,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1661,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1662,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1663,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1664,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1665,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1666,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1667,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1668,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1669,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1670,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1671,Cropland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1672,Cropland,NULL,Water,NULL,Water,Water,Wetland,Forest
1673,Cropland,NULL,Water,NULL,Water,Water,Water,Wetland
1674,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1675,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1676,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1677,Cropland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1678,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1679,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1680,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1681,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
1682,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
1683,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
1684,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
1685,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
1686,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
1687,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1688,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1689,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1690,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1691,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1692,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1693,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1694,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1695,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1696,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1697,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1698,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1699,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1700,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1701,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1702,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1703,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1704,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1705,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1706,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1707,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1708,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1709,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1710,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1711,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1712,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1713,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1714,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1715,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1716,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1717,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1719,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1726,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1727,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1728,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1729,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1730,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1731,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1732,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1733,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1734,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1735,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1736,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1737,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1738,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1739,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1740,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1741,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
1742,Cropland,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
1743,Cropland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
1744,Cropland,Cropland,Water,Water,Water,Wetland,Wetland,Forest
1745,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
1746,Cropland,Cropland,Water,Water,Water,Water,Water,Wetland
1747,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1748,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1750,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1751,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1752,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1753,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1754,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1755,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1756,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1757,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1758,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1759,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1760,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1761,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1762,Cropland,Bareland,Water,Water,Water,Wetland,Water,Water
1763,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1764,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1765,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1767,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
