Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTV_M_R
908,Water,Forest,Bareland,Water,Non_Wetland,Grassland
909,Water,Forest,Bareland,Water,Non_Wetland,Bareland
910,Water,Forest,Bareland,Water,Non_Wetland,Water
911,Water,Forest,Built-up,NULL,Non_Wetland,Forest
912,Water,Forest,Water,NULL,Water,Water
913,Water,Forest,Water,NULL,Water,Forest
914,Water,Forest,Water,Non_Water,Water,Water
915,Water,Forest,Water,Non_Water,Water,Forest
916,Water,Forest,Water,Water,Water,Grassland
917,Water,Forest,Water,Water,Water,Water
918,Water,Forest,Water,Water,Water,Forest
919,Water,Forest,Forest,NULL,Non_Wetland,Grassland
920,Water,Forest,Forest,NULL,Non_Wetland,Bareland
921,Water,Forest,Forest,NULL,Non_Wetland,Water
922,Water,Forest,Forest,NULL,Non_Wetland,Forest
923,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
924,Water,Forest,Forest,Non_Water,Non_Wetland,Water
925,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
926,Water,Forest,Forest,Water,Non_Wetland,Grassland
927,Water,Forest,Forest,Water,Non_Wetland,Water
928,Water,Forest,Forest,Water,Non_Wetland,Forest
929,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
930,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
931,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
932,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
933,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
934,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
935,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
936,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
937,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
938,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
939,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
940,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
941,Forest,NULL,NULL,NULL,Non_Wetland,Forest
942,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
943,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
944,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
945,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
946,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
947,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
948,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
949,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
950,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
951,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
952,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
953,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
954,Forest,NULL,Shrubland,Water,Non_Wetland,Water
955,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
956,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
957,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
958,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
959,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
960,Forest,NULL,Grassland,Water,Non_Wetland,Water
961,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
962,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
963,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
964,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
965,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
966,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
967,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
968,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
969,Forest,NULL,Cropland,Water,Non_Wetland,Water
970,Forest,NULL,Wetland,NULL,Wetland,NULL
971,Forest,NULL,Wetland,NULL,Wetland,Grassland
972,Forest,NULL,Wetland,NULL,Wetland,Wetland
973,Forest,NULL,Wetland,NULL,Wetland,Water
974,Forest,NULL,Wetland,NULL,Wetland,Forest
975,Forest,NULL,Wetland,Non_Water,Wetland,NULL
976,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
977,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
978,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
979,Forest,NULL,Wetland,Non_Water,Wetland,Water
980,Forest,NULL,Wetland,Non_Water,Wetland,Forest
981,Forest,NULL,Wetland,Water,Wetland,NULL
982,Forest,NULL,Wetland,Water,Wetland,Grassland
983,Forest,NULL,Wetland,Water,Wetland,Wetland
984,Forest,NULL,Wetland,Water,Wetland,Bareland
985,Forest,NULL,Wetland,Water,Wetland,Water
986,Forest,NULL,Wetland,Water,Wetland,Forest
987,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
988,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
989,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
990,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
991,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
992,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
993,Forest,NULL,Bareland,Water,Non_Wetland,Water
994,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
995,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
996,Forest,NULL,Water,NULL,Water,Grassland
997,Forest,NULL,Water,NULL,Water,Wetland
998,Forest,NULL,Water,NULL,Water,Bareland
999,Forest,NULL,Water,NULL,Water,Water
1000,Forest,NULL,Water,NULL,Water,Forest
1001,Forest,NULL,Water,Non_Water,Water,Grassland
1002,Forest,NULL,Water,Non_Water,Water,Wetland
1003,Forest,NULL,Water,Non_Water,Water,Bareland
1004,Forest,NULL,Water,Non_Water,Water,Water
1005,Forest,NULL,Water,Non_Water,Water,Forest
1006,Forest,NULL,Water,Water,Water,NULL
1007,Forest,NULL,Water,Water,Water,Grassland
1008,Forest,NULL,Water,Water,Water,Wetland
1009,Forest,NULL,Water,Water,Water,Bareland
1010,Forest,NULL,Water,Water,Water,Water
1011,Forest,NULL,Water,Water,Water,Forest
1012,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1013,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1014,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1015,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1016,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1017,Forest,NULL,Forest,NULL,Non_Wetland,Water
1018,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1019,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1020,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1021,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1022,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1023,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1024,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1025,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1026,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1027,Forest,NULL,Forest,Water,Non_Wetland,Water
1028,Forest,NULL,Forest,Water,Non_Wetland,Forest
1029,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1030,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1031,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1032,Forest,Wetland,Wetland,NULL,Wetland,NULL
1033,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1034,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1035,Forest,Wetland,Wetland,NULL,Wetland,Water
1036,Forest,Wetland,Wetland,NULL,Wetland,Forest
1037,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1038,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1039,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1040,Forest,Wetland,Wetland,Water,Wetland,Grassland
1041,Forest,Wetland,Wetland,Water,Wetland,Water
1042,Forest,Wetland,Wetland,Water,Wetland,Forest
1043,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1044,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1045,Forest,Wetland,Water,NULL,Water,Wetland
1046,Forest,Wetland,Water,NULL,Water,Water
1047,Forest,Wetland,Water,Non_Water,Water,Wetland
1048,Forest,Wetland,Water,Non_Water,Water,Water
1049,Forest,Wetland,Water,Non_Water,Water,Forest
1050,Forest,Wetland,Water,Water,Water,Water
1051,Forest,Wetland,Water,Water,Water,Forest
1052,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1053,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1054,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1055,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1056,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1057,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1058,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1059,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1060,Forest,Wetland,Forest,Water,Non_Wetland,Water
1061,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1062,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1063,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1064,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1065,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1066,Forest,Bareland,Grassland,Water,Non_Wetland,Water
1067,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1068,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1069,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1070,Forest,Bareland,Wetland,Water,Wetland,Bareland
1071,Forest,Bareland,Wetland,Water,Wetland,Water
1072,Forest,Bareland,Wetland,Water,Wetland,Forest
1073,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1074,Forest,Bareland,Water,NULL,Water,Water
1075,Forest,Bareland,Water,NULL,Water,Forest
1076,Forest,Bareland,Water,Non_Water,Water,Water
1077,Forest,Bareland,Water,Water,Water,Water
1078,Forest,Bareland,Water,Water,Water,Forest
1079,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1080,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1081,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1082,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
1083,Forest,Bareland,Forest,Water,Non_Wetland,Water
1084,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1085,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1086,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1088,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1089,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1090,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1091,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1092,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1093,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1094,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1095,Forest,Built-up,Wetland,NULL,Wetland,Forest
1096,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1097,Forest,Built-up,Wetland,Water,Wetland,Water
1098,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1099,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1100,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1101,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1102,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1103,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1104,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1105,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1106,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1107,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1108,Forest,Built-up,Forest,Water,Non_Wetland,Water
1109,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1110,Forest,Water,NULL,NULL,Non_Wetland,Water
1111,Forest,Water,NULL,NULL,Non_Wetland,Forest
1112,Forest,Water,NULL,Water,Non_Wetland,Water
1113,Forest,Water,NULL,Water,Non_Wetland,Forest
1114,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1115,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1116,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1117,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1118,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1119,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1120,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1121,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1122,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1123,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1124,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1125,Forest,Water,Shrubland,Water,Non_Wetland,Water
1126,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1127,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1128,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1129,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1130,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1131,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1132,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1133,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1134,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1135,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1136,Forest,Water,Grassland,Water,Non_Wetland,Water
1137,Forest,Water,Grassland,Water,Non_Wetland,Forest
1138,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1139,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1140,Forest,Water,Cropland,NULL,Non_Wetland,Water
1141,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1142,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1143,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1144,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1145,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1146,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1147,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1148,Forest,Water,Cropland,Water,Non_Wetland,Water
1149,Forest,Water,Cropland,Water,Non_Wetland,Forest
1150,Forest,Water,Wetland,NULL,Wetland,NULL
1151,Forest,Water,Wetland,NULL,Wetland,Grassland
1152,Forest,Water,Wetland,NULL,Wetland,Wetland
1153,Forest,Water,Wetland,NULL,Wetland,Bareland
1154,Forest,Water,Wetland,NULL,Wetland,Water
1155,Forest,Water,Wetland,NULL,Wetland,Forest
1156,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1157,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1158,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1159,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1160,Forest,Water,Wetland,Non_Water,Wetland,Water
1161,Forest,Water,Wetland,Non_Water,Wetland,Forest
1162,Forest,Water,Wetland,Water,Wetland,Grassland
1163,Forest,Water,Wetland,Water,Wetland,Wetland
1164,Forest,Water,Wetland,Water,Wetland,Bareland
1165,Forest,Water,Wetland,Water,Wetland,Water
1166,Forest,Water,Wetland,Water,Wetland,Forest
1167,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1168,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1169,Forest,Water,Bareland,NULL,Non_Wetland,Water
1170,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1171,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1172,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1173,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1174,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1175,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1176,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1177,Forest,Water,Bareland,Water,Non_Wetland,Water
1178,Forest,Water,Bareland,Water,Non_Wetland,Forest
1179,Forest,Water,Built-up,NULL,Non_Wetland,Water
1180,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1181,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1182,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1183,Forest,Water,Built-up,Water,Non_Wetland,Water
1184,Forest,Water,Built-up,Water,Non_Wetland,Forest
1185,Forest,Water,Water,NULL,Water,Grassland
1186,Forest,Water,Water,NULL,Water,Bareland
1187,Forest,Water,Water,NULL,Water,Water
1188,Forest,Water,Water,NULL,Water,Forest
1189,Forest,Water,Water,Non_Water,Water,Grassland
1190,Forest,Water,Water,Non_Water,Water,Wetland
1191,Forest,Water,Water,Non_Water,Water,Bareland
1192,Forest,Water,Water,Non_Water,Water,Water
1193,Forest,Water,Water,Non_Water,Water,Forest
1194,Forest,Water,Water,Water,Water,Grassland
1195,Forest,Water,Water,Water,Water,Wetland
1196,Forest,Water,Water,Water,Water,Bareland
1197,Forest,Water,Water,Water,Water,Water
1198,Forest,Water,Water,Water,Water,Forest
1199,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1200,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1201,Forest,Water,Forest,NULL,Non_Wetland,Water
1202,Forest,Water,Forest,NULL,Non_Wetland,Forest
1203,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1204,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1205,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1206,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1207,Forest,Water,Forest,Water,Non_Wetland,Grassland
1208,Forest,Water,Forest,Water,Non_Wetland,Bareland
1209,Forest,Water,Forest,Water,Non_Wetland,Water
1210,Forest,Water,Forest,Water,Non_Wetland,Forest
1211,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1212,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1213,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1214,Forest,Forest,NULL,NULL,Non_Wetland,Water
1215,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1216,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1217,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1218,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1219,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1220,Forest,Forest,NULL,Water,Non_Wetland,Water
1221,Forest,Forest,NULL,Water,Non_Wetland,Forest
1222,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1223,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1229,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1233,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1234,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1235,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1236,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1237,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1238,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1239,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1240,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1241,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1242,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1243,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1244,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1245,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1246,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1247,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1248,Forest,Forest,Grassland,Water,Non_Wetland,Water
1249,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1250,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1252,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1253,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1254,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1255,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1256,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1257,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1258,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1259,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1260,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1261,Forest,Forest,Cropland,Water,Non_Wetland,Water
1262,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1263,Forest,Forest,Wetland,NULL,Wetland,NULL
1264,Forest,Forest,Wetland,NULL,Wetland,Grassland
1265,Forest,Forest,Wetland,NULL,Wetland,Wetland
1266,Forest,Forest,Wetland,NULL,Wetland,Bareland
1267,Forest,Forest,Wetland,NULL,Wetland,Water
1268,Forest,Forest,Wetland,NULL,Wetland,Forest
1269,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1270,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1271,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1272,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1273,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1274,Forest,Forest,Wetland,Non_Water,Wetland,Water
1275,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1276,Forest,Forest,Wetland,Water,Wetland,NULL
1277,Forest,Forest,Wetland,Water,Wetland,Grassland
1278,Forest,Forest,Wetland,Water,Wetland,Cropland
1279,Forest,Forest,Wetland,Water,Wetland,Wetland
1280,Forest,Forest,Wetland,Water,Wetland,Bareland
1281,Forest,Forest,Wetland,Water,Wetland,Water
1282,Forest,Forest,Wetland,Water,Wetland,Forest
1283,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1284,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1285,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1286,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1287,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1288,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1289,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1290,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1291,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1292,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1293,Forest,Forest,Bareland,Water,Non_Wetland,Water
1294,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1295,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1296,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1297,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1298,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1299,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1300,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1301,Forest,Forest,Water,NULL,Water,Grassland
1302,Forest,Forest,Water,NULL,Water,Bareland
1303,Forest,Forest,Water,NULL,Water,Water
1304,Forest,Forest,Water,NULL,Water,Forest
1305,Forest,Forest,Water,Non_Water,Water,NULL
1306,Forest,Forest,Water,Non_Water,Water,Grassland
1307,Forest,Forest,Water,Non_Water,Water,Bareland
1308,Forest,Forest,Water,Non_Water,Water,Water
1309,Forest,Forest,Water,Non_Water,Water,Forest
1310,Forest,Forest,Water,Water,Water,NULL
1311,Forest,Forest,Water,Water,Water,Grassland
1312,Forest,Forest,Water,Water,Water,Cropland
1313,Forest,Forest,Water,Water,Water,Wetland
1314,Forest,Forest,Water,Water,Water,Bareland
1315,Forest,Forest,Water,Water,Water,Water
1316,Forest,Forest,Water,Water,Water,Forest
1317,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1318,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1319,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1320,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1321,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1322,Forest,Forest,Forest,NULL,Non_Wetland,Water
1323,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1324,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1325,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1326,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1327,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1328,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1329,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1330,Forest,Forest,Forest,Water,Non_Wetland,NULL
1331,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1332,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1333,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1334,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1335,Forest,Forest,Forest,Water,Non_Wetland,Water
1336,Forest,Forest,Forest,Water,Non_Wetland,Forest
