Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZA_M_R
2297,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2298,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2299,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2304,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2305,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2306,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2307,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2308,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2309,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2310,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2311,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2312,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2313,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2314,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2315,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2316,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2317,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2318,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2319,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2320,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2321,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2322,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2323,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2324,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2325,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2326,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2327,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2328,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2329,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2330,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2331,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2332,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2333,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2334,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2335,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2336,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2337,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
2338,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
2339,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2340,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
2341,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2342,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2343,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2344,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2345,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2346,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2347,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2348,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2349,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2350,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2351,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2352,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2353,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2354,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2355,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2356,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2357,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2358,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2359,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2360,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2361,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2362,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
2363,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2364,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2365,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2366,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2367,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2368,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
2369,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2370,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2371,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2372,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
2373,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2374,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2375,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2376,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2377,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2378,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2381,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2382,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2383,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2384,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2385,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2386,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
2387,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2388,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2389,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
2390,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2391,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2392,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2393,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2394,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2395,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
2396,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
2397,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
2398,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
2399,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
2400,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2401,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2402,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2403,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2404,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2405,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
2406,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
2407,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2408,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
2409,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2410,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
2411,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2412,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2413,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2414,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2415,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2416,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2417,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2418,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2419,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2420,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2421,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2422,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2423,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2424,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2425,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2426,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2427,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2428,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2429,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2430,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2431,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2432,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2433,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Water
2434,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2435,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2436,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2437,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2438,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2439,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2440,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2441,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2442,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2443,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2444,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2445,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2446,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2447,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2448,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2449,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2450,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2451,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2452,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2453,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2454,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2455,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
2456,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
2457,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
2458,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2459,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
2460,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2461,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
2462,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2463,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
2464,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2465,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2466,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2467,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2468,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2469,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2470,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2471,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,NULL,Forest
2472,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2473,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Wetland
2474,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Water
2475,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
2476,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2477,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
2478,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2479,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
2480,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2481,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Grassland
2482,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
2483,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Forest
2484,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
2485,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2487,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2488,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2489,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2490,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2491,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2492,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2493,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2494,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2495,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
2496,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2497,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2498,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2499,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2500,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2501,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2502,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2503,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2504,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2505,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
2506,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2507,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
2508,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2509,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
2510,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2511,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2512,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2513,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2514,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
2515,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
2516,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
2517,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
2518,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2519,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2520,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2521,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2522,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2523,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2524,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2525,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2526,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2527,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2528,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2529,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2530,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2531,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
2532,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
2533,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2534,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2535,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
2536,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
2537,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2538,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2539,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2540,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2541,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2542,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2543,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2544,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2545,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2546,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2547,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2548,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2549,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2550,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
2551,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
2552,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2553,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2554,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2555,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2556,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
2557,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2558,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2559,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2560,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2561,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2562,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2563,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2564,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2565,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2566,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2567,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2568,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2569,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2570,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2571,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2572,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2573,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2574,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2575,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2576,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
2577,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2578,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2579,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
2580,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
2581,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2582,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2583,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2584,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2585,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2586,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2587,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2588,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
2589,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2590,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
2591,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2592,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2593,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2594,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
2595,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2596,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2597,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2598,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2599,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2600,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2601,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2602,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2603,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2604,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2605,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2606,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2607,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2608,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
2609,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2610,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2611,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2612,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
2613,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Forest
2614,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2615,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2616,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2617,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
2618,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
2619,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
2620,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
2621,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
2622,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2623,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2624,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2625,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2626,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2627,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2628,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
2629,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
2630,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2631,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
2632,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
2633,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2634,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2635,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2636,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
2637,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2638,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2639,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2640,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
