Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGF_M_R
10154,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10155,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
10156,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10157,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10158,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10159,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10160,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10161,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10162,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10163,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10164,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10165,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10166,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10167,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
10168,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10169,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10170,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10171,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10172,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10173,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10174,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10175,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10176,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10177,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10178,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10179,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10180,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10181,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10182,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10183,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10184,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10185,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10186,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10187,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10188,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10189,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10190,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10191,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10192,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10193,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10194,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
10195,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10196,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
10197,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10198,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10199,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10200,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10201,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
10202,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10203,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10204,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
10205,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10206,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10207,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10208,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
10209,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10210,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
10211,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10212,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10213,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10214,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10215,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
10216,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10217,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10218,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10219,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10220,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10221,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10222,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10223,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10224,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10225,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10226,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
10227,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
10228,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Water
10229,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10230,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10231,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10232,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10233,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
10234,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
10235,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
10236,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10237,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
10238,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10239,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
10240,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Water
10241,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
10242,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
10243,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
10244,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
10245,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
10246,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
10247,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
10248,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
10249,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
10250,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10251,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10252,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
10253,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
10254,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
10255,Water,Cropland,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
10256,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10257,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10258,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10259,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10260,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10261,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10262,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10263,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10264,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10265,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10266,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10267,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10268,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10269,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
10270,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10271,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
10272,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
10273,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
10274,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10275,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10276,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10277,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10278,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
10279,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10280,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10281,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10282,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
10283,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10284,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10285,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10286,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10287,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
10288,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10289,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
10290,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10291,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
10292,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
10293,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
10294,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10295,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10296,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10297,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10298,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10299,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10300,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10301,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10302,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10303,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10304,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
10305,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10306,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
10307,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10308,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10309,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
10310,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10311,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10312,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10313,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10314,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10315,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10316,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10317,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
10318,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10319,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
10320,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10321,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10322,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10323,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
10324,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10325,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10326,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
10327,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10328,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10329,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
10330,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
10331,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10332,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
10333,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10334,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10335,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
10336,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
10337,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10338,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10339,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10340,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10341,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
10342,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
10343,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Water
10344,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10345,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
10346,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10347,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10348,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10349,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10350,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10351,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
10352,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10353,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
10354,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10355,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10356,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10357,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
10358,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10359,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10360,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10361,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10362,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
10363,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10364,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10365,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
10366,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
10367,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10368,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10369,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
10370,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10371,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10372,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
10373,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
10374,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10375,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
10376,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
10377,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
10378,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
10379,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10380,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10381,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
10382,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
10383,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10384,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10385,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
10386,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Water
10387,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
10388,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
10389,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10390,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
10391,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
10392,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
10393,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
10394,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
10395,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10396,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
10397,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
10398,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10399,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
10400,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
10401,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10402,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10403,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10404,Water,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
10405,Water,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Water
10406,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
10407,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
10408,Water,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
10409,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Grassland
10410,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10411,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10412,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10413,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10414,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
10415,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10416,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10417,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
10418,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10419,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10420,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
10421,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10422,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
10423,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
10424,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10425,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
10426,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
10427,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
10428,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
10429,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
10430,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
10431,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
10432,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
10433,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10434,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
10435,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
10436,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
10437,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
10438,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
10439,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
10440,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
10441,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10442,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10443,Water,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10444,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10445,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10446,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10447,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10448,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10449,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10450,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10451,Water,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
10452,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
10453,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
10454,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
10455,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
10456,Water,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
10457,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
10458,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
10459,Water,Cropland,Water,NULL,Water,NULL,Forest,Forest
10460,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
10461,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Wetland
10462,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Water
10463,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
10464,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Water
10465,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
10466,Water,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
10467,Water,Cropland,Water,NULL,Water,Shrubland,Water,Water
10468,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
10469,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
10470,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
10471,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
10472,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
10473,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
10474,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
10475,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Bareland
10476,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Water
10477,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
10478,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
10479,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
10480,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
10481,Water,Cropland,Water,NULL,Water,Bareland,Water,Bareland
10482,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
10483,Water,Cropland,Water,NULL,Water,Bareland,Forest,Forest
10484,Water,Cropland,Water,NULL,Water,Built-up,NULL,Forest
10485,Water,Cropland,Water,NULL,Water,Built-up,Forest,Water
10486,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
10487,Water,Cropland,Water,NULL,Water,Water,NULL,Water
10488,Water,Cropland,Water,NULL,Water,Water,NULL,Forest
10489,Water,Cropland,Water,NULL,Water,Water,Wetland,Wetland
10490,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
10491,Water,Cropland,Water,NULL,Water,Water,Water,Water
10492,Water,Cropland,Water,NULL,Water,Water,Forest,Wetland
10493,Water,Cropland,Water,NULL,Water,Forest,Water,Water
10494,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
