Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVT_M_R
439,Grassland,Wetland,Water,Water,Water,Forest
440,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
441,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
442,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
443,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
444,Grassland,Wetland,Forest,Water,Non_Wetland,Water
445,Grassland,Bareland,Wetland,Water,Wetland,Water
446,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
447,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
448,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
449,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
450,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
451,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest
452,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
453,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
454,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
455,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
456,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
457,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
458,Grassland,Water,Grassland,Water,Non_Wetland,Water
459,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
460,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
461,Grassland,Water,Cropland,Water,Non_Wetland,Water
462,Grassland,Water,Wetland,NULL,Wetland,Grassland
463,Grassland,Water,Wetland,NULL,Wetland,Wetland
464,Grassland,Water,Wetland,NULL,Wetland,Water
465,Grassland,Water,Wetland,NULL,Wetland,Forest
466,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
467,Grassland,Water,Wetland,Non_Water,Wetland,Water
468,Grassland,Water,Wetland,Non_Water,Wetland,Forest
469,Grassland,Water,Wetland,Water,Wetland,Grassland
470,Grassland,Water,Wetland,Water,Wetland,Wetland
471,Grassland,Water,Wetland,Water,Wetland,Water
472,Grassland,Water,Wetland,Water,Wetland,Forest
473,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
474,Grassland,Water,Bareland,Water,Non_Wetland,Water
475,Grassland,Water,Water,NULL,Water,Grassland
476,Grassland,Water,Water,Water,Water,Grassland
477,Grassland,Water,Water,Water,Water,Wetland
478,Grassland,Water,Water,Water,Water,Water
479,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
480,Grassland,Water,Forest,NULL,Non_Wetland,Forest
481,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
482,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
483,Grassland,Water,Forest,Water,Non_Wetland,Grassland
484,Grassland,Water,Forest,Water,Non_Wetland,Wetland
485,Grassland,Water,Forest,Water,Non_Wetland,Water
486,Grassland,Water,Forest,Water,Non_Wetland,Forest
487,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
488,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
489,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
490,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
491,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
492,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
493,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
494,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
495,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
496,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
497,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
498,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water
499,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
500,Grassland,Forest,Wetland,NULL,Wetland,Grassland
501,Grassland,Forest,Wetland,NULL,Wetland,Water
502,Grassland,Forest,Wetland,NULL,Wetland,Forest
503,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
504,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
505,Grassland,Forest,Wetland,Non_Water,Wetland,Water
506,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
507,Grassland,Forest,Wetland,Water,Wetland,Grassland
508,Grassland,Forest,Wetland,Water,Wetland,Wetland
509,Grassland,Forest,Wetland,Water,Wetland,Water
510,Grassland,Forest,Wetland,Water,Wetland,Forest
511,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
512,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
513,Grassland,Forest,Water,NULL,Water,Water
514,Grassland,Forest,Water,Non_Water,Water,Grassland
515,Grassland,Forest,Water,Non_Water,Water,Water
516,Grassland,Forest,Water,Water,Water,Grassland
517,Grassland,Forest,Water,Water,Water,Wetland
518,Grassland,Forest,Water,Water,Water,Water
519,Grassland,Forest,Water,Water,Water,Forest
520,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
521,Grassland,Forest,Forest,NULL,Non_Wetland,Water
522,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
523,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
524,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
525,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
526,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
527,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
528,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
531,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
532,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
533,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
534,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
535,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
536,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
537,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
540,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
541,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
542,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
543,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
544,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
545,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
546,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
547,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
548,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
549,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
550,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
551,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
552,Cropland,NULL,Cropland,Water,Non_Wetland,Water
553,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
554,Cropland,NULL,Wetland,NULL,Wetland,Grassland
555,Cropland,NULL,Wetland,NULL,Wetland,Water
556,Cropland,NULL,Wetland,NULL,Wetland,Forest
557,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
558,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
559,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
560,Cropland,NULL,Wetland,Non_Water,Wetland,Water
561,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
562,Cropland,NULL,Wetland,Water,Wetland,Grassland
563,Cropland,NULL,Wetland,Water,Wetland,Cropland
564,Cropland,NULL,Wetland,Water,Wetland,Wetland
565,Cropland,NULL,Wetland,Water,Wetland,Bareland
566,Cropland,NULL,Wetland,Water,Wetland,Water
567,Cropland,NULL,Wetland,Water,Wetland,Forest
568,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
569,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
570,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
571,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
572,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
573,Cropland,NULL,Bareland,Water,Non_Wetland,Water
574,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
575,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
576,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
577,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water
578,Cropland,NULL,Water,NULL,Water,Water
579,Cropland,NULL,Water,NULL,Water,Forest
580,Cropland,NULL,Water,Non_Water,Water,Grassland
581,Cropland,NULL,Water,Non_Water,Water,Bareland
582,Cropland,NULL,Water,Non_Water,Water,Water
583,Cropland,NULL,Water,Non_Water,Water,Forest
584,Cropland,NULL,Water,Water,Water,Grassland
585,Cropland,NULL,Water,Water,Water,Wetland
586,Cropland,NULL,Water,Water,Water,Bareland
587,Cropland,NULL,Water,Water,Water,Water
588,Cropland,NULL,Water,Water,Water,Forest
589,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
590,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
591,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
592,Cropland,NULL,Forest,NULL,Non_Wetland,Water
593,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
594,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
595,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
596,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
597,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
598,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
599,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
600,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
601,Cropland,NULL,Forest,Water,Non_Wetland,Water
602,Cropland,NULL,Forest,Water,Non_Wetland,Forest
603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
606,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
607,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
608,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
609,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
610,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
611,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
612,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
613,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
614,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
615,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
616,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
617,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
618,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
619,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
620,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
621,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
622,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
623,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
624,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
625,Cropland,Cropland,Wetland,NULL,Wetland,Forest
626,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
627,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
628,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
629,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
630,Cropland,Cropland,Wetland,Water,Wetland,Grassland
631,Cropland,Cropland,Wetland,Water,Wetland,Water
632,Cropland,Cropland,Wetland,Water,Wetland,Forest
633,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
634,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
636,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
637,Cropland,Cropland,Water,Non_Water,Water,Grassland
638,Cropland,Cropland,Water,Non_Water,Water,Water
639,Cropland,Cropland,Water,Non_Water,Water,Forest
640,Cropland,Cropland,Water,Water,Water,Grassland
641,Cropland,Cropland,Water,Water,Water,Water
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
643,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
644,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
645,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
646,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
647,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
648,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
649,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
650,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
651,Cropland,Cropland,Forest,Water,Non_Wetland,Water
652,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
653,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
654,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
655,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
656,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
657,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
658,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
659,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water
660,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
661,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
662,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
663,Cropland,Wetland,Wetland,NULL,Wetland,Forest
664,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
665,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
666,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
667,Cropland,Wetland,Wetland,Water,Wetland,Grassland
668,Cropland,Wetland,Wetland,Water,Wetland,Wetland
669,Cropland,Wetland,Wetland,Water,Wetland,Water
670,Cropland,Wetland,Wetland,Water,Wetland,Forest
671,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Water
672,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
673,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
674,Cropland,Wetland,Built-up,Water,Non_Wetland,Water
675,Cropland,Wetland,Water,Non_Water,Water,Grassland
676,Cropland,Wetland,Water,Non_Water,Water,Water
677,Cropland,Wetland,Water,Water,Water,Grassland
678,Cropland,Wetland,Water,Water,Water,Water
679,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
680,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
681,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water
682,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
683,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
684,Cropland,Wetland,Forest,Water,Non_Wetland,Water
685,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
686,Cropland,Bareland,Wetland,Non_Water,Wetland,Water
687,Cropland,Bareland,Wetland,Water,Wetland,Water
688,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
689,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
690,Cropland,Bareland,Water,NULL,Water,Water
691,Cropland,Bareland,Water,Water,Water,Water
692,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
693,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
694,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
695,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
696,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
697,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
698,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
699,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
700,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
701,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
702,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
703,Cropland,Built-up,Wetland,NULL,Wetland,Forest
704,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland
705,Cropland,Built-up,Wetland,Water,Wetland,Water
706,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
707,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
708,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
709,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
710,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
711,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
712,Cropland,Built-up,Forest,Water,Non_Wetland,Water
713,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
714,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
715,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
716,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
717,Cropland,Water,Cropland,NULL,Non_Wetland,Water
718,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
719,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
720,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
721,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
722,Cropland,Water,Cropland,Water,Non_Wetland,Water
723,Cropland,Water,Wetland,NULL,Wetland,Grassland
724,Cropland,Water,Wetland,NULL,Wetland,Water
725,Cropland,Water,Wetland,NULL,Wetland,Forest
726,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
727,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
728,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
729,Cropland,Water,Wetland,Non_Water,Wetland,Water
730,Cropland,Water,Wetland,Non_Water,Wetland,Forest
731,Cropland,Water,Wetland,Water,Wetland,Grassland
732,Cropland,Water,Wetland,Water,Wetland,Wetland
733,Cropland,Water,Wetland,Water,Wetland,Water
734,Cropland,Water,Wetland,Water,Wetland,Forest
735,Cropland,Water,Bareland,NULL,Non_Wetland,Water
736,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
737,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
738,Cropland,Water,Bareland,Water,Non_Wetland,Water
739,Cropland,Water,Water,NULL,Water,Water
740,Cropland,Water,Water,Non_Water,Water,Water
741,Cropland,Water,Water,Water,Water,Bareland
742,Cropland,Water,Water,Water,Water,Water
743,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
744,Cropland,Water,Forest,NULL,Non_Wetland,Forest
745,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
746,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
747,Cropland,Water,Forest,Water,Non_Wetland,Grassland
748,Cropland,Water,Forest,Water,Non_Wetland,Water
749,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
750,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
751,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
752,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
753,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
754,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
755,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
756,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
757,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
758,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
759,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
760,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
761,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
762,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
763,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
764,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
765,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
766,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
767,Cropland,Forest,Cropland,Water,Non_Wetland,Water
768,Cropland,Forest,Wetland,NULL,Wetland,Grassland
769,Cropland,Forest,Wetland,NULL,Wetland,Forest
770,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
771,Cropland,Forest,Wetland,Non_Water,Wetland,Water
772,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
773,Cropland,Forest,Wetland,Water,Wetland,Grassland
774,Cropland,Forest,Wetland,Water,Wetland,Wetland
775,Cropland,Forest,Wetland,Water,Wetland,Water
776,Cropland,Forest,Wetland,Water,Wetland,Forest
777,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
778,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
779,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
780,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
781,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
782,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
783,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
784,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
785,Cropland,Forest,Bareland,Water,Non_Wetland,Water
786,Cropland,Forest,Water,Non_Water,Water,Grassland
787,Cropland,Forest,Water,Non_Water,Water,Water
788,Cropland,Forest,Water,Non_Water,Water,Forest
789,Cropland,Forest,Water,Water,Water,Grassland
790,Cropland,Forest,Water,Water,Water,Water
791,Cropland,Forest,Water,Water,Water,Forest
792,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
793,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
794,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
795,Cropland,Forest,Forest,NULL,Non_Wetland,Water
796,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
797,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
798,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
799,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
800,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
801,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
802,Cropland,Forest,Forest,Water,Non_Wetland,Water
803,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
804,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
805,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
806,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
807,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
808,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
809,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
810,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
811,Wetland,NULL,Cropland,Water,Non_Wetland,Water
812,Wetland,NULL,Wetland,NULL,Wetland,Grassland
813,Wetland,NULL,Wetland,NULL,Wetland,Water
814,Wetland,NULL,Wetland,NULL,Wetland,Forest
815,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
816,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
817,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
818,Wetland,NULL,Wetland,Non_Water,Wetland,Water
819,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
820,Wetland,NULL,Wetland,Water,Wetland,Grassland
821,Wetland,NULL,Wetland,Water,Wetland,Wetland
822,Wetland,NULL,Wetland,Water,Wetland,Water
823,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
824,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
825,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
826,Wetland,NULL,Water,Non_Water,Water,Grassland
827,Wetland,NULL,Water,Non_Water,Water,Water
828,Wetland,NULL,Water,Water,Water,Grassland
829,Wetland,NULL,Water,Water,Water,Wetland
830,Wetland,NULL,Water,Water,Water,Water
831,Wetland,NULL,Water,Water,Water,Forest
832,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
833,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
834,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
835,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
836,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland
837,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
838,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
839,Wetland,NULL,Forest,Water,Non_Wetland,Water
840,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
841,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
842,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
843,Wetland,Cropland,Wetland,Water,Wetland,Grassland
844,Wetland,Cropland,Wetland,Water,Wetland,Water
845,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
846,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
847,Wetland,Cropland,Forest,Water,Non_Wetland,Water
848,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
849,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
850,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
851,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
852,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
853,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
854,Wetland,Wetland,Wetland,NULL,Wetland,NULL
855,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
856,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
857,Wetland,Wetland,Wetland,NULL,Wetland,Water
858,Wetland,Wetland,Wetland,NULL,Wetland,Forest
859,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
860,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
861,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
862,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
863,Wetland,Wetland,Wetland,Water,Wetland,Grassland
864,Wetland,Wetland,Wetland,Water,Wetland,Cropland
865,Wetland,Wetland,Wetland,Water,Wetland,Wetland
866,Wetland,Wetland,Wetland,Water,Wetland,Water
867,Wetland,Wetland,Wetland,Water,Wetland,Forest
868,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
869,Wetland,Wetland,Water,NULL,Water,Grassland
870,Wetland,Wetland,Water,Non_Water,Water,Grassland
871,Wetland,Wetland,Water,Water,Water,Grassland
872,Wetland,Wetland,Water,Water,Water,Wetland
873,Wetland,Wetland,Water,Water,Water,Water
874,Wetland,Wetland,Water,Water,Water,Forest
875,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
876,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
877,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
878,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
879,Wetland,Wetland,Forest,Water,Non_Wetland,Water
880,Wetland,Bareland,Wetland,NULL,Wetland,Water
881,Wetland,Bareland,Wetland,Water,Wetland,Water
