Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQR_M_R
11456,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11457,Cropland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11458,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11459,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11460,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11461,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11462,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11463,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11464,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11465,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11466,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11467,Cropland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
11468,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
11469,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
11470,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
11471,Cropland,Wetland,Water,NULL,Water,Grassland,Water,Grassland
11472,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11473,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11474,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11475,Cropland,Wetland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
11476,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11477,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11478,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11479,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11480,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11481,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11482,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11483,Cropland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
11484,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
11485,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11486,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11487,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11488,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11489,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11490,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11491,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11492,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11493,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11494,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11495,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
11496,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11497,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11498,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11499,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
11500,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
11501,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11502,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11503,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11504,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11505,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11506,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11507,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11508,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11509,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
11510,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11511,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11512,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11513,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11514,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
11515,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
11516,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11517,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
11518,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11519,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11520,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11521,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11522,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11523,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11524,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11525,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11526,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11527,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11528,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11529,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11530,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11531,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
11532,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11533,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
11534,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11535,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11536,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11537,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11538,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11539,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11540,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11541,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11542,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11543,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
11544,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11545,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11546,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11547,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11548,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11549,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11550,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11551,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11552,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11553,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11554,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11555,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11556,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11557,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11558,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11559,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11560,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11561,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11562,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11563,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11564,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11565,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11566,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11567,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11568,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11569,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11570,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11571,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11572,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
11573,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11574,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11575,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11576,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11577,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11578,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11579,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11580,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
11581,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11582,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11583,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11584,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11585,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11586,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11587,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11588,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11589,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
11590,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11591,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11592,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11593,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11594,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11595,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11596,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11597,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11598,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11599,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11600,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11601,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11602,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11603,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11604,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11605,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11606,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11607,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11608,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11609,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11610,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11611,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11612,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11613,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11614,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11615,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11616,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11617,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
11618,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
11619,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11620,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
11621,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
11622,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
11623,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
11624,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
11625,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
11626,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11627,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11628,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11629,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11630,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11631,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11632,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11633,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11634,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11635,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
11636,Cropland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11637,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11638,Cropland,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
11639,Cropland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
11640,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11641,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11642,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11643,Cropland,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11644,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11645,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11646,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11647,Cropland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11648,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11649,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11650,Cropland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11651,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
11652,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
11653,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11654,Cropland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11655,Cropland,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
11656,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11657,Cropland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
11658,Cropland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
11659,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
11660,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
11661,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11662,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11663,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11664,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11665,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11666,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11667,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11668,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
11669,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11670,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11671,Cropland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11672,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11673,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11674,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11675,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11676,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11677,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11678,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11679,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11680,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11681,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11682,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11683,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11684,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11685,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11686,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11687,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11688,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11689,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11690,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11691,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11692,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11693,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11694,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11695,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11696,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11697,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11698,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11699,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11700,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11701,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11702,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11703,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11704,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
11705,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11706,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11707,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11708,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11709,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11710,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11711,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11712,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11713,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11714,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11715,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11716,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11717,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11718,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
11719,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11720,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11721,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11722,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11723,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11724,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11725,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11726,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11727,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11728,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11729,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11730,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11731,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11732,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11733,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11734,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11735,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11736,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11737,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11738,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11739,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11740,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11741,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11742,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11743,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11744,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11745,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11746,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11747,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11748,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11749,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11750,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11751,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11752,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
11753,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11754,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11755,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11756,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11757,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11758,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11759,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11760,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11761,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11762,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
11763,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11764,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11765,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11766,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11767,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11768,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11769,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11770,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11771,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
