Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R
5815,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5816,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
5817,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5818,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5819,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5820,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
5821,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
5822,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5823,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
5824,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
5825,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
5826,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
5827,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5828,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5829,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
5830,Bareland,NULL,Wetland,Water,NULL,NULL,Bareland,Grassland
5831,Bareland,NULL,Wetland,Water,NULL,NULL,Bareland,Bareland
5832,Bareland,NULL,Wetland,Water,NULL,NULL,Built-up,Grassland
5833,Bareland,NULL,Wetland,Water,NULL,NULL,Built-up,Bareland
5834,Bareland,NULL,Wetland,Water,NULL,Bareland,NULL,Grassland
5835,Bareland,NULL,Wetland,Water,NULL,Bareland,NULL,Bareland
5836,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Grassland
5837,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Bareland
5838,Bareland,NULL,Wetland,Water,NULL,Bareland,Built-up,Grassland
5839,Bareland,NULL,Wetland,Water,NULL,Bareland,Built-up,Bareland
5840,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Grassland
5841,Bareland,NULL,Wetland,Water,NULL,Bareland,Water,Bareland
5842,Bareland,NULL,Wetland,Water,NULL,Built-up,Built-up,Grassland
5843,Bareland,NULL,Wetland,Water,NULL,Built-up,Built-up,Bareland
5844,Bareland,NULL,Wetland,Water,NULL,Water,Bareland,Grassland
5845,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5846,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
5847,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
5848,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
5849,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
5850,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
5851,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5852,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5853,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
5854,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Bareland
5855,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5856,Bareland,NULL,Wetland,Water,Wetland,Built-up,Bareland,Grassland
5857,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
5858,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
5859,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5860,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5861,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5862,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5863,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
5864,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
5865,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
5866,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
5867,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
5868,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5869,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5870,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5871,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
5872,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5873,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5874,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5875,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
5876,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5877,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5878,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5879,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5880,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
5881,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5882,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5883,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5884,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5885,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5886,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
5887,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5888,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
5889,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5890,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5891,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5892,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5893,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5894,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5895,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5896,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5897,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
5898,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
5899,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
5900,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
5901,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
5902,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
5903,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5904,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5905,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
5906,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
5907,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
5908,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Built-up
5909,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
5910,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5911,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5912,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5913,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5914,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5915,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5916,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5917,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5918,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5919,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5920,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5921,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5922,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
5923,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5924,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5925,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5926,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5927,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5928,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5929,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5930,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5931,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5932,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5933,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5934,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5935,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5936,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5937,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5938,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5939,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5940,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5941,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
5942,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
5943,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5944,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
5945,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5946,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5947,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5948,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5949,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5950,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5951,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5952,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5953,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5954,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
5955,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
5956,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
5957,Bareland,NULL,Built-up,Water,Non_Wetland,Shrubland,Bareland,Built-up
5958,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
5959,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
5960,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Built-up
5961,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
5962,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5963,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5964,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
5965,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
5966,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
5967,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
5968,Bareland,NULL,Water,NULL,NULL,Bareland,Bareland,Grassland
5969,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5970,Bareland,NULL,Water,Non_Water,NULL,Bareland,Bareland,Bareland
5971,Bareland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
5972,Bareland,NULL,Water,Non_Water,Water,Shrubland,Bareland,Bareland
5973,Bareland,NULL,Water,Non_Water,Water,Water,Bareland,Bareland
5974,Bareland,NULL,Water,Water,NULL,NULL,Bareland,Grassland
5975,Bareland,NULL,Water,Water,NULL,NULL,Built-up,Grassland
5976,Bareland,NULL,Water,Water,NULL,Bareland,Bareland,Grassland
5977,Bareland,NULL,Water,Water,NULL,Bareland,Bareland,Bareland
5978,Bareland,NULL,Water,Water,NULL,Bareland,Built-up,Grassland
5979,Bareland,NULL,Water,Water,NULL,Bareland,Built-up,Bareland
5980,Bareland,NULL,Water,Water,Water,Shrubland,Bareland,Bareland
5981,Bareland,NULL,Water,Water,Water,Shrubland,Water,Bareland
5982,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
5983,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5984,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5985,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5986,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5987,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5988,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5989,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5990,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5991,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5992,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
5993,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5994,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5995,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5996,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5997,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5998,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
5999,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6000,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6001,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6002,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6003,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6004,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6005,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6006,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6007,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6008,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6009,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6010,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6011,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Bareland
6012,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6013,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6014,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
6015,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
6016,Bareland,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
6017,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6018,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6019,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6020,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6021,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6022,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6023,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6024,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6025,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6026,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6027,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6028,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6029,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6030,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6031,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6032,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6033,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6034,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6035,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6036,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6037,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6038,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6039,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6040,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6041,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6042,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6043,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6044,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6045,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6046,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6047,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6048,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6049,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6050,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6051,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6052,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6053,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6054,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6055,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6056,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6057,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6058,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6059,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6060,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6061,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6062,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6063,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6064,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6065,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6066,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6067,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6068,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6069,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6070,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6071,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6072,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6073,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6074,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6075,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6076,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6077,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6078,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6079,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6080,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6081,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6082,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6083,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6084,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6085,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6086,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6087,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6088,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6089,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6090,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6091,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6092,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6093,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6094,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6095,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6096,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6097,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6098,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6099,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6100,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6101,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6102,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6103,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6104,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6105,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6106,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6107,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6108,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6109,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6110,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6111,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6112,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6113,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6114,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6115,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6116,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6117,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6118,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6119,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6120,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6121,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6122,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6123,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6124,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6125,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6126,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6127,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6128,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6129,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6130,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6131,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6132,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6133,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6134,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6135,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
