Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKC_M_R
665,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
666,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
667,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
668,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
669,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
670,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
671,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
672,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
673,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
674,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
675,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
676,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
678,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
681,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
682,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
683,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
684,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
686,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
687,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
688,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
690,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
691,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
692,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
693,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
694,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
695,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
696,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
698,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
700,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
701,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
702,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
704,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
705,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
706,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
707,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
708,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
709,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
710,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
711,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
712,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
713,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
715,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
716,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
717,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
718,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
719,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
720,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
721,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
722,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
723,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
724,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
725,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
726,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
727,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
728,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
729,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
730,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
731,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
732,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
733,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
734,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
735,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
736,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
737,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
739,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
740,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
742,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
743,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
744,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,NULL
745,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
746,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
747,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
748,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
750,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
752,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
753,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
754,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
756,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
757,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
759,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
760,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
761,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
762,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
763,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
764,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
766,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
767,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
768,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
770,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
771,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
772,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
773,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
774,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
775,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
776,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
777,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
778,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
779,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
780,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
781,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
782,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
783,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
785,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
787,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
789,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
790,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
792,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
793,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
794,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
795,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
796,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
798,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
799,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
800,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
801,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
802,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
803,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
804,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
805,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
807,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
809,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
810,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
811,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
813,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
814,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
815,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
816,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
817,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
818,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
819,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
820,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
821,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
822,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
823,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
824,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
825,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
826,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
827,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
828,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
829,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
830,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
831,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
832,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
834,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
835,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
836,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
840,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
841,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
842,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
845,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
847,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
849,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
850,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
852,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
853,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
854,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
855,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
856,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
857,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
858,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
859,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
860,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
861,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
862,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
863,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
867,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
868,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
870,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
872,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
873,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
874,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
875,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
877,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
878,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
879,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
880,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
881,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
882,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
883,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
885,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
886,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
888,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
889,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
890,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
891,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
892,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
893,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
894,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
896,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
898,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
899,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
900,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
903,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
904,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
907,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
908,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
910,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
913,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
916,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
917,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
918,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
919,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
920,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
921,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
922,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
923,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
924,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
925,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
926,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
927,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
928,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
930,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
932,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
933,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
934,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
936,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
937,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
938,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
939,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
943,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
944,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
945,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
946,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
947,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
948,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
949,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
950,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
951,Bareland,Water,Water,Water,Water,NULL,NULL,Water
952,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
953,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
954,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
955,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
956,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
957,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
958,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
961,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
962,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
963,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
964,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
965,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
966,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
967,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
968,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
969,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
971,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
972,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
973,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
974,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
975,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
976,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
977,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
978,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
980,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
982,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
983,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
984,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
985,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
987,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
988,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
989,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
991,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
992,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
993,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
994,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
995,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
996,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
997,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
999,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1000,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1001,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
