Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKV_M_R
324,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
325,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
326,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
327,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
328,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
329,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
330,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
331,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
332,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
333,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
334,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
335,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
336,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
337,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
338,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
339,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
340,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
341,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
342,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
343,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
344,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
345,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
346,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
347,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
348,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
349,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
350,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
351,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
352,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
353,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
354,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
355,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
356,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
357,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
358,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
359,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
360,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
361,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
362,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
363,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
364,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
365,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
366,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
367,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
368,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
369,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
370,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
371,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
372,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
373,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
374,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
375,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
376,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
377,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
378,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
379,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
380,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
381,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
382,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
383,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
384,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
385,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
386,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
387,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
388,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
389,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
390,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
391,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
392,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
393,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
394,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
395,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
396,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
397,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
398,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
399,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
400,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
401,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
402,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
403,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
404,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
405,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
406,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
407,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
408,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
409,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
410,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
411,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
412,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
413,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
414,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
415,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
416,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
417,Water,Water,Wetland,Water,Wetland,Water,Water,Water
418,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
419,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
420,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
421,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
422,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
423,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
424,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
425,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
426,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
427,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
428,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
429,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
430,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
431,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
432,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
433,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
434,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
435,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
436,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
437,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
438,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
439,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
440,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
441,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
442,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
443,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
444,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
445,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
446,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
447,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
448,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
449,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
450,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
451,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
452,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
453,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
454,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
455,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
456,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
457,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
458,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
459,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
460,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
461,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
462,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
463,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
464,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
465,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
466,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
467,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
468,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
469,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
470,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
471,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
472,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
473,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
474,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
475,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
476,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
477,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
478,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
479,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
480,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Grassland
481,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
482,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
483,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
484,Water,Water,Water,NULL,Water,Wetland,Water,Water
485,Water,Water,Water,NULL,Water,Wetland,Water,Forest
486,Water,Water,Water,NULL,Water,Bareland,Water,Water
487,Water,Water,Water,NULL,Water,Water,Wetland,Water
488,Water,Water,Water,NULL,Water,Water,Wetland,Forest
489,Water,Water,Water,NULL,Water,Water,Water,Water
490,Water,Water,Water,NULL,Water,Water,Water,Forest
491,Water,Water,Water,NULL,Water,Water,Forest,Water
492,Water,Water,Water,NULL,Water,Water,Forest,Forest
493,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
494,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
495,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
496,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
497,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
498,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
499,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
500,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
501,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
502,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
503,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
504,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
505,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
506,Water,Water,Water,Non_Water,Water,Water,Water,Water
507,Water,Water,Water,Non_Water,Water,Water,Water,Forest
508,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
509,Water,Water,Water,Water,Water,NULL,Water,Forest
510,Water,Water,Water,Water,Water,Wetland,Wetland,Water
511,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
512,Water,Water,Water,Water,Water,Wetland,Water,Grassland
513,Water,Water,Water,Water,Water,Wetland,Water,Water
514,Water,Water,Water,Water,Water,Wetland,Water,Forest
515,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
516,Water,Water,Water,Water,Water,Bareland,Wetland,Bareland
517,Water,Water,Water,Water,Water,Bareland,Wetland,Water
518,Water,Water,Water,Water,Water,Bareland,Water,Grassland
519,Water,Water,Water,Water,Water,Bareland,Water,Water
520,Water,Water,Water,Water,Water,Bareland,Water,Forest
521,Water,Water,Water,Water,Water,Water,Wetland,Grassland
522,Water,Water,Water,Water,Water,Water,Wetland,Water
523,Water,Water,Water,Water,Water,Water,Wetland,Forest
524,Water,Water,Water,Water,Water,Water,Water,Grassland
525,Water,Water,Water,Water,Water,Water,Water,Bareland
526,Water,Water,Water,Water,Water,Water,Water,Water
527,Water,Water,Water,Water,Water,Water,Water,Forest
528,Water,Water,Water,Water,Water,Water,Forest,Water
529,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
530,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
531,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
532,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
533,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
534,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
535,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
536,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
537,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
538,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
539,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
540,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
541,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
542,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
543,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
544,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
545,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
546,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
547,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
548,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
549,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
550,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
551,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
552,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
553,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
554,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
555,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
556,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
557,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
558,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
559,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
560,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
561,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
562,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
563,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
564,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
565,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
566,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
567,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
568,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
569,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
570,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
571,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
572,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
573,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
574,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
575,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
576,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
577,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
578,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
579,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
580,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
581,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
582,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
583,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
584,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
585,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
586,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
587,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Wetland,Water
588,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
589,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
590,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
591,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
592,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
593,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
594,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
595,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
596,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
597,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
598,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
599,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
601,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
603,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
605,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
606,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
607,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
608,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
609,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
610,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
611,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
612,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
614,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
615,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
616,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
617,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
618,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
619,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
620,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
621,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
622,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
623,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
624,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
625,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
627,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
628,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
630,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
631,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
632,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
633,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
634,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
635,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
636,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
637,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
638,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
639,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
640,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
641,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
642,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
643,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
644,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
645,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
646,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
647,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
648,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
649,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
650,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
651,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
652,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
653,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
654,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
655,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
656,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
657,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
658,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
659,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
660,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
661,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
662,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
663,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
664,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
674,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
675,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
676,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
677,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
678,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
679,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
680,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
681,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
682,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
683,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
684,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
685,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
686,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
687,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
694,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
