Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R
688,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
689,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
690,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
691,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
692,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
695,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
697,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
698,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
699,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
700,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
701,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
702,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
703,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
704,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
706,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
707,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
708,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
709,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
710,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
712,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
713,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
714,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
715,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
716,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
718,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
719,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
720,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
721,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
724,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
725,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
726,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
727,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
728,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
729,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
730,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
731,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
732,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
733,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
734,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
735,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
736,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
737,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
738,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
739,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
740,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
741,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
742,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
743,Wetland,Water,Water,Water,Water,NULL,NULL,Water
744,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
745,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
746,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
747,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
748,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
749,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
750,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
751,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
752,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
753,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
755,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
757,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
758,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
759,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
760,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
761,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
762,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
763,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
764,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
765,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
769,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
770,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
771,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
773,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
774,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
775,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
776,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
778,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
780,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
781,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
783,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
785,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
787,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
788,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
790,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
791,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
792,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
793,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
794,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
796,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
797,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
798,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
799,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
800,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
801,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
804,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
805,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
806,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
807,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
808,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
809,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
810,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
811,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
812,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
813,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
814,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
815,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
816,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
817,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
818,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
819,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
821,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
831,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
834,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
838,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
839,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
840,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
841,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
842,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
844,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
845,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
846,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
847,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
848,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
851,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
853,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
855,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
858,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
859,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
860,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
861,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
863,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
865,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
867,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
870,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
871,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
873,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
874,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
875,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
876,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
877,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
878,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
879,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
880,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
881,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
882,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
883,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
884,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
885,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
886,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
887,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
888,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
889,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
891,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
893,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
894,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
895,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
896,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
897,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
898,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
899,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
900,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
901,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
902,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
903,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
904,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
905,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
906,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
907,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
908,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
909,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
910,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
911,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
912,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
913,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
918,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
925,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
928,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
932,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
934,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
935,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
937,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
938,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
939,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
941,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
942,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
943,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
944,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
945,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
946,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
947,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
948,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
949,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
950,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
951,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
952,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
953,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
954,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
955,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
956,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
957,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
958,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
959,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
960,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
961,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
962,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
963,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
964,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
965,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
966,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
967,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
968,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
969,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
970,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
971,Bareland,Water,Water,Water,Water,NULL,NULL,Water
972,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
973,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
974,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
979,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
982,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
983,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
984,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
985,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
986,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
991,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
992,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
993,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
994,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
995,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
996,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
997,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
998,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
999,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1000,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1001,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1002,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1003,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1004,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1006,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1007,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1008,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1009,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1010,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1012,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1015,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1019,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1020,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1023,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1026,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1027,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1028,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1029,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1031,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1033,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1035,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1037,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
