Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
5234,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
5235,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5236,Water,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
5237,Water,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5238,Water,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
5239,Water,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Water
5240,Water,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
5241,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
5242,Water,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5243,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5244,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5245,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5246,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5247,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5248,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5249,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5250,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
5251,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5252,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5253,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5254,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5255,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5256,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
5257,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5258,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5259,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5260,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5261,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5262,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5263,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5264,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5265,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5266,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5267,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5268,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5269,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5270,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5271,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5272,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5273,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5274,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5275,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5276,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5277,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
5278,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5279,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5280,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
5281,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5282,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5283,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5284,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5285,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5286,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
5287,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5288,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Water
5289,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
5290,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5291,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5292,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5293,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Water
5294,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5295,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5296,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5297,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5298,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5299,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5300,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
5301,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5302,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5303,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
5304,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
5305,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5306,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5307,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5308,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5309,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5310,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5311,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5312,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
5313,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5314,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5315,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
5316,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5317,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
5318,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
5319,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5320,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
5321,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5322,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5323,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5324,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
5325,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Water
5326,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
5327,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
5328,Water,Water,NULL,Water,Non_Wetland,Cropland,Bareland,Grassland
5329,Water,Water,NULL,Water,Non_Wetland,Cropland,Bareland,Water
5330,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Forest
5331,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
5332,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
5333,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
5334,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5335,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5336,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5337,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
5338,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5339,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5340,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5341,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5342,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
5343,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5344,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
5345,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5346,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5347,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5348,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5349,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5350,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5351,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5352,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
5353,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5354,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5355,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
5356,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
5357,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5358,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5359,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
5360,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
5361,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
5362,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
5363,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5364,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5365,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5366,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
5367,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5368,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5369,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
5370,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5371,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5372,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5373,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5374,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5375,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5376,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5377,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Water
5378,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
5379,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
5380,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
5381,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
5382,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5383,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5384,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5385,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5386,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5387,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5388,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5389,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5390,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
5391,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5392,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5393,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
5394,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5395,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5396,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5397,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
5398,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5399,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5400,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5401,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5402,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5403,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5404,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5405,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5406,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5407,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5408,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5409,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5410,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
5411,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5412,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5413,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5414,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5415,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5416,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5417,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5418,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5419,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5420,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5421,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
5422,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5423,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Forest
5424,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5425,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5426,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5427,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5428,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5429,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5430,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5431,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5432,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5433,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5434,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
5435,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5436,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5437,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5438,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
5439,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5440,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5441,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5442,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5443,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
5444,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
5445,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5446,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
5447,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5448,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
5449,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
5450,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
5451,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
5452,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Grassland
5453,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Bareland
5454,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Water
5455,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Bareland
5456,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5457,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5458,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5459,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
5460,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5461,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5462,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5463,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
5464,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
5465,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5466,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5467,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5468,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5469,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5470,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5471,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5472,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
5473,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
5474,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
5475,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
5476,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5477,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5478,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5479,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5480,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
5481,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
5482,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5483,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5484,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5485,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5486,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5487,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5488,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5489,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
5490,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Water
5491,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5492,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5493,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
5494,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5495,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5496,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5497,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5498,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5499,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
5500,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5501,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5502,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5503,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5504,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5505,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
5506,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5507,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
5508,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5509,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5510,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5511,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5512,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
5513,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5514,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5515,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5516,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5517,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5518,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
5519,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5520,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5521,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5522,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
5523,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
5524,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland,Bareland,Forest
5525,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5526,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5527,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5528,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5529,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
5530,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Water
5531,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5532,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5533,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
5534,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5535,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5536,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
5537,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5538,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5539,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5540,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
5541,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5542,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5543,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5544,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5545,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
5546,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
5547,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
5548,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
5549,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
5550,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
5551,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
5552,Water,Water,Grassland,Water,Non_Wetland,Cropland,Bareland,Bareland
5553,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
5554,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
5555,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5556,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
5557,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5558,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5559,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
5560,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
5561,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
5562,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
5563,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
5564,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
5565,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
5566,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
5567,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
5568,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
5569,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
5570,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
5571,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
5572,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
5573,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
5574,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5575,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
5576,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
5577,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
5578,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
5579,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
5580,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5581,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5582,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5583,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
5584,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5585,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5586,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5587,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5588,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5589,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
