Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLV_M_R
365,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
366,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
367,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
368,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
369,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
370,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
371,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
372,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
373,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
374,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
375,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
376,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
377,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
378,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
379,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
380,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
381,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
382,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
383,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
384,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
385,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
386,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
387,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
388,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
389,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
390,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
391,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
392,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
393,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
394,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
395,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
396,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
397,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
398,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
399,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
400,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
401,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
402,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
403,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
404,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
405,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
406,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
407,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
408,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
409,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
410,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
411,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
412,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
413,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
414,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
415,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
416,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
417,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
418,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
419,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
420,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
421,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
422,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
423,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
424,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
425,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
426,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
427,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
428,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
429,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
430,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
431,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
432,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
433,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
434,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
435,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
436,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
437,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
438,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
439,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
440,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
441,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
442,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
443,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
444,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
445,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
446,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
447,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
448,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
449,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
450,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
451,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
452,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
453,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
454,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
455,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
456,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
457,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
458,Water,Water,Water,NULL,Water,NULL,Wetland,Water
459,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
460,Water,Water,Water,NULL,Water,NULL,Water,Water
461,Water,Water,Water,NULL,Water,NULL,Water,Forest
462,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
463,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
464,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
465,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
466,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
467,Water,Water,Water,NULL,Water,Wetland,Water,Water
468,Water,Water,Water,NULL,Water,Wetland,Water,Forest
469,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
470,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
471,Water,Water,Water,NULL,Water,Bareland,Water,Water
472,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
473,Water,Water,Water,NULL,Water,Water,Wetland,Water
474,Water,Water,Water,NULL,Water,Water,Wetland,Forest
475,Water,Water,Water,NULL,Water,Water,Water,Grassland
476,Water,Water,Water,NULL,Water,Water,Water,Water
477,Water,Water,Water,NULL,Water,Water,Water,Forest
478,Water,Water,Water,NULL,Water,Water,Forest,Water
479,Water,Water,Water,NULL,Water,Water,Forest,Forest
480,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
481,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
482,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
483,Water,Water,Water,Non_Water,Water,NULL,Water,Water
484,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
485,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
486,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
487,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
488,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
489,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
490,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
491,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
492,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
493,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
494,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
495,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
496,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
497,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
498,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
499,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
500,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
501,Water,Water,Water,Non_Water,Water,Water,Water,Water
502,Water,Water,Water,Non_Water,Water,Water,Water,Forest
503,Water,Water,Water,Non_Water,Water,Water,Forest,Water
504,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
505,Water,Water,Water,Water,Water,NULL,Wetland,Water
506,Water,Water,Water,Water,Water,NULL,Wetland,Forest
507,Water,Water,Water,Water,Water,NULL,Water,Wetland
508,Water,Water,Water,Water,Water,NULL,Water,Water
509,Water,Water,Water,Water,Water,NULL,Water,Forest
510,Water,Water,Water,Water,Water,NULL,Forest,Water
511,Water,Water,Water,Water,Water,Grassland,Wetland,Water
512,Water,Water,Water,Water,Water,Grassland,Water,Grassland
513,Water,Water,Water,Water,Water,Grassland,Water,Water
514,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
515,Water,Water,Water,Water,Water,Wetland,Wetland,Water
516,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
517,Water,Water,Water,Water,Water,Wetland,Water,Grassland
518,Water,Water,Water,Water,Water,Wetland,Water,Wetland
519,Water,Water,Water,Water,Water,Wetland,Water,Water
520,Water,Water,Water,Water,Water,Wetland,Water,Forest
521,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
522,Water,Water,Water,Water,Water,Bareland,Wetland,Water
523,Water,Water,Water,Water,Water,Bareland,Water,Grassland
524,Water,Water,Water,Water,Water,Bareland,Water,Water
525,Water,Water,Water,Water,Water,Bareland,Water,Forest
526,Water,Water,Water,Water,Water,Water,Wetland,Grassland
527,Water,Water,Water,Water,Water,Water,Wetland,Wetland
528,Water,Water,Water,Water,Water,Water,Wetland,Water
529,Water,Water,Water,Water,Water,Water,Wetland,Forest
530,Water,Water,Water,Water,Water,Water,Water,Grassland
531,Water,Water,Water,Water,Water,Water,Water,Wetland
532,Water,Water,Water,Water,Water,Water,Water,Water
533,Water,Water,Water,Water,Water,Water,Water,Forest
534,Water,Water,Water,Water,Water,Water,Forest,Water
535,Water,Water,Water,Water,Water,Water,Forest,Forest
536,Water,Water,Water,Water,Water,Forest,Water,Water
537,Water,Water,Water,Water,Water,Forest,Water,Forest
538,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
539,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
540,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
541,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
542,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
543,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
544,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
545,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
546,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
547,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
548,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
549,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
550,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
551,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
552,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
553,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
554,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
555,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
556,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
557,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
558,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
559,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
560,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
561,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
562,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
563,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
564,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
565,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
566,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
567,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
568,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
569,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
570,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
571,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
572,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
573,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
574,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
575,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
576,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
577,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
578,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
579,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
580,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
581,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
582,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
583,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
584,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
585,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
586,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
587,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
588,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
589,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
590,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
591,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
592,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
593,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
594,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
595,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
596,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
597,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
598,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
599,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
600,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
601,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
602,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
603,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
604,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
605,Water,Forest,Water,Water,Water,Wetland,Forest,Forest
606,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
607,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
608,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
609,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
610,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
611,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
612,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
613,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
614,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
615,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
616,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
617,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
618,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
619,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
620,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
621,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
622,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
623,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
624,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
625,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
626,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
627,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
628,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
629,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
630,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
631,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
632,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
633,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
634,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
635,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
636,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
637,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
638,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
639,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
640,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
641,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
642,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
643,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
644,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
645,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
646,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
647,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
648,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
649,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
650,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
651,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
652,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
653,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
654,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
655,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
656,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
657,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
658,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
659,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
660,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
661,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
662,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
663,Forest,NULL,Water,Water,Water,Water,Wetland,Water
664,Forest,NULL,Water,Water,Water,Water,Water,Grassland
665,Forest,NULL,Water,Water,Water,Water,Water,Water
666,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
667,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
675,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
676,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
679,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
680,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
681,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
682,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
683,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
684,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
685,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
686,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
687,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
688,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
689,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
690,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
691,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
692,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
693,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
694,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
695,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
696,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Water
697,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
698,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
699,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
700,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
701,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
702,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
703,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
704,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
705,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
706,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
707,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
708,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
709,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
710,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
711,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
712,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
713,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
714,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
715,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
716,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
717,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
718,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
719,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
720,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
721,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
722,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
723,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
724,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
725,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
726,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
727,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
728,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
729,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
730,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
731,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
732,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
733,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
734,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
735,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
736,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
737,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
738,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
739,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
740,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
741,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
742,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
