Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKC_M_R
11325,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
11326,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
11327,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
11328,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11329,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11330,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11331,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
11332,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11333,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11334,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11335,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11336,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11337,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11338,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
11339,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11340,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
11341,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
11342,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11343,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11344,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11345,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
11346,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
11347,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11348,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11349,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11350,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
11351,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
11352,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
11353,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11354,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11355,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11356,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
11357,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11358,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11359,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11360,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
11361,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11362,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11363,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11364,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11365,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
11366,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11367,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11368,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11369,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11370,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11371,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Bareland
11372,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
11373,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11374,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11375,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11376,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11377,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11378,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11379,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11380,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11381,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11382,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11383,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11384,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11386,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
11388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11390,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11391,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
11392,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11393,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
11394,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
11395,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11396,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11397,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11398,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11399,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11400,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11401,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11402,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11403,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11404,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11405,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11406,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11407,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11408,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11409,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11410,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11413,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11414,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11415,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11416,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11417,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11418,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11419,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11420,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11421,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11422,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11423,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11424,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11425,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11426,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11427,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11428,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11429,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11436,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11437,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11438,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11439,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11440,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11441,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11442,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11443,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11444,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11447,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11448,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11449,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
11450,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
11451,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11452,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11453,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11454,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11455,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
11456,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11457,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11459,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11460,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
11461,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11462,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
11464,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
11465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11467,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11468,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11469,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11470,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11471,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11472,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11473,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11474,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11475,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11476,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11478,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11479,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11480,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11490,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11491,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11492,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
11495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11496,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
11497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
11500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
11501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11503,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11504,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11505,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11506,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11507,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11508,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11509,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
11511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11512,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11513,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11517,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
11518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
11524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11525,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11526,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11527,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11528,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11529,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11530,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11531,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11532,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11533,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11534,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11535,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11536,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11537,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11538,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11539,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11540,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11541,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11542,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11543,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11544,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11545,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11546,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11547,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11548,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11549,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11550,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11551,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11552,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11553,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11554,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11555,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11556,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11557,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11558,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11559,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11560,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11561,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11562,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11563,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11564,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11565,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11566,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11567,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11568,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11569,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11570,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11571,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11572,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11573,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11574,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11575,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11576,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11577,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11578,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11579,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11580,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11581,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11582,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11583,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11584,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11585,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11586,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11587,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11588,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11589,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11590,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11591,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11592,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11593,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11594,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11595,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11596,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11597,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11598,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11599,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11600,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11601,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11602,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11603,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11604,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11605,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11606,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11607,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11608,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11609,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11610,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11611,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11612,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11613,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11614,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11615,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
11616,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11617,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11618,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
11619,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
11620,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
11621,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11622,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11623,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11624,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11625,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
11626,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11627,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
11628,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11629,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11630,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
