Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYQ_M_R
919,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
920,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
921,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
922,Cropland,Cropland,Grassland,Water,Non_Wetland,Water,Water,Water
923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
925,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
926,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
927,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
928,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
929,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Water
930,Cropland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
931,Cropland,Cropland,Water,NULL,Water,Water,Bareland,Water
932,Cropland,Cropland,Water,NULL,Water,Water,Bareland,Forest
933,Cropland,Cropland,Water,NULL,Water,Water,Forest,Water
934,Cropland,Cropland,Water,Non_Water,Water,Water,Water,Water
935,Cropland,Cropland,Water,Non_Water,Water,Water,Forest,Grassland
936,Cropland,Cropland,Water,Water,Water,Water,Water,Water
937,Cropland,Cropland,Water,Water,Water,Water,Forest,Grassland
938,Cropland,Cropland,Water,Water,Water,Water,Forest,Water
939,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
940,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
941,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
942,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
943,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
944,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
945,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
946,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
947,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
948,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Water
949,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Bareland
950,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
951,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
952,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
953,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
954,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
955,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
956,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
957,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
958,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
959,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
960,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
961,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Forest,Water
962,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Cropland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Bareland
964,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
965,Cropland,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Water
966,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
967,Cropland,Bareland,Water,NULL,Water,Water,Forest,Water
968,Cropland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
969,Cropland,Bareland,Water,Non_Water,Water,Water,Water,Water
970,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
971,Cropland,Bareland,Water,Water,Water,Water,Wetland,Water
972,Cropland,Bareland,Water,Water,Water,Water,Water,Water
973,Cropland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
974,Cropland,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Water
975,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
976,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
977,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
979,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
980,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
981,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
982,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
983,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
984,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
985,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
986,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
987,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
988,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
989,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
990,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
991,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
992,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Cropland,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
994,Cropland,Built-up,Water,Non_Water,Water,Grassland,Water,Forest
995,Cropland,Built-up,Water,Water,Water,Grassland,Water,Water
996,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
997,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
998,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
999,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1000,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1001,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1002,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1003,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1004,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1005,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1008,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1009,Cropland,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Forest
1010,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1011,Cropland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1012,Cropland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1013,Cropland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1014,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1015,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1016,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1019,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1020,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1021,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1023,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1025,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1026,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1028,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1029,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1030,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1031,Cropland,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1032,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1033,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1034,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Bareland
1035,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1037,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1038,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1039,Cropland,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1040,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1041,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1042,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1043,Cropland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1044,Cropland,Water,Water,NULL,Water,Grassland,Forest,Forest
1045,Cropland,Water,Water,NULL,Water,Water,Water,Forest
1046,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1047,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1048,Cropland,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1049,Cropland,Water,Water,Non_Water,Water,Water,Grassland,Water
1050,Cropland,Water,Water,Non_Water,Water,Water,Wetland,Water
1051,Cropland,Water,Water,Non_Water,Water,Water,Water,Grassland
1052,Cropland,Water,Water,Non_Water,Water,Water,Water,Water
1053,Cropland,Water,Water,Non_Water,Water,Water,Forest,Grassland
1054,Cropland,Water,Water,Non_Water,Water,Water,Forest,Water
1055,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1056,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1057,Cropland,Water,Water,Water,Water,Grassland,Water,Water
1058,Cropland,Water,Water,Water,Water,Water,NULL,Water
1059,Cropland,Water,Water,Water,Water,Water,Wetland,Water
1060,Cropland,Water,Water,Water,Water,Water,Water,Grassland
1061,Cropland,Water,Water,Water,Water,Water,Water,Water
1062,Cropland,Water,Water,Water,Water,Water,Forest,Water
1063,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1065,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1066,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1068,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1069,Cropland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1070,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1071,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1072,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1073,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1074,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1075,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1076,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1077,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1078,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1080,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1081,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1082,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1083,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1084,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1086,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1087,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1089,Cropland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1090,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1094,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1096,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1097,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1098,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1099,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
1100,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
1101,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1103,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1104,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1105,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1106,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1107,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1108,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1109,Cropland,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1110,Cropland,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1111,Cropland,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1112,Cropland,Forest,Water,Non_Water,Water,Water,Wetland,Water
1113,Cropland,Forest,Water,Non_Water,Water,Water,Water,Grassland
1114,Cropland,Forest,Water,Non_Water,Water,Water,Forest,Bareland
1115,Cropland,Forest,Water,Water,Water,Water,Wetland,Water
1116,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1119,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1120,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1121,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1122,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1123,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1124,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Cropland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1127,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1128,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1129,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1130,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1131,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1132,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1133,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1136,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1137,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1138,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1139,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1140,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
1141,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1142,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1143,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1144,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1145,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1146,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1147,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1148,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1149,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1150,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1151,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1152,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1153,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1154,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
1155,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1156,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1157,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1158,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1159,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1161,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1162,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
1163,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
1164,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
1165,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
1166,Bareland,NULL,Water,NULL,Water,Water,Grassland,Water
1167,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1168,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Water
1169,Bareland,NULL,Water,Non_Water,Water,Water,Water,Bareland
1170,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
1171,Bareland,NULL,Water,Non_Water,Water,Water,Water,Forest
1172,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1173,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
1174,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
1175,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
1176,Bareland,NULL,Water,Water,Water,Water,Water,Water
1177,Bareland,NULL,Water,Water,Water,Water,Forest,Water
1178,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1179,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1180,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1181,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1182,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1183,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
1184,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1185,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
1186,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1187,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1188,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1189,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1190,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1191,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1192,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1193,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1194,Bareland,Cropland,Water,NULL,Water,Water,Water,Water
1195,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1196,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1197,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1198,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
1199,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Water
1200,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1201,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1202,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1203,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Water
1204,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1205,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
1206,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1207,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1208,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1209,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1210,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1211,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1212,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1213,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1214,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1215,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1216,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1217,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Water
1218,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1220,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1221,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1222,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
1223,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1224,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1225,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1226,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1227,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1228,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1229,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1230,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1231,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Bareland,Forest
1232,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up,Water,Water
1233,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
1234,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1235,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1236,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Water
1237,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1238,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1239,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1240,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1241,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1242,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Water
1243,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
1244,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
1245,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1246,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Water
1247,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Grassland,Bareland
1248,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Grassland,Water
1249,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Bareland
1250,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
1251,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1252,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1253,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1254,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1255,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1256,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1257,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1258,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1259,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
