Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDM_M_R
8274,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8275,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8276,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8277,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8278,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8279,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8280,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8281,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8282,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8283,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8284,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8285,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8286,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8287,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8288,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8289,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8290,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8291,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8292,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8293,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8294,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8295,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8296,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8297,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8298,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8299,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8300,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8301,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8302,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8303,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8304,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8305,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8306,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8307,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8308,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8309,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8310,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8311,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8312,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8313,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8314,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8315,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8316,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8317,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8318,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8319,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8320,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
8321,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8322,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8323,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8324,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8325,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8326,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8327,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8328,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8329,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8330,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8331,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8332,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
8333,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8334,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8335,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8336,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8337,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8338,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8339,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8340,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8341,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8342,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8343,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8344,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8345,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8346,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8347,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8348,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8349,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8350,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8351,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
8352,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8353,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
8354,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
8355,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
8356,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
8357,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
8358,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
8359,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
8360,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
8361,Bareland,Built-up,Water,NULL,Water,Bareland,Forest,Bareland
8362,Bareland,Built-up,Water,NULL,Water,Water,NULL,Cropland
8363,Bareland,Built-up,Water,NULL,Water,Water,NULL,Bareland
8364,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8365,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8366,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8367,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
8368,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8369,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8370,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8371,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8372,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8373,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8374,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8375,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8376,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8377,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
8378,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
8379,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8380,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8381,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
8382,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8383,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8384,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8385,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
8386,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8387,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8388,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
8389,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8390,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8391,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8392,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
8393,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
8394,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
8395,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
8396,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
8397,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
8398,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
8399,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8400,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
8401,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
8402,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
8403,Bareland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
8404,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8405,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
8406,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
8407,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
8408,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
8409,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
8410,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Water
8411,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
8412,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8413,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
8414,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
8415,Bareland,Water,Wetland,Water,Wetland,Forest,Water,Water
8416,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8417,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
8418,Bareland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
8419,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
8420,Bareland,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
8421,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
8422,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
8423,Bareland,Water,Water,Water,Water,NULL,Water,Water
8424,Bareland,Water,Water,Water,Water,Bareland,Water,Water
8425,Bareland,Water,Water,Water,Water,Water,Water,Water
8426,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
8427,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
8428,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8429,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8430,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8431,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8432,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8433,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
8434,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8435,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8436,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8437,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
8438,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8439,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8440,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8441,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8442,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8443,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8444,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8445,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8446,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8447,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8448,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8449,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8450,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8451,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8452,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8453,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8454,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8455,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8456,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8457,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8458,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8459,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8460,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8461,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8462,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8463,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8464,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8465,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8466,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8467,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8468,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8469,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8470,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
8471,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8472,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8473,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
8474,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
8475,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
8476,Bareland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
8477,Bareland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
8478,Bareland,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
8479,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8480,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
8481,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
8482,Bareland,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
8483,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
8484,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8485,Bareland,Forest,Water,NULL,Water,NULL,Built-up,Grassland
8486,Bareland,Forest,Water,NULL,Water,Grassland,Built-up,Grassland
8487,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8488,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8489,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8490,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
8491,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8492,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8493,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8494,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8495,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8496,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8497,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
8498,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8499,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8500,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8501,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8502,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8503,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8504,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8505,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8506,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8507,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8508,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8509,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8510,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8511,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8512,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8513,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8514,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8515,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8516,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8517,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
8518,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8519,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8520,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8521,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
8522,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8523,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8524,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8525,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8526,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8527,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8528,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8529,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8530,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8531,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8532,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8533,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8534,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
8535,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8536,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8537,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8538,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8539,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
8540,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8541,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8542,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8543,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8544,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8545,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8546,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8547,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8548,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8549,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8550,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8551,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8552,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8553,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8554,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
8555,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
8556,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
8557,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8558,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8559,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8560,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8561,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
8562,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8563,Water,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
8564,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
8565,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8566,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8567,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8568,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8569,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8570,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8571,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8572,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8573,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8574,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8575,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8576,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8577,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8578,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8579,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8580,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8581,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
8582,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8583,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8584,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8585,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8586,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8587,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8588,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8589,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8590,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8591,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8592,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8593,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8594,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8595,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8596,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8597,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8598,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8599,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8600,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8601,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
