Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
432,NULL,Water,Bareland,NULL,Non_Wetland,Forest
433,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
434,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
435,NULL,Water,Bareland,Water,Non_Wetland,Water
436,NULL,Water,Bareland,Water,Non_Wetland,Forest
437,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
438,NULL,Water,Built-up,NULL,Non_Wetland,Forest
439,NULL,Water,Built-up,Water,Non_Wetland,Forest
440,NULL,Water,Water,NULL,Water,Grassland
441,NULL,Water,Water,NULL,Water,Bareland
442,NULL,Water,Water,NULL,Water,Water
443,NULL,Water,Water,NULL,Water,Forest
444,NULL,Water,Water,Non_Water,Water,Bareland
445,NULL,Water,Water,Non_Water,Water,Water
446,NULL,Water,Water,Water,Water,Grassland
447,NULL,Water,Water,Water,Water,Bareland
448,NULL,Water,Water,Water,Water,Water
449,NULL,Water,Forest,NULL,Non_Wetland,Grassland
450,NULL,Water,Forest,NULL,Non_Wetland,Cropland
451,NULL,Water,Forest,NULL,Non_Wetland,Bareland
452,NULL,Water,Forest,NULL,Non_Wetland,Built-up
453,NULL,Water,Forest,NULL,Non_Wetland,Water
454,NULL,Water,Forest,NULL,Non_Wetland,Forest
455,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
456,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
457,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
458,NULL,Water,Forest,Water,Non_Wetland,Grassland
459,NULL,Water,Forest,Water,Non_Wetland,Bareland
460,NULL,Water,Forest,Water,Non_Wetland,Water
461,NULL,Water,Forest,Water,Non_Wetland,Forest
462,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
463,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
464,NULL,Forest,NULL,NULL,Non_Wetland,Forest
465,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
467,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
468,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
472,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
473,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
474,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
475,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
476,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
477,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
478,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
479,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
480,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
481,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
482,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
483,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
484,NULL,Forest,Cropland,Water,Non_Wetland,Forest
485,NULL,Forest,Wetland,NULL,Wetland,Forest
486,NULL,Forest,Wetland,Water,Wetland,Water
487,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
488,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
489,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
490,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
491,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
492,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
493,NULL,Forest,Water,Non_Water,Water,Forest
494,NULL,Forest,Water,Water,Water,Forest
495,NULL,Forest,Forest,NULL,Non_Wetland,NULL
496,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
497,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
498,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
499,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
500,NULL,Forest,Forest,NULL,Non_Wetland,Forest
501,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
502,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
503,NULL,Forest,Forest,Water,Non_Wetland,Water
504,NULL,Forest,Forest,Water,Non_Wetland,Forest
505,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
506,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
507,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
508,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
509,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
510,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
511,Grassland,NULL,NULL,Water,Non_Wetland,Bareland
512,Grassland,NULL,NULL,Water,Non_Wetland,Water
513,Grassland,NULL,NULL,Water,Non_Wetland,Forest
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
526,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
527,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
528,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
529,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
530,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
531,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
532,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
533,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
534,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
535,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
536,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
537,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
538,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
539,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
540,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
541,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
542,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
543,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
544,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
545,Grassland,NULL,Grassland,Water,Non_Wetland,Water
546,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
547,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
548,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
549,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
550,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
551,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
552,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
553,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
554,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
555,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
556,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
557,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
558,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
559,Grassland,NULL,Wetland,NULL,Wetland,Grassland
560,Grassland,NULL,Wetland,NULL,Wetland,Cropland
561,Grassland,NULL,Wetland,NULL,Wetland,Forest
562,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
563,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
564,Grassland,NULL,Wetland,Non_Water,Wetland,Water
565,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
566,Grassland,NULL,Wetland,Water,Wetland,Grassland
567,Grassland,NULL,Wetland,Water,Wetland,Cropland
568,Grassland,NULL,Wetland,Water,Wetland,Water
569,Grassland,NULL,Wetland,Water,Wetland,Forest
570,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
571,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
572,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
573,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
574,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
575,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
576,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
577,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
578,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
579,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
580,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
581,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
582,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
583,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
584,Grassland,NULL,Water,NULL,Water,Grassland
585,Grassland,NULL,Water,NULL,Water,Forest
586,Grassland,NULL,Water,Non_Water,Water,Grassland
587,Grassland,NULL,Water,Non_Water,Water,Forest
588,Grassland,NULL,Water,Water,Water,Grassland
589,Grassland,NULL,Water,Water,Water,Cropland
590,Grassland,NULL,Water,Water,Water,Bareland
591,Grassland,NULL,Water,Water,Water,Water
592,Grassland,NULL,Water,Water,Water,Forest
593,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
594,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
595,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
596,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
597,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
598,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
599,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
600,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
601,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
602,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
603,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
604,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
605,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
606,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
607,Grassland,NULL,Forest,Water,Non_Wetland,Water
608,Grassland,NULL,Forest,Water,Non_Wetland,Forest
609,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
610,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
611,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
619,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
620,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
621,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
622,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
623,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL
624,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
625,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
626,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
627,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
628,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
629,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
630,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
631,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
632,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
633,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water
634,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
635,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
636,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
637,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
638,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
639,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
640,Grassland,Cropland,Grassland,Water,Non_Wetland,Water
641,Grassland,Cropland,Grassland,Water,Non_Wetland,Forest
642,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
643,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
644,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
645,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
646,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
647,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
648,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
649,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
650,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
651,Grassland,Cropland,Wetland,NULL,Wetland,Forest
652,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
653,Grassland,Cropland,Wetland,Non_Water,Wetland,Water
654,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
655,Grassland,Cropland,Wetland,Water,Wetland,Grassland
656,Grassland,Cropland,Wetland,Water,Wetland,Water
657,Grassland,Cropland,Wetland,Water,Wetland,Forest
658,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
659,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
660,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
661,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
662,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
663,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
664,Grassland,Cropland,Water,NULL,Water,Water
665,Grassland,Cropland,Water,NULL,Water,Forest
666,Grassland,Cropland,Water,Non_Water,Water,Grassland
667,Grassland,Cropland,Water,Water,Water,Grassland
668,Grassland,Cropland,Water,Water,Water,Cropland
669,Grassland,Cropland,Water,Water,Water,Bareland
670,Grassland,Cropland,Water,Water,Water,Water
671,Grassland,Cropland,Water,Water,Water,Forest
672,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
673,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
674,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
675,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
676,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
677,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
678,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
679,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
680,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
681,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
682,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
683,Grassland,Cropland,Forest,Water,Non_Wetland,Water
684,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
685,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
686,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
687,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
688,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
689,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
690,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
691,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
692,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
693,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
694,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
695,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
696,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
697,Grassland,Wetland,Wetland,NULL,Wetland,Forest
698,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
699,Grassland,Wetland,Wetland,Water,Wetland,Grassland
700,Grassland,Wetland,Wetland,Water,Wetland,Cropland
701,Grassland,Wetland,Wetland,Water,Wetland,Water
702,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
703,Grassland,Wetland,Water,NULL,Water,Grassland
704,Grassland,Wetland,Water,NULL,Water,Forest
705,Grassland,Wetland,Water,Water,Water,Grassland
706,Grassland,Wetland,Water,Water,Water,Water
707,Grassland,Wetland,Water,Water,Water,Forest
708,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
709,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
710,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
711,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
712,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
713,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
714,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
715,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
716,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
717,Grassland,Bareland,Shrubland,Water,Non_Wetland,Bareland
718,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
719,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
720,Grassland,Bareland,Wetland,Water,Wetland,Water
721,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
722,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
723,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
724,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
725,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
726,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
727,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
728,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
729,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
730,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
731,Grassland,Built-up,Shrubland,Water,Non_Wetland,Grassland
732,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
733,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
734,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
735,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
736,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
737,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
738,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
739,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
740,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
741,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
742,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
743,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
744,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
745,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
746,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
747,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
748,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
749,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
750,Grassland,Built-up,Water,NULL,Water,Grassland
751,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
752,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
753,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
754,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
755,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
756,Grassland,Water,NULL,NULL,Non_Wetland,Water
757,Grassland,Water,NULL,NULL,Non_Wetland,Forest
758,Grassland,Water,NULL,Non_Water,Non_Wetland,Water
759,Grassland,Water,NULL,Water,Non_Wetland,Grassland
760,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
761,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
762,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
763,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
764,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
765,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
766,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
767,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
768,Grassland,Water,Shrubland,Water,Non_Wetland,Water
769,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
770,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
771,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
772,Grassland,Water,Grassland,NULL,Non_Wetland,Water
773,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
774,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
775,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
776,Grassland,Water,Grassland,Water,Non_Wetland,Water
777,Grassland,Water,Grassland,Water,Non_Wetland,Forest
778,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
779,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
780,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
781,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
782,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
783,Grassland,Water,Wetland,NULL,Wetland,Grassland
784,Grassland,Water,Wetland,NULL,Wetland,Forest
785,Grassland,Water,Wetland,Water,Wetland,Grassland
786,Grassland,Water,Wetland,Water,Wetland,Water
787,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
788,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
789,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
790,Grassland,Water,Water,NULL,Water,Grassland
791,Grassland,Water,Water,NULL,Water,Forest
792,Grassland,Water,Water,Water,Water,Grassland
793,Grassland,Water,Water,Water,Water,Water
794,Grassland,Water,Water,Water,Water,Forest
795,Grassland,Water,Forest,NULL,Non_Wetland,NULL
796,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
797,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
798,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
799,Grassland,Water,Forest,NULL,Non_Wetland,Water
800,Grassland,Water,Forest,NULL,Non_Wetland,Forest
801,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
802,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
803,Grassland,Water,Forest,Water,Non_Wetland,Grassland
804,Grassland,Water,Forest,Water,Non_Wetland,Water
805,Grassland,Water,Forest,Water,Non_Wetland,Forest
806,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
807,Grassland,Forest,NULL,NULL,Non_Wetland,Water
808,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
809,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
810,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
811,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
812,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
813,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
814,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
815,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
816,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
817,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
818,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
819,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
820,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
821,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
822,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
823,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
824,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
825,Grassland,Forest,Grassland,NULL,Non_Wetland,Water
826,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
827,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL
828,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
829,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
830,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
831,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
832,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
833,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
834,Grassland,Forest,Wetland,NULL,Wetland,Cropland
835,Grassland,Forest,Wetland,NULL,Wetland,Forest
836,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
837,Grassland,Forest,Wetland,Non_Water,Wetland,Water
838,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
839,Grassland,Forest,Wetland,Water,Wetland,Water
840,Grassland,Forest,Wetland,Water,Wetland,Forest
841,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
842,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
843,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
844,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
845,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
846,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
847,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
848,Grassland,Forest,Water,NULL,Water,Grassland
849,Grassland,Forest,Water,NULL,Water,Water
850,Grassland,Forest,Water,NULL,Water,Forest
851,Grassland,Forest,Water,Non_Water,Water,Grassland
852,Grassland,Forest,Water,Water,Water,Grassland
853,Grassland,Forest,Water,Water,Water,Water
854,Grassland,Forest,Water,Water,Water,Forest
855,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
856,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
857,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
858,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
859,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
860,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
861,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
862,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
863,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
864,Grassland,Forest,Forest,Water,Non_Wetland,Forest
865,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
866,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
867,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
