Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R
780,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
781,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
782,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
783,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
784,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
785,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
786,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
787,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
788,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
789,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
790,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
791,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
792,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
793,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
794,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
795,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
796,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
797,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
798,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
799,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
800,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
801,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
802,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
803,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
804,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
805,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
806,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
807,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
808,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
809,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
810,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
811,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
812,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
813,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
814,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
815,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
816,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
817,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
818,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
819,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
820,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
821,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
822,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
823,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
824,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
825,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
826,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
827,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
828,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
829,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
830,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
831,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
832,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
833,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
834,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
835,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
836,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
837,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
838,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
839,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
840,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
841,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
842,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
843,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
844,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
845,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
846,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
847,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
848,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
849,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
850,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
851,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
852,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
853,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
854,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
855,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
856,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
857,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
858,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
859,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
860,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
861,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
862,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
863,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
864,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
865,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
866,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
867,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
868,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
869,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
870,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
871,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
872,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
873,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
874,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
875,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
876,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
877,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
878,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
879,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
880,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
881,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
882,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
883,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
884,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
885,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
886,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
887,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
888,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
889,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
890,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
891,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
892,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
893,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
894,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
895,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
896,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
897,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
898,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
899,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
900,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
901,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
902,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
903,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
904,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
905,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
906,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
907,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
908,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
909,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
910,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
911,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
912,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
913,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
914,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
915,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
916,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
917,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
918,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
919,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
920,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
921,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
922,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
923,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
924,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
925,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
926,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
927,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
928,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
929,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
930,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
931,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
932,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
933,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
934,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
935,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
936,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
937,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
938,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
939,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
940,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
941,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
942,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
943,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
944,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
945,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
946,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
947,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
948,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
949,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
950,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
951,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
952,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
953,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
954,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
955,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
956,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
957,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
958,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
959,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
960,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
961,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
962,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
963,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
964,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
965,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
966,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
967,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
968,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
969,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
970,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
971,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
972,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
973,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
974,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
975,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
976,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
977,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
978,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
979,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
980,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
981,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
982,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
983,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
984,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
985,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
986,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
987,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
988,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
989,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
990,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
991,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
992,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
993,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
994,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
995,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
996,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
997,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
998,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
999,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1000,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1001,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1002,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1003,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1004,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1005,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1006,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1007,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1008,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1009,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1010,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1011,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1012,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1013,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1014,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1015,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1016,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1017,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1018,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1019,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1020,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1021,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1022,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1023,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1024,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1025,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1026,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1027,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1028,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1029,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1030,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1031,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1032,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1033,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1034,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1035,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1036,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1037,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1038,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1039,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1040,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1041,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1042,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1043,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1044,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1045,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1046,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1047,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1048,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1049,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1050,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1051,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1052,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
1053,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1054,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1055,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1056,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1057,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1058,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1059,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1060,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1062,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1063,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1064,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1065,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1066,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1067,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1068,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1069,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1070,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1071,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1072,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1073,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1074,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1075,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1076,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1077,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1078,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1079,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1080,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1081,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1082,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1083,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1084,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1085,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1086,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1087,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1088,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1089,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1090,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1091,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1092,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1093,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1094,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1095,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1096,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1097,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1098,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1099,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1100,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1101,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1102,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1103,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1104,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
