Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFU_M_R
327,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
328,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
329,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
330,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
331,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
332,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
333,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
335,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
336,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
337,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
338,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
339,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
340,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
341,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
345,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
347,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
348,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
349,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
350,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
352,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
353,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
355,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
358,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
361,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
365,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
366,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
368,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
369,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
370,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
371,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
372,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
373,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
374,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
375,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
376,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
377,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
378,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
379,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
380,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
381,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
382,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
383,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
385,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
387,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
389,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
390,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
391,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
392,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
393,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
394,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
395,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
396,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
400,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
401,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
405,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
406,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
407,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
408,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
409,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
410,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
411,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
412,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
413,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
414,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
415,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
416,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
418,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
420,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
421,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
422,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
424,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
425,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
426,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
427,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
428,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
429,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
430,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
431,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
432,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
433,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
435,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
436,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
437,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
438,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
439,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
440,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
441,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
442,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
443,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
444,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
445,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
446,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
447,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
448,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
449,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
450,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
451,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
452,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
455,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
456,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
457,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
458,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
459,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
461,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
463,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
464,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
465,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
466,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
469,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
470,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
471,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
472,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
473,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
476,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
477,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
478,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
479,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
480,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
481,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
482,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
483,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
484,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
485,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
486,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
487,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
488,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
491,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
492,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
493,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
494,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
495,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
497,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
498,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
499,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
500,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
501,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
502,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
503,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
504,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
505,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
506,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
508,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
509,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
510,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
511,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
512,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
513,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
514,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
515,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
516,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
517,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
519,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
520,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
521,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
522,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
523,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
525,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
526,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
527,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
529,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
530,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
531,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
532,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
533,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
534,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
538,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
539,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
540,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
541,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
542,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
543,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
544,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
545,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
546,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
547,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
548,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
549,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
550,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
551,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
552,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
553,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
555,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
557,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
560,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
561,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
562,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
563,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
564,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
565,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
566,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
568,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
569,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
570,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
571,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
572,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
573,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
574,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
575,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
576,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
577,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
578,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
579,Wetland,Water,Water,Water,Water,NULL,NULL,Water
580,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
581,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
582,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
584,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
585,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
586,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
587,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
588,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
589,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
591,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
592,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
593,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
594,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
596,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
599,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
600,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
601,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
602,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
603,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
604,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
605,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
606,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
608,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
609,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
610,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
611,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
614,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
615,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
616,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
617,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
618,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
619,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Wetland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
621,Wetland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
622,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
623,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
624,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
625,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
626,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
627,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
628,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
629,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
631,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
632,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
633,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
634,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
637,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
638,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
639,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
640,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
641,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
642,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
648,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
649,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
651,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
652,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
654,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
656,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
657,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
658,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
659,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
660,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
662,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
663,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
664,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
666,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
667,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
