Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVM_M_R
12829,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12830,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12831,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12832,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12833,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
12834,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12835,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12836,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12837,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12838,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12839,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12840,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12841,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12842,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12843,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12844,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12845,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12846,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12847,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12848,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12849,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12850,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12851,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12852,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12853,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
12854,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12855,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12856,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12857,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12858,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12859,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12860,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12861,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12862,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12863,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12864,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12865,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
12866,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest,Grassland
12867,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest,Cropland
12868,Wetland,Forest,Forest,Water,Non_Wetland,Forest,Forest,Wetland
12869,Wetland,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
12870,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12871,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12872,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12873,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
12874,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12875,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12876,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12877,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12878,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12879,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12880,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
12881,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12882,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12883,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
12884,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
12885,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
12886,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12887,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12888,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12889,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12890,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12891,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12892,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12893,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12894,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12895,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12896,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12897,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12898,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12899,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12900,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12901,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12902,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12903,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12904,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12905,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12906,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12907,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12908,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12909,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12910,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12911,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12912,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
12913,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
12914,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12915,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12916,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12917,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12918,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12919,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12920,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12921,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12922,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12923,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12924,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
12925,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12926,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
12927,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12928,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
12929,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12930,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
12931,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
12932,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
12933,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12934,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12935,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12936,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12937,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
12938,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12939,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12940,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12941,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12942,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12943,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12944,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12945,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12946,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12947,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12948,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12949,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12950,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12951,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12952,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12953,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12954,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12955,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12956,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12957,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
12958,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12959,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
12960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
12982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12984,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12985,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12986,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12987,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12988,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12989,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12990,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12991,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12992,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12993,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12994,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12995,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12996,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12997,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12998,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12999,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13000,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13001,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13002,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13003,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13004,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13005,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13006,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13007,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
13008,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
13009,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
13010,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
13011,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13012,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
13013,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13014,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13015,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
13016,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13017,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
13018,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
13019,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13020,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13021,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13022,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13023,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13024,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13025,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13026,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13027,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13028,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13029,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13030,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13031,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13032,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13033,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
13034,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13035,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13036,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13037,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13038,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
13039,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13040,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13041,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13042,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13043,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13044,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13045,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13046,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13047,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13048,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13049,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13050,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13051,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13052,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13053,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13054,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13055,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13056,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13057,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13058,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13059,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13060,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13061,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13062,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13063,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13064,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13065,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13066,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13067,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13068,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13069,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
13070,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13071,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13072,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13073,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13074,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13075,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13076,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13077,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13078,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13079,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13080,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13081,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13082,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13083,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13084,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13085,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13086,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13087,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13088,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13089,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
13090,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13091,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13092,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13093,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13094,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13095,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13096,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13097,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13098,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13099,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13100,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13101,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
13102,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13103,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13104,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13105,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13106,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13107,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13108,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13109,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13110,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13111,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
13112,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13113,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13114,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13115,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13116,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13117,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13118,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13119,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13120,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13121,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13122,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13123,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13124,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13125,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13126,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13127,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13128,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13129,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13130,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13131,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
13132,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13133,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13134,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13135,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
13136,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13137,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13138,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
13139,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13140,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
13141,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13142,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13143,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13144,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
13145,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
