Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
15405,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15406,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
15407,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
15408,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
15409,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15410,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
15411,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
15412,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
15413,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
15414,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
15415,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
15416,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
15417,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
15418,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
15419,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
15420,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
15421,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
15422,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
15423,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
15424,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
15425,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
15426,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
15427,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
15428,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
15429,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
15430,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
15431,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
15432,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
15433,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15434,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
15435,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
15436,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
15437,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
15438,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
15439,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15440,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
15441,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15442,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
15443,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Cropland
15444,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
15445,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Water
15446,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
15447,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Built-up,Wetland
15448,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
15449,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
15450,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Cropland
15451,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15452,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
15453,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
15454,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
15455,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
15456,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
15457,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15458,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
15459,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15460,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
15461,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
15462,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
15463,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
15464,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
15465,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
15466,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
15467,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
15468,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
15469,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
15470,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
15471,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
15472,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
15473,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
15474,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
15475,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
15476,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
15477,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
15478,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
15479,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
15480,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
15481,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
15482,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
15483,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
15484,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
15485,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
15486,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,NULL
15487,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
15488,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Cropland
15489,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Wetland
15490,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
15491,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Water
15492,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
15493,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
15494,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
15495,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
15496,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
15497,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
15498,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
15499,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
15500,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
15501,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
15502,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
15503,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
15504,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
15505,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Cropland
15506,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
15507,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Bareland
15508,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
15509,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
15510,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
15511,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
15512,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
15513,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
15514,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
15515,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
15516,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
15517,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
15518,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
15519,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
15520,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
15521,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
15522,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
15523,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
15524,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
15525,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
15526,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
15527,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
15528,Wetland,NULL,Wetland,Water,Wetland,Built-up,Bareland,Grassland
15529,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
15530,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
15531,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
15532,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
15533,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
15534,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Cropland
15535,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
15536,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
15537,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
15538,Wetland,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
15539,Wetland,NULL,Wetland,Water,Wetland,Water,Bareland,Cropland
15540,Wetland,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
15541,Wetland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
15542,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
15543,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
15544,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
15545,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
15546,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
15547,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
15548,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Cropland
15549,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
15550,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
15551,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
15552,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
15553,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Cropland
15554,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
15555,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
15556,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
15557,Wetland,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
15558,Wetland,NULL,Wetland,Water,Wetland,Forest,Bareland,Grassland
15559,Wetland,NULL,Wetland,Water,Wetland,Forest,Bareland,Cropland
15560,Wetland,NULL,Wetland,Water,Wetland,Forest,Bareland,Wetland
15561,Wetland,NULL,Wetland,Water,Wetland,Forest,Bareland,Forest
15562,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
15563,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Cropland
15564,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
15565,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Water
15566,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Forest
15567,Wetland,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
15568,Wetland,NULL,Wetland,Water,Wetland,Forest,Forest,Cropland
15569,Wetland,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
15570,Wetland,NULL,Wetland,Water,Wetland,Forest,Forest,Water
15571,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15572,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15573,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
15574,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
15575,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Wetland
15576,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
15577,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
15578,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15579,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15580,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
15581,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15582,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15583,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15584,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
15585,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15586,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
15587,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
15588,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15589,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
15590,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15591,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15592,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
15593,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
15594,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15595,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15596,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
15597,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
15598,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
15599,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
15600,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
15601,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15602,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
15603,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
15604,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
15605,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Wetland
15606,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
15607,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Bareland
15608,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
15609,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Cropland
15610,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15611,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15612,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
15613,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15614,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
15615,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15616,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15617,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15618,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
15619,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15620,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15621,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15622,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15623,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Water
15624,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15625,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15626,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,NULL
15627,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
15628,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
15629,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15630,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
15631,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
15632,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
15633,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
15634,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
15635,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15636,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15637,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15638,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
15639,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15640,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
15641,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Wetland
15642,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
15643,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15644,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Cropland
15645,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
15646,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
15647,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
15648,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
15649,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
15650,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
15651,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
15652,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
15653,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
15654,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
15655,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
15656,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Cropland
15657,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
15658,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
15659,Wetland,NULL,Bareland,Water,Non_Wetland,Forest,Bareland,Water
15660,Wetland,NULL,Bareland,Water,Non_Wetland,Forest,Water,Grassland
15661,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
15662,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15663,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15664,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15665,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Wetland
15666,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Wetland
15667,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
15668,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
15669,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15670,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
15671,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15672,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15673,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15674,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15675,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
15676,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
15677,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
15678,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15679,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
15680,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15681,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15682,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
15683,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
15684,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15685,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
15686,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
15687,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
15688,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
15689,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
15690,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Forest
15691,Wetland,NULL,Built-up,Water,Non_Wetland,Shrubland,Bareland,Grassland
15692,Wetland,NULL,Built-up,Water,Non_Wetland,Shrubland,Bareland,Cropland
15693,Wetland,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Wetland
15694,Wetland,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Bareland
15695,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
15696,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
15697,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
15698,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Cropland
15699,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
15700,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
15701,Wetland,NULL,Water,NULL,Water,NULL,Water,Grassland
15702,Wetland,NULL,Water,NULL,Water,NULL,Water,Wetland
15703,Wetland,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
15704,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
15705,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
15706,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
15707,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
15708,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Wetland
15709,Wetland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
15710,Wetland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
15711,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
15712,Wetland,NULL,Water,NULL,Water,Water,NULL,Grassland
15713,Wetland,NULL,Water,NULL,Water,Forest,NULL,Grassland
15714,Wetland,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
15715,Wetland,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
15716,Wetland,NULL,Water,NULL,Water,Forest,Shrubland,Water
15717,Wetland,NULL,Water,NULL,Water,Forest,Water,Grassland
15718,Wetland,NULL,Water,NULL,Water,Forest,Forest,Water
15719,Wetland,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
15720,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
15721,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
15722,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
15723,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Water
15724,Wetland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
15725,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
15726,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
15727,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
15728,Wetland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
15729,Wetland,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
15730,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
15731,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Water
15732,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
15733,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
15734,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
15735,Wetland,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
15736,Wetland,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
15737,Wetland,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
15738,Wetland,NULL,Water,Non_Water,Water,Forest,Shrubland,Cropland
15739,Wetland,NULL,Water,Non_Water,Water,Forest,Water,Wetland
15740,Wetland,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
15741,Wetland,NULL,Water,Water,NULL,NULL,Water,Wetland
15742,Wetland,NULL,Water,Water,NULL,Forest,Water,Wetland
15743,Wetland,NULL,Water,Water,Water,NULL,Shrubland,Grassland
15744,Wetland,NULL,Water,Water,Water,NULL,Water,Grassland
