Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
14423,Water,Water,Water,Water,Water,Bareland,Water,Wetland
14424,Water,Water,Water,Water,Water,Bareland,Water,Bareland
14425,Water,Water,Water,Water,Water,Bareland,Water,Water
14426,Water,Water,Water,Water,Water,Built-up,Water,Water
14427,Water,Water,Water,Water,Water,Water,NULL,Grassland
14428,Water,Water,Water,Water,Water,Water,NULL,Wetland
14429,Water,Water,Water,Water,Water,Water,NULL,Water
14430,Water,Water,Water,Water,Water,Water,NULL,Forest
14431,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
14432,Water,Water,Water,Water,Water,Water,Shrubland,Bareland
14433,Water,Water,Water,Water,Water,Water,Shrubland,Water
14434,Water,Water,Water,Water,Water,Water,Shrubland,Forest
14435,Water,Water,Water,Water,Water,Water,Grassland,Water
14436,Water,Water,Water,Water,Water,Water,Wetland,Grassland
14437,Water,Water,Water,Water,Water,Water,Built-up,Water
14438,Water,Water,Water,Water,Water,Water,Water,NULL
14439,Water,Water,Water,Water,Water,Water,Water,Grassland
14440,Water,Water,Water,Water,Water,Water,Water,Cropland
14441,Water,Water,Water,Water,Water,Water,Water,Wetland
14442,Water,Water,Water,Water,Water,Water,Water,Bareland
14443,Water,Water,Water,Water,Water,Water,Water,Water
14444,Water,Water,Water,Water,Water,Water,Water,Forest
14445,Water,Water,Water,Water,Water,Water,Forest,Cropland
14446,Water,Water,Water,Water,Water,Water,Forest,Wetland
14447,Water,Water,Water,Water,Water,Water,Forest,Water
14448,Water,Water,Water,Water,Water,Water,Forest,Forest
14449,Water,Water,Water,Water,Water,Forest,NULL,Water
14450,Water,Water,Water,Water,Water,Forest,Shrubland,Water
14451,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
14452,Water,Water,Water,Water,Water,Forest,Water,Grassland
14453,Water,Water,Water,Water,Water,Forest,Water,Wetland
14454,Water,Water,Water,Water,Water,Forest,Water,Water
14455,Water,Water,Water,Water,Water,Forest,Water,Forest
14456,Water,Water,Water,Water,Water,Forest,Forest,Grassland
14457,Water,Water,Water,Water,Water,Forest,Forest,Cropland
14458,Water,Water,Water,Water,Water,Forest,Forest,Wetland
14459,Water,Water,Water,Water,Water,Forest,Forest,Water
14460,Water,Water,Water,Water,Water,Forest,Forest,Forest
14461,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14462,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
14463,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14464,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
14465,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
14466,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
14467,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14468,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14469,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14470,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14471,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14472,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14473,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14474,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
14475,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14476,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14477,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
14478,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
14479,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
14480,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14481,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14482,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
14483,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14484,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14485,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
14486,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14487,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
14488,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
14489,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14490,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
14491,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14492,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14493,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14494,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14495,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
14496,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
14497,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14498,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
14499,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
14500,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
14501,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14502,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
14503,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
14504,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14505,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
14506,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
14507,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
14508,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
14509,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14510,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
14511,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
14512,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
14513,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
14514,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
14515,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
14516,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
14517,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14518,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
14519,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
14520,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
14521,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
14522,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14523,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
14524,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14525,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14526,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
14527,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
14528,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
14529,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14530,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14531,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
14532,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14533,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
14534,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14535,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14536,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
14537,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14538,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
14539,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
14540,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
14541,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
14542,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14543,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14544,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14545,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14546,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
14547,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14548,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
14549,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
14550,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
14551,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
14552,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14553,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
14554,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
14555,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
14556,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14557,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14558,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
14559,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
14560,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14561,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
14562,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
14563,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
14564,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
14565,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
14566,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14567,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
14568,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14569,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
14570,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14571,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
14572,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14573,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
14574,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
14575,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14576,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
14577,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
14578,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,NULL
14579,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
14580,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
14581,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
14582,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
14583,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
14584,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
14585,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
14586,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
14587,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
14588,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
14589,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
14590,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
14591,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
14592,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
14593,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
14594,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14595,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
14596,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
14597,Water,Forest,NULL,Water,Non_Wetland,Water,Forest,Wetland
14598,Water,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
14599,Water,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
14600,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14601,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14602,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
14603,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14604,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14605,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
14606,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14607,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14608,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14609,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
14610,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
14611,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14612,Water,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
14613,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14614,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14615,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14616,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14617,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
14618,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14619,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
14620,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14621,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
14622,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14623,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
14624,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
14625,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14626,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14627,Water,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
14628,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Water
14629,Water,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
14630,Water,Forest,Water,Non_Water,Water,Water,Forest,Water
14631,Water,Forest,Water,Non_Water,Water,Forest,NULL,Forest
14632,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
14633,Water,Forest,Water,Non_Water,Water,Forest,Forest,Forest
14634,Water,Forest,Water,Water,Water,Shrubland,Water,Forest
14635,Water,Forest,Water,Water,Water,Water,Forest,Forest
14636,Water,Forest,Water,Water,Water,Forest,Water,Water
14637,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
14638,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14639,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
14640,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
14641,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
14642,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
14643,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14644,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
14645,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14646,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14647,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14648,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14649,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14650,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14651,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14652,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
14653,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14654,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
14655,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14656,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14657,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14658,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14659,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14660,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14661,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14662,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14663,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14664,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14665,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14666,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14667,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14668,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14669,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14670,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14671,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14672,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14673,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14674,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14675,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14676,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14677,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14678,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14679,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14680,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14681,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14682,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14683,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14684,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14685,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14686,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14687,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14688,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14689,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14690,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14691,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14692,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14693,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14694,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14695,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14696,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14697,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14698,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14699,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14700,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14701,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14702,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14703,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14704,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14705,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14706,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14707,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14708,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14709,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14710,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14711,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
14712,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Built-up,Grassland,Bareland
14713,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14714,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14715,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14716,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14717,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14718,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14719,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14720,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14721,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14722,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
14723,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14724,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14725,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14726,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14727,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14728,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14729,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14730,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14731,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14732,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14733,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14734,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14735,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14736,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14737,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14738,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14739,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14740,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14741,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14742,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14743,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14744,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14745,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14746,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14747,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14748,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14749,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14750,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
