Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRN_M_R
324,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
325,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
326,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
327,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
328,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
329,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
330,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
331,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
332,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
333,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
334,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
335,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
336,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
337,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
338,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
339,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
340,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
341,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
342,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
343,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
344,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
345,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
346,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
347,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
348,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
350,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
351,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
352,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
353,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
354,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
355,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
356,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
357,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
359,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
360,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
362,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
363,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
364,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
365,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
366,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
367,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
368,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
369,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
370,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
371,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
373,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
374,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
375,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
376,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
377,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
378,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
380,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
381,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
382,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
383,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
384,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
387,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
392,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
394,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
396,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
397,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
400,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
401,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
403,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
404,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
405,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
406,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
407,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
408,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
410,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
411,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
412,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
413,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
414,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
415,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
416,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
418,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
419,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
420,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
421,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
422,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
423,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
424,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
426,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
427,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
428,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
429,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
430,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
431,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
432,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
433,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
434,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
435,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
436,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
438,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
440,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
441,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
442,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
443,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
445,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
446,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
447,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
448,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
450,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
451,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
452,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
453,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
454,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
455,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
456,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
457,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
458,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
462,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
464,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
465,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
466,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
467,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
469,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
470,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
471,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
472,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
480,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
481,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
482,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
484,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
485,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
486,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
487,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
488,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
489,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
490,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
491,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
496,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
497,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
498,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
500,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
501,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
502,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
503,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
504,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
505,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
506,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
507,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
508,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
509,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
510,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
511,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
512,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
513,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
514,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
515,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
516,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
517,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
518,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
519,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
520,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
521,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
522,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
523,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
524,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
525,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
526,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
527,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
528,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
529,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
530,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
531,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
532,Water,Water,Wetland,Water,Wetland,Water,Water,Water
533,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
534,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
535,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
536,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
537,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
538,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
539,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
540,Water,Water,Water,NULL,Water,Bareland,Water,Water
541,Water,Water,Water,NULL,Water,Water,Wetland,Water
542,Water,Water,Water,NULL,Water,Water,Wetland,Forest
543,Water,Water,Water,NULL,Water,Water,Water,Water
544,Water,Water,Water,NULL,Water,Water,Water,Forest
545,Water,Water,Water,NULL,Water,Water,Forest,Water
546,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
547,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
548,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
549,Water,Water,Water,Non_Water,Water,Water,Water,Water
550,Water,Water,Water,Non_Water,Water,Water,Water,Forest
551,Water,Water,Water,Non_Water,Water,Water,Forest,Water
552,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
553,Water,Water,Water,Water,Water,Bareland,Water,Wetland
554,Water,Water,Water,Water,Water,Bareland,Water,Forest
555,Water,Water,Water,Water,Water,Water,Wetland,Water
556,Water,Water,Water,Water,Water,Water,Wetland,Forest
557,Water,Water,Water,Water,Water,Water,Water,Wetland
558,Water,Water,Water,Water,Water,Water,Water,Bareland
559,Water,Water,Water,Water,Water,Water,Water,Water
560,Water,Water,Water,Water,Water,Water,Water,Forest
561,Water,Water,Water,Water,Water,Water,Forest,Water
562,Water,Water,Water,Water,Water,Water,Forest,Forest
563,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
564,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
565,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
566,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
567,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
568,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
569,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
570,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
571,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
572,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
573,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
574,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
575,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
576,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
577,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
578,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
579,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
580,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
581,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
582,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
583,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
584,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
585,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
586,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
587,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
588,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
589,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
590,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
591,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
592,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
593,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
594,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
595,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
596,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
597,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
598,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
599,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
600,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
601,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
602,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
603,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
605,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
606,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
607,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
608,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
609,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
610,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
611,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
612,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
613,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
614,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
615,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
616,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
617,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
618,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
619,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
620,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
622,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
623,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
624,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
625,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
626,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
627,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
628,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
629,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
630,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
631,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
632,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
633,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
634,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
635,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
636,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
637,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
638,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
639,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
640,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
641,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
642,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
643,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
644,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
645,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
646,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
647,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
648,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
649,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
650,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
651,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
659,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
664,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
665,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
