Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
1308,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,NULL
1309,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1310,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
1311,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1312,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1313,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
1314,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1315,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
1316,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Grassland,Grassland
1317,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Grassland,Forest
1318,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Wetland,Grassland
1319,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,NULL
1320,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
1321,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Wetland
1322,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
1323,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,NULL
1324,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1325,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1326,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Built-up,Grassland
1327,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Built-up,Built-up
1328,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1329,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1330,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
1331,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1332,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1333,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1334,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1335,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
1336,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1337,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
1338,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
1339,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1340,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1341,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
1342,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1343,NULL,NULL,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
1344,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1345,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
1346,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1347,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
1348,NULL,NULL,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
1349,NULL,NULL,Built-up,Water,Non_Wetland,Forest,Bareland,Grassland
1350,NULL,NULL,Water,NULL,Water,NULL,Grassland,Wetland
1351,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1352,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1353,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
1354,NULL,NULL,Water,NULL,Water,NULL,Wetland,Forest
1355,NULL,NULL,Water,NULL,Water,NULL,Water,Forest
1356,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1357,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
1358,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1359,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1360,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1361,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1362,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1363,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1364,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1365,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
1366,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1367,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1368,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1369,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
1370,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
1371,NULL,NULL,Water,NULL,Water,Grassland,Forest,Wetland
1372,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Grassland
1373,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1374,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1375,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1376,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1377,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1378,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1379,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1380,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
1381,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1382,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Bareland
1383,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1384,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
1385,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
1386,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
1387,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
1388,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1389,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1390,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1391,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
1392,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1393,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1394,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
1395,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
1396,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1397,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
1398,NULL,NULL,Water,NULL,Water,Water,Wetland,NULL
1399,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
1400,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
1401,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
1402,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
1403,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1404,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1405,NULL,NULL,Water,NULL,Water,Water,Water,Water
1406,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1407,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
1408,NULL,NULL,Water,NULL,Water,Water,Forest,Wetland
1409,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
1410,NULL,NULL,Water,NULL,Water,Forest,Wetland,Wetland
1411,NULL,NULL,Water,NULL,Water,Forest,Wetland,Forest
1412,NULL,NULL,Water,NULL,Water,Forest,Water,NULL
1413,NULL,NULL,Water,NULL,Water,Forest,Water,Forest
1414,NULL,NULL,Water,NULL,Water,Forest,Forest,Forest
1415,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,NULL
1416,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
1417,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
1418,NULL,NULL,Water,Non_Water,Water,NULL,Water,Wetland
1419,NULL,NULL,Water,Non_Water,Water,NULL,Water,Forest
1420,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1421,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1422,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1423,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1424,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1425,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1426,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
1427,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1428,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1429,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
1430,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1431,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1432,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1433,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1434,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1435,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1436,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
1437,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1438,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1439,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
1440,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
1441,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1442,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1443,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1444,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1445,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
1446,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1447,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
1448,NULL,NULL,Water,Non_Water,Water,Water,Forest,Wetland
1449,NULL,NULL,Water,Non_Water,Water,Forest,Wetland,Grassland
1450,NULL,NULL,Water,Non_Water,Water,Forest,Wetland,Wetland
1451,NULL,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
1452,NULL,NULL,Water,Non_Water,Water,Forest,Water,Forest
1453,NULL,NULL,Water,Water,Water,NULL,Grassland,Wetland
1454,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1455,NULL,NULL,Water,Water,Water,NULL,Grassland,Forest
1456,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
1457,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
1458,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
1459,NULL,NULL,Water,Water,Water,NULL,Wetland,Forest
1460,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1461,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
1462,NULL,NULL,Water,Water,Water,NULL,Water,Water
1463,NULL,NULL,Water,Water,Water,NULL,Water,Forest
1464,NULL,NULL,Water,Water,Water,NULL,Forest,Grassland
1465,NULL,NULL,Water,Water,Water,NULL,Forest,Wetland
1466,NULL,NULL,Water,Water,Water,NULL,Forest,Forest
1467,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1468,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1469,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1470,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
1471,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1472,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1473,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
1474,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
1475,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1476,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
1477,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1478,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
1479,NULL,NULL,Water,Water,Water,Grassland,Forest,Grassland
1480,NULL,NULL,Water,Water,Water,Grassland,Forest,Wetland
1481,NULL,NULL,Water,Water,Water,Cropland,Wetland,Grassland
1482,NULL,NULL,Water,Water,Water,Cropland,Water,Grassland
1483,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1484,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1485,NULL,NULL,Water,Water,Water,Wetland,Grassland,Bareland
1486,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1487,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
1488,NULL,NULL,Water,Water,Water,Wetland,Wetland,NULL
1489,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1490,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1491,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1492,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
1493,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
1494,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1495,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
1496,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1497,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
1498,NULL,NULL,Water,Water,Water,Wetland,Forest,Grassland
1499,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
1500,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1501,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1502,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1503,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
1504,NULL,NULL,Water,Water,Water,Bareland,Wetland,Bareland
1505,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1506,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
1507,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1508,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1509,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1510,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
1511,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1512,NULL,NULL,Water,Water,Water,Water,Wetland,NULL
1513,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
1514,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1515,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
1516,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1517,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
1518,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1519,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1520,NULL,NULL,Water,Water,Water,Water,Water,Bareland
1521,NULL,NULL,Water,Water,Water,Water,Water,Water
1522,NULL,NULL,Water,Water,Water,Water,Water,Forest
1523,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
1524,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
1525,NULL,NULL,Water,Water,Water,Water,Forest,Water
1526,NULL,NULL,Water,Water,Water,Forest,Grassland,Grassland
1527,NULL,NULL,Water,Water,Water,Forest,Grassland,Forest
1528,NULL,NULL,Water,Water,Water,Forest,Wetland,Wetland
1529,NULL,NULL,Water,Water,Water,Forest,Wetland,Forest
1530,NULL,NULL,Water,Water,Water,Forest,Water,Grassland
1531,NULL,NULL,Water,Water,Water,Forest,Water,Wetland
1532,NULL,NULL,Water,Water,Water,Forest,Water,Forest
1533,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1534,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1535,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1536,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1537,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1538,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1539,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1540,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1541,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1542,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1543,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1544,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1549,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1550,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1551,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1552,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1553,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1554,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1555,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1556,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1557,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1558,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1559,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1560,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1561,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1562,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1563,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1564,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1565,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1566,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1567,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1568,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1571,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1572,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1573,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1578,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1579,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1580,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1581,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1582,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1583,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1584,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1585,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1586,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1587,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
1588,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
1589,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1590,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1591,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
1592,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
1593,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1594,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1595,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1596,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1597,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1598,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1599,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1600,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1601,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1602,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1603,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1604,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1605,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1606,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1607,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1608,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1609,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1610,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1611,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1612,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1613,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1614,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1615,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1616,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1617,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1618,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1619,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1620,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1621,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1622,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1623,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1624,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1625,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1626,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1627,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1628,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1629,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1630,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1631,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1632,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1633,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1634,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1635,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1636,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1637,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1638,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1639,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1640,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1641,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1642,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1643,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1645,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1646,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1647,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1648,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1649,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1650,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1651,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1652,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1653,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
1654,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1656,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1659,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1660,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
1662,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1669,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
1670,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1671,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1672,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1673,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1674,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
