Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYH_M_R
339,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
340,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
342,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
343,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
345,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
346,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
348,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
349,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
351,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
354,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
356,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
358,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
362,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
363,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
364,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
365,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
366,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
367,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
368,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
369,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
370,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
371,Grassland,Water,Water,NULL,Water,NULL,NULL,Bareland
372,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
373,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
374,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
375,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
379,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
380,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
381,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
383,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
386,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
387,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
388,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
389,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
393,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
396,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
397,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
400,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
401,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
402,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
403,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
404,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
405,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
406,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
407,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
408,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
409,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
411,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
412,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
413,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
414,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
415,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
416,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
417,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
418,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
419,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
421,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
422,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
424,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
426,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
427,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
428,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
431,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
432,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
433,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
434,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
435,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
437,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
438,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
439,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
440,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
441,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
443,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
445,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
447,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
449,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
450,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
451,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
452,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
453,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
454,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
455,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
456,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
457,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
458,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
459,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
460,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
463,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
464,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
465,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
467,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
468,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
472,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
473,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
474,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
475,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
476,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
477,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
481,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
484,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
485,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
486,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
488,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
489,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
490,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
491,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
493,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
494,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
495,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
497,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
498,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
499,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
500,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
501,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
502,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
503,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
504,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
505,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
506,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
507,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
508,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
509,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
510,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
512,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
513,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
514,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
515,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
516,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
517,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
519,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
520,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
521,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
525,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
526,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
528,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
529,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
532,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
533,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
534,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
535,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
536,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
537,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
541,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
543,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
544,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
545,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
546,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
547,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
548,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
549,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
551,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
552,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
555,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
557,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
558,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
560,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
561,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
562,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
563,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
564,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
565,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
566,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
567,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
568,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
569,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
570,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
571,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
572,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
573,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
575,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
576,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
577,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
578,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
580,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
582,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
583,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
584,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
585,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
586,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
587,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
588,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
589,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
590,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
591,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
592,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
593,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
594,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
595,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
596,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
597,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
598,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
599,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
600,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
601,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
602,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
603,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
604,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
605,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
606,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
607,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
608,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
609,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
611,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
612,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
613,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
614,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
615,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
616,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
617,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
618,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
619,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
620,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
621,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
622,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
623,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
625,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
627,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
628,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
629,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
630,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
631,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
632,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
633,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
634,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
635,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
637,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
638,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
639,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
640,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
643,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
646,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
648,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
651,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
654,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
655,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
656,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
657,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
658,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
659,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
660,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
661,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
662,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
663,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
664,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
665,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
666,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
667,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
668,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
669,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
670,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
671,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
672,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
673,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
674,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
675,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
676,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
677,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
679,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
680,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
683,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
684,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
