Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCB_M_R
6502,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6503,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6504,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6505,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6506,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6507,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6508,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6509,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6510,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6511,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6512,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
6513,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6514,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6515,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6516,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
6517,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
6518,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
6519,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6520,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6521,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6522,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
6523,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
6524,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
6525,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
6526,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
6527,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Built-up
6528,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
6529,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
6530,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
6531,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
6532,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
6533,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6534,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
6535,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
6536,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
6537,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
6538,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6539,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6540,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
6541,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6542,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6543,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
6544,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6545,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6546,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6547,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6548,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6549,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6550,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6551,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6552,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6553,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6554,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6555,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6556,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6557,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
6558,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6559,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6560,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6561,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6562,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6563,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6564,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6565,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6566,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6567,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6568,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6569,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6570,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6571,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6572,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6573,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6574,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6575,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6576,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6577,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6578,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6579,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6580,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6581,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6582,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6583,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6584,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6585,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6586,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6587,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6588,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6589,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
6590,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Water
6591,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6592,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6593,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6594,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6595,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6596,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6597,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6598,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6599,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6600,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
6601,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
6602,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
6603,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6604,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6605,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6606,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6607,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6608,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6609,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6610,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6611,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6612,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6613,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6614,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6615,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6616,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6617,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6618,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6619,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6620,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6621,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6622,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6623,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6624,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6625,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6626,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6627,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
6628,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6631,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6633,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6634,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6635,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
6636,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
6637,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
6638,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
6639,Cropland,Cropland,Water,NULL,Water,NULL,Bareland,Water
6640,Cropland,Cropland,Water,NULL,Water,NULL,Water,Water
6641,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Water
6642,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6643,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Water
6644,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Water
6645,Cropland,Cropland,Water,NULL,Water,Water,Water,Water
6646,Cropland,Cropland,Water,Non_Water,Water,NULL,Grassland,Water
6647,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
6648,Cropland,Cropland,Water,Water,Water,NULL,Grassland,NULL
6649,Cropland,Cropland,Water,Water,Water,NULL,Water,Grassland
6650,Cropland,Cropland,Water,Water,Water,Wetland,NULL,Water
6651,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
6652,Cropland,Cropland,Water,Water,Water,Water,Grassland,Water
6653,Cropland,Cropland,Water,Water,Water,Water,Water,Water
6654,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6655,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6656,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6657,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6658,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6659,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6660,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6661,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6662,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6663,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6664,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
6665,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6666,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
6667,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6668,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
6669,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6670,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6671,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6672,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
6673,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6674,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6675,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6676,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6677,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6678,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6679,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6680,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6681,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6682,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6683,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6684,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6685,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6686,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6687,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
6688,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6689,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6690,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6691,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6692,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6693,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6694,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6695,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6696,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6697,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6698,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6699,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6700,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6701,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6702,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6703,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6704,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6705,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6706,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6707,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6708,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6709,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6710,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6711,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6712,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6713,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6714,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6715,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6716,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6717,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
6718,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6719,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6720,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6721,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6722,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6723,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6724,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6725,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6726,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
6727,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6728,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6729,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6730,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6731,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6732,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6733,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6734,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
6735,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6736,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6737,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6738,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6739,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6740,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
6741,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
6742,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
6743,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6744,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6745,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6746,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6747,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
6748,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6749,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6750,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6751,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6752,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6753,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6754,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6755,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6756,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6757,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6758,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
6759,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6760,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6761,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6762,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6763,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6764,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6765,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6766,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6767,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6768,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6769,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6770,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
6771,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6772,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
6773,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
6774,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6775,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6776,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6777,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6778,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6779,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6780,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6781,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6782,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6783,Cropland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
6784,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6785,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6786,Cropland,Wetland,Water,NULL,Water,NULL,Forest,Grassland
6787,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6788,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6789,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6790,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6791,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6792,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6793,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6794,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6795,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6796,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6797,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6798,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6799,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6800,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6801,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6802,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6803,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6804,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6805,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6806,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6807,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6808,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6809,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6810,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6811,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6812,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6813,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6814,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6817,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6818,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6819,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6820,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6821,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
