Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R
5910,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
5911,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5912,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5913,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5914,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5915,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5916,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
5917,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5918,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5919,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5920,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
5921,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5922,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5923,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5924,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
5925,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
5926,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5927,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5928,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5929,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5930,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
5931,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5932,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5933,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5934,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5935,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5936,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
5937,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5938,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5939,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
5940,Wetland,Wetland,Water,NULL,Water,NULL,Water,Forest
5941,Wetland,Wetland,Water,NULL,Water,NULL,Forest,Water
5942,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Water
5943,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5944,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
5945,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5946,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
5947,Wetland,Wetland,Water,NULL,Water,Forest,Water,Water
5948,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Water
5949,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5950,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5951,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5952,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
5953,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
5954,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
5955,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
5956,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
5957,Wetland,Wetland,Water,Water,Water,Water,Water,Cropland
5958,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5959,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
5960,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5961,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5962,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5963,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5964,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5965,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5966,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5967,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5968,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5969,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
5970,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5971,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5972,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5973,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5974,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5975,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5976,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
5977,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5978,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5979,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5980,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
5981,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5982,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5983,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5984,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5985,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5986,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5987,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
5988,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
5989,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Cropland
5990,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5991,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
5992,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5993,Wetland,Built-up,Wetland,Water,Wetland,NULL,Bareland,Grassland
5994,Wetland,Built-up,Wetland,Water,Wetland,NULL,Bareland,Forest
5995,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5996,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5997,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5998,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5999,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
6000,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6001,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6002,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6003,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6004,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6005,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
6006,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
6007,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6008,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6009,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
6010,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6011,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6012,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6013,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6014,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6015,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6016,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6017,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Water
6018,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6019,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
6020,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6021,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6022,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6023,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6024,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6025,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6026,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6027,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6028,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6029,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6030,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6031,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6032,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6033,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6034,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6035,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6036,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
6037,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6038,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6039,Wetland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6040,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6041,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6042,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6043,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6044,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6045,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6046,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
6047,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6048,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6049,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6050,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
6051,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6052,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6053,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6054,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
6055,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
6056,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6057,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6058,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6059,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6060,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6061,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6062,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6063,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
6064,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
6065,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
6066,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
6067,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
6068,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
6069,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6070,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6071,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6072,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6073,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
6074,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6075,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6076,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6077,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6078,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
6079,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6080,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6081,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6082,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6083,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6084,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6085,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
6086,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
6087,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
6088,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
6089,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
6090,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6091,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6092,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6093,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
6094,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6095,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6096,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6097,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
6098,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6099,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6100,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
6101,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6102,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
6103,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6104,Wetland,Water,Water,NULL,Water,NULL,Water,Water
6105,Wetland,Water,Water,NULL,Water,Water,NULL,Water
6106,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
6107,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
6108,Wetland,Water,Water,NULL,Water,Water,Water,Water
6109,Wetland,Water,Water,NULL,Water,Water,Water,Forest
6110,Wetland,Water,Water,NULL,Water,Forest,Water,Water
6111,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
6112,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
6113,Wetland,Water,Water,Water,Water,NULL,Water,Water
6114,Wetland,Water,Water,Water,Water,Water,NULL,Water
6115,Wetland,Water,Water,Water,Water,Water,Water,Wetland
6116,Wetland,Water,Water,Water,Water,Water,Water,Water
6117,Wetland,Water,Water,Water,Water,Water,Water,Forest
6118,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6119,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6120,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6121,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6122,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6123,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6124,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6125,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6126,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6127,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
6128,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
6129,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6130,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6131,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6132,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6133,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6134,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6135,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6136,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6137,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6138,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6139,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6140,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6141,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
6142,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6143,Wetland,Water,Forest,Water,Non_Wetland,Forest,Water,Water
6144,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6145,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6146,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6147,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
6148,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
6149,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
6150,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
6151,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6152,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6153,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6154,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6155,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6156,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6157,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6158,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6159,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6160,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6161,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6162,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6163,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6164,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6165,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6166,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6167,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6168,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
6169,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
6170,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6171,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
6172,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6173,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6174,Wetland,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
6175,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6176,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6177,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6178,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6179,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6180,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6181,Wetland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6182,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6183,Wetland,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
6184,Wetland,Forest,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6185,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
6186,Wetland,Forest,Water,Non_Water,Water,NULL,Water,Wetland
6187,Wetland,Forest,Water,Non_Water,Water,NULL,Water,Water
6188,Wetland,Forest,Water,Water,Water,NULL,Water,Water
6189,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6190,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6191,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
6192,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
6193,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6194,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6195,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6196,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6197,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6198,Wetland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
6199,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
6200,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
6201,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6202,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
6203,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6204,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6205,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6206,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6207,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
6208,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6209,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6210,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6211,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6212,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6213,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6214,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6215,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6216,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6217,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6218,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6219,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6220,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6221,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6222,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6223,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6224,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6225,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6226,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6227,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6228,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6229,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6230,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6231,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6232,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
6233,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6234,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6235,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6236,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6237,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6238,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6239,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6240,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6241,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6242,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6243,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6244,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
6245,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6246,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
6247,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6248,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6249,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
6250,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
6251,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6252,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6253,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6254,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6255,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6256,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6257,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
