Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
736,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
737,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
738,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
739,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
740,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
741,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
742,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
743,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
744,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
745,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
746,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
747,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
748,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
749,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
750,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
751,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
752,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
753,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
754,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
755,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
756,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
757,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
758,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
759,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
760,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
761,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
762,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
763,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
764,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
765,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
766,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
767,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
768,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
769,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
770,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
771,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
772,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
773,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
774,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
775,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
776,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
777,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
778,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
779,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
780,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
781,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
782,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
783,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
784,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
785,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
786,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
787,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
788,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
789,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
790,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
791,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
792,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
793,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
794,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
795,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
796,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
797,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
798,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
799,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
800,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
801,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
802,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
803,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
804,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
805,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
806,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
807,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
808,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
809,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
810,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
811,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
812,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
813,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
814,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
815,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
816,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
817,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
818,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
819,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
820,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
821,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
822,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
823,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
824,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
825,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
826,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
827,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
828,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
829,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
830,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
831,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
832,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
833,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
834,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
835,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
836,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
837,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
838,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
839,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
840,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
841,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
842,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
843,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
844,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
845,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
846,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
847,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
848,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
849,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
850,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
851,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
856,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
857,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
858,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
859,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
860,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
861,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
862,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
863,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
864,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
865,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
866,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
867,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
868,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
869,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
870,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
871,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
872,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
873,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
874,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
875,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
876,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
877,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
878,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
879,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
880,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
881,Grassland,Cropland,Water,Water,Water,Wetland,Water,Forest
882,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
883,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
884,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
885,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
886,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
887,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
888,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
889,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
890,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
891,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
892,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
893,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
894,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
895,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
896,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
897,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
898,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
899,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
900,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
901,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
902,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
903,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
904,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
905,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
906,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
907,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
908,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
909,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
910,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
911,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
912,Grassland,Water,Water,Water,Water,Grassland,Grassland,Forest
913,Grassland,Water,Water,Water,Water,Wetland,Grassland,Forest
914,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
915,Grassland,Water,Water,Water,Water,Bareland,Water,Water
916,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
917,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
918,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
919,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
920,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
921,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
922,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
923,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
924,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
925,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
926,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
927,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
928,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
929,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
930,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
931,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
932,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
933,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
934,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
935,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
936,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
937,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
938,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
939,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
940,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
941,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
942,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
943,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
944,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
945,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
946,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
947,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
948,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
949,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
950,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
951,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
952,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
953,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
954,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
955,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
956,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
957,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
958,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
959,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
960,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
961,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
962,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
963,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
964,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
965,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
966,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
967,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
968,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
969,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
970,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
971,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
974,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
975,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
976,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
977,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
978,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
979,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
980,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
981,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
982,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
983,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
984,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
985,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
986,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
987,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
988,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
989,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
990,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
991,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
992,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
993,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
994,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
995,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
996,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
997,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
998,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
999,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1000,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1001,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1002,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1003,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1004,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1005,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1006,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1007,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1008,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1009,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1010,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1011,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1012,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1013,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1014,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1015,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1016,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1017,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1018,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1019,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1020,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1021,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1022,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1023,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1024,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1025,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1026,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1027,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1028,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1029,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1030,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1031,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1032,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1033,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1034,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1035,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1036,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1037,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1038,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1039,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1040,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1041,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1042,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1043,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1044,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1045,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1046,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1047,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1048,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1049,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1050,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1051,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1052,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1053,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1054,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1056,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1059,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1063,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
