Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRR_M_R
333,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
334,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
335,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
336,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
337,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
339,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
340,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
341,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
342,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
343,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
344,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
345,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
346,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
348,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
350,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
351,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
352,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
354,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
355,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
357,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
359,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
360,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
362,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
363,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
365,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
366,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
367,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
368,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
369,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
370,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
371,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
372,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
373,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
374,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
375,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
376,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
377,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
378,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
379,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
380,Wetland,Water,Water,Water,Water,Grassland,Water,Water
381,Wetland,Water,Water,Water,Water,Water,Water,Grassland
382,Wetland,Water,Water,Water,Water,Water,Water,Water
383,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
384,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
385,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
386,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
387,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
388,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
389,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
390,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
391,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
392,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
393,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
394,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
395,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
396,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
397,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
398,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
399,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
400,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
401,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
402,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
403,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
404,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
405,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
406,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
407,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
408,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
409,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
410,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
411,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
412,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
413,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
414,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
415,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
416,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
417,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
418,Bareland,Water,Water,Water,Water,Water,Water,Water
419,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
420,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
421,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
422,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
423,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
425,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
426,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
427,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
428,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
429,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
430,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
431,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
432,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
433,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
434,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
435,Water,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
436,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
437,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
438,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
439,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
440,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
441,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
442,Water,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
443,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
444,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
445,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
446,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
447,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
448,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
449,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
450,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
451,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
452,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
453,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
454,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
455,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
456,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
457,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
458,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
459,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
460,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
461,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
462,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
463,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
464,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
465,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
466,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
467,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
468,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
469,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
470,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
471,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
472,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
473,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
474,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
475,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
476,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
477,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
478,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
479,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
480,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
481,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
482,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
483,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
484,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
485,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
486,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
487,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
488,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
489,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
490,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
491,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
492,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
493,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
494,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
495,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
496,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
497,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
498,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
499,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
500,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
501,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
502,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
503,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
504,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
505,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
506,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
507,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
508,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
509,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
510,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
511,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
512,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
513,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
514,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
515,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
516,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
517,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
518,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
519,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
520,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
521,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
522,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
523,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
524,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
525,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
526,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
527,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
528,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
529,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
530,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
531,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
532,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
533,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
534,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
535,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
536,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
537,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
538,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
539,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
540,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
541,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
542,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
543,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
544,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
545,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
546,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
547,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
548,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
549,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
550,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
551,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
552,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
553,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
554,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
555,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
556,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
557,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
558,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
559,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
560,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
561,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
562,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
563,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
564,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
565,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
566,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
567,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
568,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
569,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
570,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
571,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
572,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
573,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
574,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
575,Water,Water,Wetland,Water,Wetland,Water,Water,Water
576,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
577,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
578,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
579,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
580,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
582,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
583,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
584,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
585,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
586,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
587,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
588,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
589,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
590,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
591,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
592,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
593,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
594,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
595,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
596,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
597,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
598,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
599,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
600,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
601,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
602,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
603,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
604,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
605,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
606,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
607,Water,Water,Water,NULL,Water,NULL,Water,Water
608,Water,Water,Water,NULL,Water,Grassland,Water,Water
609,Water,Water,Water,NULL,Water,Bareland,Water,Water
610,Water,Water,Water,NULL,Water,Water,Wetland,Water
611,Water,Water,Water,NULL,Water,Water,Wetland,Forest
612,Water,Water,Water,NULL,Water,Water,Water,Water
613,Water,Water,Water,NULL,Water,Water,Water,Forest
614,Water,Water,Water,NULL,Water,Water,Forest,Water
615,Water,Water,Water,NULL,Water,Water,Forest,Forest
616,Water,Water,Water,NULL,Water,Forest,Water,Water
617,Water,Water,Water,Non_Water,Water,NULL,Water,Water
618,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
619,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
620,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
621,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
622,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
623,Water,Water,Water,Non_Water,Water,Water,Water,Water
624,Water,Water,Water,Non_Water,Water,Water,Water,Forest
625,Water,Water,Water,Non_Water,Water,Water,Forest,Water
626,Water,Water,Water,Water,Water,NULL,Wetland,Water
627,Water,Water,Water,Water,Water,NULL,Water,Grassland
628,Water,Water,Water,Water,Water,NULL,Water,Wetland
629,Water,Water,Water,Water,Water,NULL,Water,Water
630,Water,Water,Water,Water,Water,NULL,Water,Forest
631,Water,Water,Water,Water,Water,Grassland,Wetland,Water
632,Water,Water,Water,Water,Water,Grassland,Water,Grassland
633,Water,Water,Water,Water,Water,Grassland,Water,Water
634,Water,Water,Water,Water,Water,Wetland,Water,Water
635,Water,Water,Water,Water,Water,Bareland,Water,Water
636,Water,Water,Water,Water,Water,Bareland,Water,Forest
637,Water,Water,Water,Water,Water,Water,Wetland,Water
638,Water,Water,Water,Water,Water,Water,Wetland,Forest
639,Water,Water,Water,Water,Water,Water,Water,Grassland
640,Water,Water,Water,Water,Water,Water,Water,Wetland
641,Water,Water,Water,Water,Water,Water,Water,Bareland
642,Water,Water,Water,Water,Water,Water,Water,Water
643,Water,Water,Water,Water,Water,Water,Water,Forest
644,Water,Water,Water,Water,Water,Water,Forest,Water
645,Water,Water,Water,Water,Water,Water,Forest,Forest
646,Water,Water,Water,Water,Water,Forest,Water,Grassland
647,Water,Water,Water,Water,Water,Forest,Water,Water
648,Water,Water,Water,Water,Water,Forest,Water,Forest
649,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
650,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
651,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
652,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
653,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
654,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
655,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
656,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
657,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
658,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
659,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
660,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
661,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
662,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
663,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
664,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
665,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
666,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
667,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
668,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
669,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
670,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
671,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
672,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
673,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
674,Water,Forest,Water,NULL,Water,Water,Water,Forest
675,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Water,Water
676,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
677,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
678,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
679,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Water,Water
680,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
681,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
682,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
683,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
684,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
685,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
686,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
687,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
688,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
689,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
690,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
691,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
692,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
693,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
694,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
695,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
696,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
697,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
698,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
699,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
700,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
701,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
702,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
703,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
704,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
705,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
706,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
707,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
708,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
709,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
710,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
711,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
712,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
