Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBA_M_R
1164,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1165,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1166,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1167,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1168,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1169,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1170,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1171,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1172,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1173,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1174,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1175,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1176,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1177,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1178,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1179,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1180,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1181,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1182,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1183,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1184,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1185,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1186,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1187,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1188,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1189,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1190,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1191,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1192,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1193,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1194,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1195,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1196,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1197,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1198,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1199,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1200,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1201,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1202,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1203,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1204,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1205,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1206,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1207,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1208,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1209,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1210,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1211,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1212,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1213,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1214,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1215,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1216,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1217,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1218,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1219,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1221,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1222,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1223,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1224,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1225,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1226,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1227,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1228,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1229,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1230,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1231,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1232,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1233,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1234,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1235,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1236,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1237,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1238,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1239,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1240,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1241,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1242,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1243,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1244,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1245,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1246,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1247,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1248,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1249,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1250,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1251,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1252,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1253,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1256,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1257,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1258,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1259,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1260,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1261,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1262,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1263,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1264,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1265,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1266,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1267,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1268,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1269,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1271,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1272,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1273,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1275,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1276,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1277,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1278,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1279,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1280,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1281,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1283,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1284,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1285,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1286,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1287,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1288,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1289,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1290,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1291,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1292,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1293,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1294,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1295,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1296,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1297,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1299,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1300,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1301,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1302,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1303,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1304,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1305,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1306,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1307,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1308,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1309,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1310,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1311,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1312,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1313,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1314,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1315,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1316,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1317,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1318,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1319,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1320,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1321,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1322,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1323,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1327,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1328,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1329,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1330,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1331,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1332,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1333,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1334,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1335,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1336,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1337,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1338,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1339,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1340,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1341,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1342,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1343,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1344,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1345,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1346,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1347,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1349,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1350,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1351,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1352,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1355,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1356,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1357,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1358,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1359,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1363,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1364,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1365,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1366,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1367,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1368,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1369,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1370,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1372,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1373,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1374,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1375,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1376,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1377,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1378,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1379,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1380,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1381,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1382,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1383,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1384,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1385,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1386,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1387,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1388,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1389,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1390,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1391,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1392,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1393,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1394,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1395,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1396,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1397,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1398,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1399,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1400,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1401,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1402,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1403,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
1404,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1405,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1406,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1407,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1408,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1409,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1410,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1411,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1412,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1413,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1414,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1415,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1416,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1417,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1418,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1419,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1420,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1421,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1422,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1423,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1424,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1425,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1426,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1427,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1428,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1430,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1431,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1432,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1433,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1434,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1435,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1436,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1437,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1438,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1439,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1440,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1441,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1442,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1443,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1444,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1445,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1446,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1447,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1448,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1449,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1450,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1452,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1453,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1454,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1455,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1456,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1457,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1458,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1459,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
1460,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1461,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1462,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1463,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1464,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1465,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1466,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1467,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1468,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1469,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1470,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1471,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1472,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1473,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1474,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1475,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1476,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1477,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1478,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1479,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1480,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1481,Cropland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1482,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1483,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
