Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R
4069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
4079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
4083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
4086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
4097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
4098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
4099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4102,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4103,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4104,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4105,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4106,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4107,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4108,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4109,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4110,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4111,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4112,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4113,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4114,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4115,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4116,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4117,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
4118,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4119,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
4120,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4121,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4122,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4123,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4124,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4125,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4126,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4127,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4128,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4129,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4130,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4131,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4132,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4133,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4134,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4135,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4136,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4137,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
4138,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
4139,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Cropland
4140,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4141,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4145,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
4149,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4150,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
4151,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4152,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
4153,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4154,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4155,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
4156,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4157,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
4158,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4159,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Cropland
4160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
4161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4162,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
4163,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4164,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4165,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
4167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4168,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4169,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
4170,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4171,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4172,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4173,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4174,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4175,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4176,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4177,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
4178,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4179,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4180,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4181,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4182,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4183,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4184,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4185,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4186,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4187,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
4188,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4189,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4190,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4191,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4192,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4193,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4194,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4195,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4196,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4197,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4198,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4199,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4200,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4201,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4202,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4203,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4204,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4205,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4206,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4207,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4208,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4209,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4210,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4211,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4212,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4213,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4214,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4215,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4216,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4217,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4218,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4219,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4220,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4221,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4222,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4223,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4224,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4225,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4226,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4227,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4228,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4229,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4230,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4231,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4232,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4233,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4234,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4235,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4236,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4237,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4238,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4239,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4240,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4241,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4242,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4243,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4244,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4245,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4246,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4247,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4248,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4249,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4250,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4251,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4252,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4253,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4254,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4255,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4256,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4257,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4258,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4259,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4260,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4261,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4262,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4263,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4264,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4265,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4266,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4267,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4268,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4269,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4270,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4271,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4272,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4273,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4274,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4275,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4276,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4277,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4278,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4279,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4280,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4281,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4282,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4283,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4284,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4285,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4286,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4287,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4288,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4289,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4290,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
4291,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4292,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4293,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4294,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4295,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4296,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4297,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4298,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4299,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4300,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4301,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4302,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4303,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4304,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4305,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4306,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4307,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4308,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4309,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
4310,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4311,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4312,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4313,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4314,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4315,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4316,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4317,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4318,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4319,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4320,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4321,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
4322,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4323,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
4324,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4325,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4326,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4327,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4328,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4329,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4330,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4331,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4332,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4333,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4334,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4335,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4336,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4337,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4338,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4339,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4340,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4341,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4342,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4343,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4344,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4345,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4346,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4347,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4348,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4349,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4350,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4351,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4352,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4353,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4354,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
4355,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
4356,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4357,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4358,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4359,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4360,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4361,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4362,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4363,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
4364,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4365,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
4366,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4367,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4368,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4369,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
4370,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4371,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4372,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4373,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4374,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4375,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
4376,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
4377,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4378,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
4379,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4380,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4381,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4382,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4383,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
