Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMN_M_R
5140,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5141,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5142,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
5143,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5144,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5145,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5146,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5147,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5148,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5149,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5150,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
5151,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5152,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5153,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5154,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
5155,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5156,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5157,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5158,Wetland,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
5159,Wetland,Water,Water,NULL,Water,Water,Water,Water
5160,Wetland,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
5161,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5162,Wetland,Water,Water,Water,Water,Water,Water,Water
5163,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5164,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5165,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5166,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5167,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5168,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5169,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5170,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5171,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5172,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5173,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5174,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5175,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5176,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5177,Wetland,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
5178,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5179,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5180,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5181,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5182,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5183,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5184,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5185,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5186,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5187,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5188,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5189,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5190,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5191,Wetland,Forest,Water,NULL,Water,Wetland,Shrubland,Grassland
5192,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
5193,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
5194,Wetland,Forest,Water,Non_Water,Water,Wetland,Shrubland,Grassland
5195,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
5196,Wetland,Forest,Water,Water,Water,Water,Water,Forest
5197,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5198,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5199,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5200,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5201,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5202,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5203,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5204,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5205,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5206,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5207,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5208,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5209,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5210,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5211,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5212,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5213,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5214,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5215,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5216,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5217,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5218,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5219,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5220,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5221,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5222,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5223,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5224,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5225,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5226,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5227,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5228,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5229,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5230,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5231,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5232,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5233,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5234,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5235,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5236,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5237,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5238,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5239,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5240,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5241,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5242,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5243,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5244,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5245,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5246,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5247,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5248,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5249,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5250,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5251,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5252,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5253,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5254,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5255,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5256,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5257,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5258,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5259,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5260,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5261,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5262,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5263,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5264,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5265,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5266,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5267,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5268,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5269,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5270,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5271,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5272,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5273,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5274,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5275,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5276,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5277,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5278,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5279,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5280,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5281,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5282,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5283,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5284,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5285,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5286,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5287,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5288,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
5289,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5290,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5291,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5292,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5293,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5294,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5295,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5296,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5297,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5298,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5299,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5300,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5301,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5302,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5303,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5304,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5305,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5306,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5307,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5308,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5309,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5310,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5311,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5312,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5313,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5314,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5315,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5316,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5317,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5318,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5319,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5320,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5321,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5322,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5323,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5324,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5325,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5326,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5327,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5328,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5329,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
5330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5332,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5333,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5334,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
5335,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5336,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5337,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5338,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
5339,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Cropland
5340,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5341,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5342,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5343,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5344,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5345,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5346,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5347,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5348,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5349,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5350,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5351,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5352,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5353,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5354,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5355,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5356,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5357,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5358,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5359,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5360,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5361,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5362,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5363,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5364,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5365,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5366,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5367,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5368,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5369,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5370,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5371,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5372,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5373,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
5374,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5375,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5376,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5377,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5378,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
5379,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5380,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5381,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5382,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5383,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5384,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5385,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5386,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5387,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5388,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5389,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5390,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5391,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5392,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5393,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5394,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5395,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5396,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5397,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5398,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5399,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5400,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5401,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5402,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5403,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5404,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5405,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5406,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5407,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5408,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5409,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5410,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5411,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5412,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5413,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5414,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5415,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5416,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5417,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5418,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5419,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5420,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5421,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5422,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5423,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5424,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5425,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5426,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5427,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5428,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5429,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5430,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5431,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5432,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5433,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5434,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5435,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5436,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5437,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5438,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5439,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5440,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5441,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5442,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5443,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5444,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5445,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5446,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5447,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
5448,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
5449,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5450,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
5451,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5452,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
5453,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5454,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5455,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5456,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5457,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
