Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
1290,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1291,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1292,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1293,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1294,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1295,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1297,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1298,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1299,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1300,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1301,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
1302,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1303,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1304,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1305,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1306,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1307,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1308,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1309,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1310,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1311,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1312,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1313,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1314,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1315,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1316,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1317,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1318,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1319,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1320,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1321,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1322,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1323,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1324,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1325,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1326,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1327,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1328,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1329,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1330,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1331,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1332,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1333,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1334,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1335,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1336,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1337,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1338,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1339,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1341,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1342,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1343,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1344,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1348,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1349,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1353,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1354,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1355,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1362,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1363,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1364,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1365,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1366,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1367,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1368,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1369,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1370,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1371,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1372,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1373,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1374,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1375,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1376,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1377,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1378,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1379,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1380,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1381,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1382,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1383,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1384,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1385,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1386,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1387,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1388,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1389,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1391,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1392,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1393,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1394,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1395,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1396,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1397,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1398,Grassland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1399,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1400,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1401,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1402,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1403,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1404,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1405,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1406,Grassland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1407,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1408,Grassland,Water,Water,NULL,Water,Bareland,Bareland,Forest
1409,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1410,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1411,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1412,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1413,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1414,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1415,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1416,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1417,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1418,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1419,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1420,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1421,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1422,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1423,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1424,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1425,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1426,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1427,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1428,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1429,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1430,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1431,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1432,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1433,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1434,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1435,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1436,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1437,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1438,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1439,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1440,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1441,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1442,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1443,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
1444,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1445,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1446,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1447,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1448,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1449,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1450,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1451,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1452,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1453,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1454,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1455,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1458,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1459,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1460,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1461,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1462,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1463,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1464,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1465,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1466,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1467,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1468,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1469,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1470,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1471,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1472,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1473,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1474,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1475,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1476,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1477,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1478,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1479,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1480,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1481,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1482,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1483,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1484,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1485,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1486,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1487,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1488,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1489,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1490,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1491,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1492,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1493,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1494,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1495,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1496,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1497,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1498,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1499,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1500,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1501,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1502,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1503,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1504,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1505,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1506,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1507,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1508,Cropland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1509,Cropland,NULL,Water,Water,Water,Bareland,Bareland,Forest
1510,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1511,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1512,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1513,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1514,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1515,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1516,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1517,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1518,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1519,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1520,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1521,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1522,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1523,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1524,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1525,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1526,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1527,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1528,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1530,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1531,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1532,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1533,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1534,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1535,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1536,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1537,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1538,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1539,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1540,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1541,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1542,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1543,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1544,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1545,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1546,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1547,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1548,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1549,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1550,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1551,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1552,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1553,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1554,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1555,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1556,Cropland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1557,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1558,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1559,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1560,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1561,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1562,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1563,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1564,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1566,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1567,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1568,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1569,Cropland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1570,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1571,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1572,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1573,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1574,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1575,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1576,Cropland,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
1577,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1578,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1579,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1580,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1581,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1582,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1583,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1584,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1585,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1586,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1587,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1588,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1589,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1590,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1591,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1592,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1593,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1594,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1595,Cropland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1596,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1597,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1598,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1599,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1600,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1601,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1602,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1603,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1604,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1605,Cropland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1606,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
