Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R
675,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
676,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
677,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
678,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
679,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
680,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
681,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
682,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
686,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
687,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
689,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
690,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
691,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
692,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
693,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
694,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
695,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
696,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
698,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
699,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
700,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
701,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
702,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
703,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
704,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
706,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
707,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
708,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
709,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
710,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
711,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
712,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
713,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
715,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
716,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
717,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
718,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
719,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
720,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
721,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
722,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
723,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
724,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
725,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
726,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
727,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
728,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
729,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
730,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
731,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
733,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
734,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
735,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
736,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
738,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
740,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
741,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
742,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
743,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
745,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
748,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
750,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
753,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
756,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
759,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
760,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
761,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
763,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
765,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
767,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
768,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
772,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
773,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
774,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
775,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
776,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
778,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
779,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
780,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
781,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
783,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
784,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
785,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
786,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
787,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
788,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
789,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
791,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
792,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
793,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
794,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
795,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
797,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
798,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
799,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
800,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
801,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
802,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
804,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
805,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
806,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
807,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
808,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
809,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
810,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
812,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
813,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
814,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
816,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
818,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
819,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
822,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
823,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
824,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
825,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
826,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
827,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
828,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
829,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
831,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
833,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
834,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
835,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
836,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
837,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
839,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
840,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
841,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
842,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
843,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
844,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
845,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
846,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
848,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
849,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
850,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
851,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
852,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
853,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
855,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
857,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
858,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
859,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
861,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
865,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
866,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
868,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
869,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
870,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
871,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
873,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
874,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
875,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
876,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
877,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
878,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
879,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
880,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
882,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
883,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
885,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
886,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
887,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
888,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
889,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
890,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
891,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
892,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
893,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
894,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
895,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
896,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
897,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
899,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
901,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
902,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
903,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
904,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
905,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
906,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
907,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
908,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
910,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
911,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
913,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
914,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
915,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
916,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
918,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
919,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
920,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
922,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
923,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
924,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
926,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
927,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
928,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
930,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
931,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
932,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
933,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
934,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
936,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
938,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
939,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
941,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
942,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
943,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
944,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
945,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
946,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
947,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
949,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
951,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
952,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
953,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
955,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
958,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
959,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
960,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
961,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
962,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
963,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
964,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
965,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
967,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
968,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
969,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
970,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
971,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
972,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
973,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
974,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
975,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
976,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
977,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
978,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
979,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
980,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
981,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
982,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
983,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
984,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
985,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
986,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
988,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
989,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
990,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
991,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
992,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
993,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
994,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
995,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
996,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
997,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
999,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1001,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1002,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1003,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1004,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1005,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1009,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1010,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
