Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R
379,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
380,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
381,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
382,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
383,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
384,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
385,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Water
386,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
387,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
388,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
389,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland
390,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
391,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland
392,NULL,Water,Wetland,Non_Water,Wetland,NULL,Bareland
393,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
394,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
395,NULL,Water,Wetland,Water,Wetland,NULL,Wetland
396,NULL,Water,Wetland,Water,Wetland,NULL,Bareland
397,NULL,Water,Wetland,Water,Wetland,NULL,Water
398,NULL,Water,Wetland,Water,Wetland,NULL,Forest
399,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
400,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
401,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Forest
402,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
403,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up
404,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
405,NULL,Water,Built-up,Water,Non_Wetland,NULL,Grassland
406,NULL,Water,Built-up,Water,Non_Wetland,NULL,Bareland
407,NULL,Water,Built-up,Water,Non_Wetland,NULL,Forest
408,NULL,Water,Water,NULL,Water,NULL,NULL
409,NULL,Water,Water,NULL,Water,NULL,Grassland
410,NULL,Water,Water,NULL,Water,NULL,Bareland
411,NULL,Water,Water,NULL,Water,NULL,Water
412,NULL,Water,Water,NULL,Water,NULL,Forest
413,NULL,Water,Water,Non_Water,Water,NULL,Grassland
414,NULL,Water,Water,Water,Water,NULL,NULL
415,NULL,Water,Water,Water,Water,NULL,Grassland
416,NULL,Water,Water,Water,Water,NULL,Wetland
417,NULL,Water,Water,Water,Water,NULL,Bareland
418,NULL,Water,Water,Water,Water,NULL,Built-up
419,NULL,Water,Water,Water,Water,NULL,Water
420,NULL,Water,Water,Water,Water,NULL,Forest
421,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland
422,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
423,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
424,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
425,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
426,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
427,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest
428,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
429,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
430,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
431,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
432,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
433,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
434,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
435,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
436,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
437,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
438,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
439,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
440,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
441,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
442,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
443,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
444,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
445,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
446,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
447,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
448,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
449,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland
450,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
451,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
452,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest
453,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
454,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland
455,NULL,Forest,Wetland,Water,Wetland,NULL,Forest
456,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
457,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL
458,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
459,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
460,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
461,NULL,Forest,Water,NULL,Water,NULL,NULL
462,NULL,Forest,Water,Non_Water,Water,NULL,Forest
463,NULL,Forest,Water,Water,Water,NULL,Forest
464,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
465,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
466,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
467,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
468,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
469,NULL,Forest,Forest,Water,Non_Wetland,NULL,Forest
470,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL
471,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
472,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
473,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
474,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Forest
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
476,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
481,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
482,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
483,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
484,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
485,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
486,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
487,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
488,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
489,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
490,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
491,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
492,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
493,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
494,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
495,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
496,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
497,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
498,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
499,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
500,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
501,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
502,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
503,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
504,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
505,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
506,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL
507,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
508,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
509,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
510,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
511,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
512,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
513,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
514,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
515,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
516,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
517,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
518,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
519,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
520,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
521,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
522,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
523,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
524,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
525,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
526,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
527,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
528,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL
529,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
530,Grassland,NULL,Wetland,Water,Wetland,NULL,Cropland
531,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
532,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
533,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
534,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
535,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
536,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
537,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
538,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
539,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
540,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
541,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
542,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
543,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
544,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
545,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
546,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Built-up
547,Grassland,NULL,Water,NULL,Water,NULL,NULL
548,Grassland,NULL,Water,NULL,Water,NULL,Grassland
549,Grassland,NULL,Water,NULL,Water,NULL,Forest
550,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
551,Grassland,NULL,Water,Non_Water,Water,NULL,Water
552,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
553,Grassland,NULL,Water,Water,Water,NULL,Grassland
554,Grassland,NULL,Water,Water,Water,NULL,Wetland
555,Grassland,NULL,Water,Water,Water,NULL,Forest
556,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
557,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
558,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
559,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
560,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
561,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
562,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
563,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
564,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
565,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
566,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
567,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
568,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
572,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
573,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
574,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
575,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
576,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
577,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
578,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
579,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
580,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
581,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
582,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
583,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
584,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
585,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
586,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
587,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
588,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
589,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
590,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
591,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
592,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
593,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
594,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
595,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
596,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
597,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
598,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
599,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
600,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
601,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
602,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
603,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
604,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
605,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
606,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
607,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
608,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
609,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
610,Grassland,Wetland,Water,NULL,Water,NULL,Forest
611,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
612,Grassland,Wetland,Water,Water,Water,NULL,Forest
613,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
614,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
615,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
616,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
617,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
618,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
619,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
620,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
621,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
622,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
623,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
624,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
625,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
626,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
627,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
628,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
629,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
630,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
631,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
632,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
633,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
634,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
635,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
636,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
637,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
638,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
639,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
640,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
641,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
642,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
643,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
644,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
645,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
646,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
647,Grassland,Water,Wetland,Water,Wetland,NULL,Forest
648,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Forest
649,Grassland,Water,Water,Water,Water,NULL,Forest
650,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
651,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
652,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
653,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
654,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
655,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
656,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
657,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
658,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
659,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
660,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
661,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
662,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
663,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
664,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
665,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
666,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
667,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
668,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
669,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
670,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
671,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
672,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
673,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
674,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest
675,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
676,Grassland,Forest,Water,Water,Water,NULL,Forest
677,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
678,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
679,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
680,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
681,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
682,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
683,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
684,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL
685,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
686,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
687,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
689,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
690,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
691,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
692,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
693,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
694,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
695,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
696,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
697,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
698,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
699,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
700,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
701,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
702,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
703,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
704,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
705,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
706,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
707,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
708,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
709,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
710,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
711,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
712,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
713,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
714,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
715,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
716,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
717,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
718,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
719,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
720,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
721,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
722,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
723,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
724,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
725,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
726,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
727,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
728,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
729,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
730,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
731,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
732,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
733,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
734,Cropland,NULL,Wetland,Water,Wetland,NULL,Cropland
735,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
736,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland
737,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
738,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
739,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
740,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
741,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
742,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
743,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
744,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
745,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
746,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
747,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
748,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
749,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Built-up
750,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland
751,Cropland,NULL,Water,Non_Water,Water,NULL,Forest
752,Cropland,NULL,Water,Water,Water,NULL,Grassland
753,Cropland,NULL,Water,Water,Water,NULL,Wetland
754,Cropland,NULL,Water,Water,Water,NULL,Bareland
755,Cropland,NULL,Water,Water,Water,NULL,Water
756,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
757,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
758,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
759,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
760,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
761,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
762,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
763,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
764,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
765,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
766,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
