Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
28098,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
28099,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
28100,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
28101,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
28102,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
28103,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
28104,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
28105,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
28106,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
28107,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
28108,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
28109,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
28110,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
28111,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
28112,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
28113,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
28114,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
28115,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
28116,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
28117,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
28118,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
28119,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
28120,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
28121,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
28122,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
28123,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
28124,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
28125,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
28126,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
28127,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
28128,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
28129,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
28130,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
28131,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
28132,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
28133,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
28134,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28135,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28136,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28137,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28138,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
28139,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28140,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28141,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
28142,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
28143,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
28144,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
28145,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
28146,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
28147,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
28148,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
28149,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
28150,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
28151,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
28152,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
28153,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
28154,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
28155,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
28156,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28157,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28158,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
28159,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
28160,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
28161,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
28162,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
28163,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
28164,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
28165,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
28166,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
28167,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
28168,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
28169,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
28170,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
28171,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
28172,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
28173,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
28174,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
28175,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
28176,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
28177,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
28178,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
28179,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
28180,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
28181,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
28182,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
28183,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
28184,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
28185,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
28186,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28187,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
28188,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
28189,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
28190,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
28191,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
28192,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
28193,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
28194,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
28195,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
28196,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
28197,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
28198,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
28199,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
28200,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
28201,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
28202,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
28203,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
28204,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
28205,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
28206,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
28207,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
28208,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
28209,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
28210,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
28211,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
28212,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
28213,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
28214,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
28215,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
28216,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
28217,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
28218,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
28219,Water,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
28220,Water,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
28221,Water,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
28222,Water,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
28223,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
28224,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
28225,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
28226,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
28227,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
28228,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
28229,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
28230,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
28231,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
28232,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
28233,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
28234,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
28235,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
28236,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
28237,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
28238,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
28239,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
28240,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
28241,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
28242,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
28243,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
28244,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
28245,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
28246,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
28247,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
28248,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
28249,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
28250,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
28251,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
28252,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
28253,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
28254,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
28255,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
28256,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
28257,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
28258,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
28259,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
28260,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
28261,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
28262,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
28263,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
28264,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
28265,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
28266,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
28267,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
28268,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
28269,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
28270,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
28271,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
28272,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
28273,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
28274,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
28275,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
28276,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
28277,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
28278,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
28279,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
28280,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
28281,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
28282,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
28283,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
28284,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
28285,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
28286,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
28287,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
28288,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
28289,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
28290,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
28291,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
28292,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
28293,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
28294,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
28295,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
28296,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
28297,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
28298,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
28299,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
28300,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
28301,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
28302,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
28303,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
28304,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
28305,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
28306,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
28307,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
28308,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
28309,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
28310,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
28311,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
28312,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
28313,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
28314,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
28315,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
28316,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
28317,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
28318,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
28319,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
28320,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28321,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
28322,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
28323,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
28324,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
28325,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
28326,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
28327,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
28328,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Wetland
28329,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
28330,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
28331,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
28332,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
28333,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
28334,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
28335,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
28336,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
28337,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
28338,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
28339,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
28340,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
28341,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
28342,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
28343,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
28344,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
28345,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
28346,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
28347,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
28348,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
28349,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
28350,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
28351,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
28352,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
28353,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
28354,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
28355,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
28356,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
28357,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
28358,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
28359,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
28360,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
28361,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
28362,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
28363,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
28364,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
28365,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
28366,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
28367,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
28368,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
28369,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
28370,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
28371,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
28372,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
28373,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
28374,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
28375,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
28376,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
28377,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
28378,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
28379,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
28380,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
28381,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Cropland
28382,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
28383,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
28384,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
28385,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
28386,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
28387,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
28388,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
28389,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
28390,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
28391,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
28392,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
28393,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
28394,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
28395,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
28396,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
28397,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
28398,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
28399,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
28400,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
28401,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
28402,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
28403,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
28404,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
28405,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
28406,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
28407,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
28408,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
28409,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
28410,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
28411,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
28412,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
28413,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
28414,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
28415,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
28416,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
28417,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
28418,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
28419,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
28420,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
28421,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
28422,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
28423,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
28424,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
28425,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
28426,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
28427,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
28428,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
28429,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
28430,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
28431,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
28432,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
28433,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
28434,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
28435,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
28436,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
28437,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
28438,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
