Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDR_M_R
1393,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1394,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1395,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1396,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1397,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1398,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1399,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1400,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1401,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1402,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1403,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1404,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1405,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1406,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1407,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1408,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1409,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1410,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1411,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1412,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1413,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1414,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1415,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1416,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1417,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1418,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1419,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1420,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1421,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1422,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1423,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1424,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1425,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1426,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1427,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1428,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1429,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1430,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1431,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1432,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1433,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1434,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1435,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1436,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1437,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1438,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1439,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1440,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1441,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1442,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1443,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1444,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1445,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1446,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1447,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1448,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1449,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1450,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1451,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1452,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1453,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1454,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1455,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1456,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1457,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1458,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1459,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1460,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1461,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1462,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1463,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1464,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1465,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1466,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1467,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1468,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1469,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
1470,Grassland,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1508,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1509,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1510,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1511,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1512,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1513,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1514,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1515,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1516,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1517,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1518,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1519,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1520,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1521,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1522,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1523,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1524,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1525,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1526,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1527,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1528,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1529,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1530,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1531,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1532,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1533,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1534,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1535,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1536,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1537,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1538,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1539,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1540,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1541,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1543,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1544,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1545,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1546,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1547,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1548,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1549,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1550,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1551,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1552,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1553,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1554,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1555,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1556,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1557,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1558,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1559,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1560,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1561,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1562,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1563,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1564,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1565,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1567,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1568,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1569,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1570,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1571,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1572,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1573,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1574,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1575,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1583,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1584,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1585,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1586,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1587,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1588,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1589,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1590,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Bareland
1591,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1592,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1593,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1594,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
1595,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1596,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
1597,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1598,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1599,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1600,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1601,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1602,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1603,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1604,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1605,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
1606,Grassland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
1607,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1608,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1609,Grassland,Cropland,Water,Water,Water,Bareland,Grassland,Bareland
1610,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1611,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1612,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1613,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1614,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1615,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1616,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1617,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1618,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1619,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1620,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1621,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1622,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1623,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1624,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1625,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1626,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1627,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1628,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1629,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1630,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1631,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1632,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1633,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1634,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1635,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1636,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1637,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1638,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1639,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1640,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1641,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1642,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1643,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1644,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1645,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1646,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1647,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1648,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1649,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1650,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1651,Grassland,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1652,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1653,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1654,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1655,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1656,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1657,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1658,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1659,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1660,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1661,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1662,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1663,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1664,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1665,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1666,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1667,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1668,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1669,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1670,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1671,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1672,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1673,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1674,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1675,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1676,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1677,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1678,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1679,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1680,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1681,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1682,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1683,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1684,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1685,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1686,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1687,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1688,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1689,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1690,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1691,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1692,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1693,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1694,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1695,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1696,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1697,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1698,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1699,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1700,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1701,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1702,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1703,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1704,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1705,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1707,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
