Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMG_M_R
336,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
337,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
338,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
339,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
340,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
341,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
342,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
343,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
344,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
345,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
346,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
347,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
348,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
349,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
350,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
351,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
352,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
353,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
354,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
355,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
356,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
357,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
358,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
359,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Water
360,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
361,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
362,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
363,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
364,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
365,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
366,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
367,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
368,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
369,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
370,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
371,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
372,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
374,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
375,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
377,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
378,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
379,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
380,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
381,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
382,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
383,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
386,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
387,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
388,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
389,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
390,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
391,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
392,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
393,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
394,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
396,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
397,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
398,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
399,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
401,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
402,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
403,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
404,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
405,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
406,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
408,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
409,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
410,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
411,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
412,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
413,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
414,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
415,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
416,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
422,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
424,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
425,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
426,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
427,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
429,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
430,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
431,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
433,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
434,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
437,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
439,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
440,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
441,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
442,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
443,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
444,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
449,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
450,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
455,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
456,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
457,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
458,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
459,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
460,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
461,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
462,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
465,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
466,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
467,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
468,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
469,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
470,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
471,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
472,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
473,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
474,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
475,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
476,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
477,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
478,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
479,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
480,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
481,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
482,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
483,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
484,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
485,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
486,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
487,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
488,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
489,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
490,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
491,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
492,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
493,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
494,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
495,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
496,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
497,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
498,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
499,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
500,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
501,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
502,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
503,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
504,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
505,Wetland,NULL,Water,Water,Water,Water,Water,Water
506,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
507,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
508,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
509,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
510,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
511,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
512,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
513,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
514,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
515,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
516,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
517,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
518,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
519,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
520,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
521,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
523,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
524,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
525,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
526,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
527,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
528,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
529,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
530,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
531,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
532,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
533,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
534,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
535,Wetland,Water,Water,Water,Water,Grassland,Water,Water
536,Wetland,Water,Water,Water,Water,Wetland,Water,Water
537,Wetland,Water,Water,Water,Water,Water,Water,Wetland
538,Wetland,Water,Water,Water,Water,Water,Water,Water
539,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
541,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
542,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
543,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
544,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Water
545,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
546,Wetland,Forest,Water,NULL,Water,Water,Water,Wetland
547,Wetland,Forest,Water,NULL,Water,Water,Water,Water
548,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
549,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
559,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
561,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
562,Bareland,NULL,Water,NULL,Water,Water,Forest,Forest
563,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
564,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
565,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
566,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
567,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
568,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
569,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
570,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
571,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
572,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
573,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
574,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
575,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
576,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
577,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
578,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
579,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
580,Bareland,Water,Water,NULL,Water,Grassland,Wetland,Water
581,Bareland,Water,Water,Non_Water,Water,Grassland,Wetland,Water
582,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
583,Bareland,Water,Water,Non_Water,Water,Wetland,Water,Water
584,Bareland,Water,Water,Water,Water,Grassland,Wetland,Water
585,Bareland,Water,Water,Water,Water,Grassland,Water,Water
586,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
587,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
588,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
589,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
590,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
591,Bareland,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
592,Bareland,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
593,Bareland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
594,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
595,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
596,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
597,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
598,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
599,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
600,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
601,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
602,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
603,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
604,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
605,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
606,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
607,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
608,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
609,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
610,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
611,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
613,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
614,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
615,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
616,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
617,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
618,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
619,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
620,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
621,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
622,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
623,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
624,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
625,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
626,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
627,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
628,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
629,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
630,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
631,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
632,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
633,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
634,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
635,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
636,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
637,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
638,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
639,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
640,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
641,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
642,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
644,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
645,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
646,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
647,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
648,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
649,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
650,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
651,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
652,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
653,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
654,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
655,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
656,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
657,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
658,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
659,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
660,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
661,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
662,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
663,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
664,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
665,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
666,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
667,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
668,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
669,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
670,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
671,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
672,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
673,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
674,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
675,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
676,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
677,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
678,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
679,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
680,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
681,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
682,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
683,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
684,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
