Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXA_M_R
335,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
337,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
338,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
339,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
340,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
341,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
342,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
343,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
344,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
345,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
346,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
347,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
348,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
349,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
350,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
351,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
352,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
353,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
354,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
357,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
358,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
359,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
360,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
361,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
362,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
364,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
365,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
366,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
367,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
368,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
369,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
371,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
372,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
373,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
374,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
375,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
376,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
377,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
378,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
379,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
380,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
387,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
388,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
389,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
390,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
391,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
392,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
393,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
394,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
395,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
396,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
397,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
398,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
399,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
400,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
401,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
402,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
403,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
404,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
405,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
406,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
407,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
408,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
409,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
410,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
411,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
412,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
413,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
414,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
415,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
416,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
417,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
418,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
419,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
420,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
421,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
422,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
423,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
424,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
425,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
426,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
427,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
428,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
429,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
430,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
431,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
432,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
433,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
434,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
435,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
436,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
437,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
438,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
439,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
440,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
441,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
442,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
443,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
444,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
445,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
446,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
447,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
448,Wetland,NULL,Water,Water,Water,Water,Grassland,Forest
449,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
450,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
451,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
452,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
453,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
454,Wetland,NULL,Water,Water,Water,Water,Water,Water
455,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
456,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
457,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
458,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
459,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
460,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
461,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
462,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
463,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
464,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
465,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
466,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
467,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
468,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
469,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
470,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
471,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
472,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
473,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
474,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
475,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
476,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
477,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
478,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
479,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
480,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
481,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
482,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
483,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
484,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
485,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
486,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
487,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
488,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
489,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
490,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
491,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
492,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
493,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
494,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
495,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
496,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
497,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
498,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
499,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
500,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
501,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
502,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
503,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
504,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
505,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
506,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
507,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
508,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
509,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
510,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
511,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
512,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
513,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
514,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
515,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
516,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
517,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
518,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
519,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
520,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
521,Wetland,Wetland,Water,Water,Water,Wetland,Water,Bareland
522,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
523,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
524,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
525,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
526,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
527,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
528,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
529,Wetland,Wetland,Water,Water,Water,Water,Water,Water
530,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
531,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
532,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
533,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
534,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
535,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
536,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
537,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
538,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
539,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
540,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
541,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
542,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
543,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
544,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
545,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
546,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
547,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
548,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
549,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
550,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
551,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
552,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
553,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
554,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
555,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
556,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
557,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
558,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
559,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
560,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
561,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
562,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
563,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
564,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
565,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Water
566,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
567,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
568,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
569,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
570,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
571,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
572,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
573,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
574,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
575,Wetland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
576,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
577,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
578,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
579,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
580,Wetland,Water,Water,NULL,Water,Water,Water,Water
581,Wetland,Water,Water,NULL,Water,Water,Water,Forest
582,Wetland,Water,Water,Water,Water,Wetland,Grassland,Forest
583,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
584,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
585,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
586,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
587,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
588,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
589,Wetland,Water,Water,Water,Water,Wetland,Water,Bareland
590,Wetland,Water,Water,Water,Water,Wetland,Water,Water
591,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
592,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
593,Wetland,Water,Water,Water,Water,Water,Wetland,Bareland
594,Wetland,Water,Water,Water,Water,Water,Wetland,Water
595,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
596,Wetland,Water,Water,Water,Water,Water,Water,Grassland
597,Wetland,Water,Water,Water,Water,Water,Water,Wetland
598,Wetland,Water,Water,Water,Water,Water,Water,Bareland
599,Wetland,Water,Water,Water,Water,Water,Water,Water
600,Wetland,Water,Water,Water,Water,Water,Water,Forest
601,Wetland,Water,Water,Water,Water,Forest,Water,Water
602,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
603,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
604,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
605,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
606,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
609,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
610,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
611,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
612,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
613,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
614,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
615,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
616,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
617,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
618,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
619,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
620,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
621,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
622,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
623,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
624,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
625,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
626,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
627,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
628,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
629,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
630,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
631,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
632,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
633,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
634,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
635,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
636,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
637,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
638,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
639,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
640,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
641,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
642,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
643,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
644,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
645,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
646,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
647,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
648,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
649,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
650,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
651,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
652,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
653,Water,NULL,Water,Non_Water,Water,Water,Water,Water
654,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
655,Water,NULL,Water,Non_Water,Water,Water,Forest,Forest
656,Water,NULL,Water,Water,Water,Grassland,Wetland,Water
657,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
658,Water,NULL,Water,Water,Water,Wetland,Water,Water
659,Water,NULL,Water,Water,Water,Wetland,Water,Forest
660,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
661,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
662,Water,NULL,Water,Water,Water,Water,Wetland,Bareland
663,Water,NULL,Water,Water,Water,Water,Wetland,Water
664,Water,NULL,Water,Water,Water,Water,Water,NULL
665,Water,NULL,Water,Water,Water,Water,Water,Grassland
666,Water,NULL,Water,Water,Water,Water,Water,Bareland
667,Water,NULL,Water,Water,Water,Water,Water,Water
668,Water,NULL,Water,Water,Water,Water,Water,Forest
669,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
670,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
671,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
672,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
673,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
674,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
675,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
676,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
677,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
678,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
679,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
680,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
681,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
682,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
683,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
684,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
685,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
686,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
687,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
688,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
689,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
690,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
691,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
692,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
693,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
694,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
695,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
696,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
697,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
698,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
699,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
700,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
701,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
