Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
4152,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4153,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4154,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4155,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4156,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4157,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4158,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4159,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4160,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4161,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4162,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4163,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4164,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4165,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4166,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4167,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4168,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4169,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4170,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4171,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4172,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4173,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4174,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4175,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4176,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4177,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4178,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4179,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4180,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
4181,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4182,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4183,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4184,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4185,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4186,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4187,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4188,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4189,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4190,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4191,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4192,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4193,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
4194,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4195,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4196,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4197,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4198,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4199,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4200,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4201,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4202,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4203,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4204,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4205,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4206,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4207,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4208,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4209,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4210,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4211,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4212,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4213,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4214,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4215,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4216,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4217,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4218,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4219,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4220,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4221,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4222,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4223,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4224,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4225,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4226,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4227,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4228,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4229,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4230,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4231,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4232,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4233,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4234,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4235,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4236,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
4237,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
4238,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
4239,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4240,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4241,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4242,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4243,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4244,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4245,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4246,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4247,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4248,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4249,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4250,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4251,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4252,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4253,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4254,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4255,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4256,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4257,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4258,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4259,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4260,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4261,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4262,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4263,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4264,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4265,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4266,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4267,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4268,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4269,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4270,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4271,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4272,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4273,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4274,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4275,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4276,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4277,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4278,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4279,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4280,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
4281,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
4282,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4283,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4284,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
4285,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4286,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4287,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4288,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4289,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4290,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4291,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4292,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4293,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4294,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Water
4295,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4296,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4297,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4298,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4299,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4300,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4301,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4302,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4303,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4304,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4305,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4306,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4307,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4308,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4309,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4310,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4311,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4312,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4313,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4314,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4315,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4316,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
4317,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
4318,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4319,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4320,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
4321,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
4322,Wetland,Water,Water,NULL,Water,Shrubland,NULL,Grassland
4323,Wetland,Water,Water,Non_Water,Water,NULL,Shrubland,Grassland
4324,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
4325,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4326,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4327,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4328,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4329,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4330,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4331,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4332,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
4333,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4334,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4335,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4336,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4337,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4338,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4339,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4340,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4341,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4342,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4343,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
4344,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
4345,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
4346,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4347,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4349,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4350,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4351,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4352,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4353,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
4354,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
4355,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
4356,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
4357,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4358,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4359,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
4360,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4361,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
4362,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4363,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4364,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4365,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4366,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4367,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
4368,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4369,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4370,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4371,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4372,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4373,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4374,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4375,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4376,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
4377,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4378,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4379,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4380,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
4381,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4382,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4383,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4384,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4385,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4386,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4387,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4388,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4389,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4390,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4391,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4392,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
4393,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4394,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4395,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4396,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4397,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4398,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4399,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4400,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4401,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4402,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4403,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4404,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4405,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4406,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4407,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4408,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4409,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4410,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4411,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
4412,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4413,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4414,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
4415,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4416,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4417,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
4418,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
4419,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4420,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Built-up
4421,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
4422,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4423,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
4424,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Built-up
4425,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4426,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
4427,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4428,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
4429,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Built-up
4430,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4431,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4432,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4433,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4434,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4435,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4436,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
4437,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4438,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
4439,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
4440,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
4441,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
4442,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4443,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4444,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4445,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4446,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4447,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4448,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4449,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4450,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4451,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4452,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4453,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4454,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4455,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4456,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4457,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4458,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4459,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4460,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4461,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4462,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4463,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
4464,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4465,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4466,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4467,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4468,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
4469,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4470,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
4471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4472,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
