Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
7809,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7810,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7811,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7812,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7813,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7814,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7815,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7816,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7817,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7818,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7819,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7820,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7821,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7822,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7823,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7824,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7825,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7826,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7827,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7828,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7829,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7830,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7831,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7832,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7833,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7834,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7835,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7836,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7837,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7838,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7839,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7840,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7841,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7842,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7843,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7844,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7845,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7846,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7847,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7848,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7849,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7850,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7851,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7852,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7853,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7854,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7855,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7856,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7857,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7858,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7859,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7860,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7861,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7862,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7863,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
7864,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7865,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7866,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7867,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7868,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7869,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7870,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7871,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7872,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7873,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7874,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7875,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7876,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7877,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7878,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7879,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7880,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7881,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7882,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7883,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7884,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7885,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7886,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7887,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7888,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7889,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7890,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7891,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7892,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7894,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7895,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7896,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7897,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7898,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7899,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
7900,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7901,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7902,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7903,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7904,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7905,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7906,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7907,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7908,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7909,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7910,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7911,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7912,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7914,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7915,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7916,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7917,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7918,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7919,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7920,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7921,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7922,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7923,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7925,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7926,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7927,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7928,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7929,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7930,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7931,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7932,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7933,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7934,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7935,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7936,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
7937,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7938,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7942,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7943,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7944,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7945,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7946,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
7947,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7948,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7949,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7950,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7951,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7952,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7953,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7954,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7955,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7956,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7957,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7958,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7959,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7960,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7961,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7962,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7963,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7964,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7965,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7966,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7967,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7968,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7969,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7970,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7971,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7972,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7973,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7974,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
7975,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7976,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7977,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
7978,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7979,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7980,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7981,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
7982,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7983,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7984,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7985,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7986,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7987,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7988,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7989,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7990,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7991,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7992,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7993,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
7994,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
7995,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Shrubland,Bareland
7996,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7997,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7998,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7999,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8000,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8001,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8002,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8003,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8004,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8005,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8006,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8007,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8008,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8009,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8010,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8011,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8012,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8013,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8014,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8015,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8016,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8017,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8018,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8019,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8020,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8021,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8022,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8024,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8025,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8026,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8027,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8028,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8029,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8030,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8031,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8032,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8033,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8034,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8035,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8036,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8037,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8038,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8039,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8041,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8042,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8043,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8044,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8045,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8046,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8047,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8048,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
8049,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8050,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8051,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
8052,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8053,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8054,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8055,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8056,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8057,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8058,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8059,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8060,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8061,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8062,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8063,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8064,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8065,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8066,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8067,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8068,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8069,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
8070,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8071,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8072,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
8073,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8074,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8075,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8076,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8077,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8078,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8079,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8080,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8081,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8082,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8083,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8084,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8085,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8086,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8087,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8088,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8089,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8090,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8091,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8092,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8093,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8094,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8095,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8096,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
8097,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
8098,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
8099,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8100,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8101,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8102,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8103,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
8104,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8105,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8106,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8107,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
8108,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
8109,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8110,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8111,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8112,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8113,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8114,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8115,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
8116,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8117,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
