Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKB_M_R
677,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
678,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
680,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
682,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
683,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
687,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
688,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
690,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
691,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
692,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
693,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
694,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
695,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
696,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
698,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
699,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
700,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
701,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
702,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
703,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
704,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
706,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
707,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
708,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
709,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
710,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
711,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
712,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
713,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
714,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
715,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
716,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
717,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
718,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
719,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
720,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
721,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
722,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
723,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
724,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
725,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
726,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
727,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
728,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
729,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
730,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
731,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
732,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
734,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
735,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
736,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
737,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
738,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
739,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
741,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
742,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
743,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
745,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
746,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
747,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
748,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
749,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
750,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
751,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
752,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
753,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
754,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
755,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
757,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
758,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
759,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
760,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
761,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
762,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
763,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
764,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
765,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
766,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
767,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
768,Forest,NULL,Water,Water,Water,NULL,NULL,Water
769,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
770,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
771,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
772,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
773,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
774,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
775,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
776,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
777,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
778,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
779,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
780,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
781,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
782,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
783,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
