Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R
5350,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5351,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5352,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
5353,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
5354,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5355,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
5356,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
5357,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5358,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
5359,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5360,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5361,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
5362,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5363,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5364,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Cropland
5365,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
5366,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5367,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5368,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5369,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
5370,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
5371,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5372,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5373,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5374,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5375,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
5376,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5377,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Water
5378,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5379,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5380,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5381,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5382,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5383,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5384,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5385,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5386,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5387,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
5388,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5389,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5390,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5391,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
5392,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5393,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5394,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
5395,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
5396,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5397,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
5398,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
5399,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
5400,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5401,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5402,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5403,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5404,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
5405,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5406,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
5407,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
5408,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5409,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5410,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5411,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5412,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5413,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5414,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5415,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
5416,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5417,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5418,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5419,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5420,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
5421,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
5422,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5423,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
5424,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5425,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5426,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5427,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5428,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5429,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
5430,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5431,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5432,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5433,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5434,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5435,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5436,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
5437,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
5438,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
5439,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
5440,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5441,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5442,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5443,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5444,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5445,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
5446,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
5447,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
5448,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
5449,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5450,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
5451,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
5452,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5453,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
5454,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5455,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5456,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
5457,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
5458,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
5459,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5460,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
5461,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
5462,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
5463,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5464,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
5465,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
5466,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
5467,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
5468,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
5469,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
5470,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
5471,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
5472,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
5473,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
5474,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
5475,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5476,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5477,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5478,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5479,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
5480,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5481,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5482,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5483,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5484,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5485,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5486,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
5487,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
5488,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
5489,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5490,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
5491,Water,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Water
5492,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5493,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
5494,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5495,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
5496,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
5497,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
5498,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5499,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
5500,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
5501,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
5502,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Water
5503,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5504,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
5505,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5506,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5507,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Water
5508,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5509,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5510,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
5511,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5512,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
5513,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5514,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
5515,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
5516,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
5517,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
5518,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5519,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5520,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5521,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
5522,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5523,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5524,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5525,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
5526,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5527,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5528,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
5529,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
5530,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Forest
5531,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
5532,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
5533,Water,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
5534,Water,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Water
5535,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5536,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5537,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5538,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5539,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5540,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5541,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5542,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5543,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5544,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5545,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5546,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5547,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5548,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5549,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5550,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5551,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5552,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5553,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
5554,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
5555,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5556,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5557,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5558,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5559,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5560,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
5561,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5562,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5563,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5564,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5565,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
5566,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5567,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
5568,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5569,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5570,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
5571,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5572,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
5573,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5574,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5575,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5576,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5577,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
5578,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5579,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
5580,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5581,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5582,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
5583,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5584,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5585,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5586,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5587,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5588,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5589,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5590,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5591,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5592,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5593,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5594,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
5595,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5596,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5597,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5598,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
5599,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
5600,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
5601,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
5602,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
5603,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5604,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5605,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5606,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5607,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
5608,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5609,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5610,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
5611,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
5612,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5613,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
5614,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5615,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
5616,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
5617,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5618,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
5619,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
5620,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
5621,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5622,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5623,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5624,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5625,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5626,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5627,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5628,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5629,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5630,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5631,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5632,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
5633,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5634,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
5635,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
5636,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5637,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5638,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5639,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5640,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5641,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5642,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5643,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
5644,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
5645,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5646,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5647,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5648,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
5649,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5650,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5651,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5652,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5653,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
5654,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5655,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5656,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5657,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5658,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5659,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
5660,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5661,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5662,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5663,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5664,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5665,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
5666,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
5667,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
5668,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Water
5669,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
5670,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
5671,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5672,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5673,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5674,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5675,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5676,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5677,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5678,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5679,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5680,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
5681,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
5682,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
5683,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
5684,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5685,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
5686,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
5687,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
5688,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Water
5689,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
