Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQN_M_R
6286,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6287,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6288,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6289,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6290,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6291,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6292,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6293,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6294,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6295,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6296,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6297,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6298,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6299,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6300,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6301,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6302,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6303,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6304,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6305,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6306,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6307,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6308,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6309,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6310,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6311,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6312,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6313,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6314,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6315,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6316,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6317,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6318,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6319,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6320,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6321,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6322,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6323,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6324,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6325,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6326,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6328,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6329,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6330,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6331,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6332,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6333,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6334,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6335,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6336,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6337,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6338,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6339,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6340,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6341,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6342,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6343,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6344,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6345,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6346,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6347,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6348,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6349,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
6350,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6351,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6352,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6353,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6354,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6355,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6356,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
6357,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
6358,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
6359,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
6363,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
6364,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6365,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6366,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6367,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6368,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6369,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6370,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6371,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6372,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6373,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6374,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6375,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6376,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6377,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6378,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
6379,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6380,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6381,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6382,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6383,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6384,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6385,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6386,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
6387,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6388,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6389,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6390,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6391,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6392,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6393,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6394,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6395,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6396,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6397,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6398,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6399,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6400,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6401,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6402,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6403,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6404,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
6405,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6406,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6407,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
6408,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
6409,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
6410,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6411,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6412,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6413,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6414,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6415,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6416,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
6417,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
6418,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6419,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
6420,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
6421,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
6422,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6423,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
6424,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
6425,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
6426,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
6427,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
6428,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
6429,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6430,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6431,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6432,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6433,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6434,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6435,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
6436,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6437,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6438,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
6439,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6440,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
6441,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
6442,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
6443,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
6444,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
6445,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6446,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6447,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6448,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6449,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6450,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6451,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6452,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6453,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6454,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6455,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
6456,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6457,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6458,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6459,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6460,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6461,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6462,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6463,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6464,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6465,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6466,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6467,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6468,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6469,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6470,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6471,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6472,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6473,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6474,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6475,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6476,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6477,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6478,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6479,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6480,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6481,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6482,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6483,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6484,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6485,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6486,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6487,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6488,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6489,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6490,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6491,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6492,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6493,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6494,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6495,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
6496,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6497,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6498,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6499,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6500,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6501,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
6502,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6503,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6504,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6505,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6506,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6507,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6508,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6509,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6510,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6511,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6512,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6513,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6514,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6515,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6516,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6517,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
6518,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6519,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6520,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6521,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6522,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6523,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6524,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6525,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6526,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6527,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6528,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
6529,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6530,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
6531,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
6532,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Forest
6533,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
6534,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6535,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6536,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6537,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6538,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6539,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6540,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6541,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6542,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6543,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6545,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6546,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6547,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6548,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6549,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6550,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6554,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6555,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6556,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6557,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6558,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6559,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6560,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6561,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6562,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6563,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6564,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6565,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6566,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6567,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6568,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6569,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6570,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6571,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6572,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6573,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6574,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6575,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6576,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6577,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6578,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6579,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6580,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6581,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6582,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6583,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6584,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6585,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6586,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6587,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6588,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6589,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6590,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6591,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6592,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6593,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6594,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6595,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
