Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R
8753,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Water
8754,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Cropland
8755,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Built-up
8756,Cropland,Cropland,Water,NULL,Water,Bareland,Built-up,Cropland
8757,Cropland,Cropland,Water,NULL,Water,Bareland,Built-up,Bareland
8758,Cropland,Cropland,Water,NULL,Water,Bareland,Built-up,Built-up
8759,Cropland,Cropland,Water,NULL,Water,Bareland,Built-up,Forest
8760,Cropland,Cropland,Water,NULL,Water,Built-up,Built-up,Grassland
8761,Cropland,Cropland,Water,NULL,Water,Built-up,Built-up,Cropland
8762,Cropland,Cropland,Water,NULL,Water,Built-up,Built-up,Built-up
8763,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Grassland
8764,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Forest
8765,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
8766,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
8767,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
8768,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
8769,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Cropland
8770,Cropland,Cropland,Water,Non_Water,Water,NULL,Forest,NULL
8771,Cropland,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
8772,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Cropland
8773,Cropland,Cropland,Water,Non_Water,Water,Bareland,Water,Water
8774,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
8775,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
8776,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
8777,Cropland,Cropland,Water,Water,Water,NULL,Water,Water
8778,Cropland,Cropland,Water,Water,Water,Grassland,Water,Grassland
8779,Cropland,Cropland,Water,Water,Water,Wetland,NULL,Water
8780,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
8781,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8782,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8783,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8784,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8785,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8786,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
8787,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8788,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8789,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8790,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8791,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
8792,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8793,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8794,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8795,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8796,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8797,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
8798,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8799,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8800,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8801,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8802,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
8803,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8804,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8805,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8806,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
8807,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8808,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8809,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
8810,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
8811,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8812,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8813,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8814,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8815,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8816,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
8817,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
8818,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8819,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8820,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8821,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8822,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
8823,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8824,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8825,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8826,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8827,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8828,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8829,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8830,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8831,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8832,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8833,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8834,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8835,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
8836,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8837,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8838,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8839,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8840,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
8841,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8842,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8843,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8844,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8845,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8846,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8847,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8848,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8849,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8850,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8851,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8852,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8853,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8854,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
8855,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8856,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8857,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8858,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
8859,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8860,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8861,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8862,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8863,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
8864,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8865,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8866,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8867,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8868,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8869,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8870,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8871,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8872,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8873,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8874,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8875,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8876,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8877,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
8878,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
8879,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8880,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
8881,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8882,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8883,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
8884,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8885,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8886,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8887,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
8888,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8889,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
8890,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8891,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8892,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8893,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8894,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
8895,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8896,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8897,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8898,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
8899,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8900,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8901,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8902,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8903,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8904,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8905,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8906,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8907,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8908,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8909,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8910,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8911,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8912,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8913,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
8914,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Cropland
8915,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8916,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8917,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8918,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8919,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8920,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8921,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8922,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
8923,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8924,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8925,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8926,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8927,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8928,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
8929,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
8930,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8931,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8932,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8933,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8934,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8935,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8936,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8937,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8938,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8939,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8940,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8941,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8942,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8943,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8944,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8945,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
8946,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8947,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
8948,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8949,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
8950,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8951,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8952,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8953,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8954,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8955,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8956,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8957,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8958,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
8959,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8960,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8961,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,NULL
8962,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
8963,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8964,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8965,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8966,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8967,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8968,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8969,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
8970,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8971,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8972,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8973,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
8974,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8975,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
8976,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8977,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8978,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8979,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8980,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8981,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8982,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8983,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8984,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8985,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
8986,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8987,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8988,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8989,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8990,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8991,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8992,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8993,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8994,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8995,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8996,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8997,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8998,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8999,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9000,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9001,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9002,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
9003,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9004,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9005,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9006,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9007,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9008,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9009,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9010,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
9011,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
9012,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
9013,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9014,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9015,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
9016,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9017,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9018,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9019,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9020,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
9021,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
9022,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
9032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
9036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
9038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
9040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
9041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
9042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
9044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
9060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9065,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9066,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9067,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9068,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9069,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9070,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9071,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9072,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
