Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZJ_M_R
699,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
700,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
701,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
702,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
703,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
704,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
705,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
706,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
707,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
708,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
709,Water,Wetland,Water,Water,Water,NULL,NULL,Water
710,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
711,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
712,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
713,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
714,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
716,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
718,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
719,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
720,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
721,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
722,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
723,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
724,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
725,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
726,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
727,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
728,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
729,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
730,Water,Bareland,Water,Water,Water,NULL,NULL,Water
731,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
732,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
733,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
734,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
735,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
736,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
737,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
738,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
740,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
741,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
742,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
743,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
744,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
745,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
746,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
747,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
748,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
750,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
752,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
753,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
755,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
756,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
757,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
759,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
760,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
761,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
762,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
763,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
764,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
765,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
766,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
767,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
768,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
769,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
770,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
771,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
773,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
774,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
775,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
776,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
777,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
778,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
779,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
780,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
781,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
782,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
783,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
784,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
785,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
786,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
787,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
788,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
789,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
791,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
792,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
793,Water,Water,Water,NULL,Water,NULL,NULL,Water
794,Water,Water,Water,NULL,Water,NULL,NULL,Forest
795,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
796,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
797,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
798,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
799,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
800,Water,Water,Water,Water,Water,NULL,NULL,Grassland
801,Water,Water,Water,Water,Water,NULL,NULL,Wetland
802,Water,Water,Water,Water,Water,NULL,NULL,Bareland
803,Water,Water,Water,Water,Water,NULL,NULL,Water
804,Water,Water,Water,Water,Water,NULL,NULL,Forest
805,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
806,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
807,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
808,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
809,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
810,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
812,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
813,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
814,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
816,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
817,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
818,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
819,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
820,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
823,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
824,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
825,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
826,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
827,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
828,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
829,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
830,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
831,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
832,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
833,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
834,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
835,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
836,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
837,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
838,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
839,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
840,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
841,Water,Forest,Water,Water,Water,NULL,NULL,Water
842,Water,Forest,Water,Water,Water,NULL,NULL,Forest
843,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
844,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
845,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
846,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
847,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
848,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
849,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
850,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
851,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
852,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
853,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
855,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
857,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
858,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
860,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
861,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
863,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
864,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
865,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
866,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
867,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
869,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
871,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
872,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
873,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
874,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
875,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
877,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
878,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
879,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
880,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
881,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
882,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
883,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
884,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
885,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
886,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
887,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
888,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
889,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
890,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
891,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
892,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
894,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
895,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
896,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
897,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
898,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
899,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
900,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
901,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
902,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
903,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
904,Forest,NULL,Water,Water,Water,NULL,NULL,Water
905,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
906,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
907,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
908,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
909,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
910,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
911,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
912,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
915,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
916,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
918,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
919,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
921,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
922,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
924,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
925,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
926,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
927,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
929,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
930,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
931,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
932,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
935,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
936,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
939,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
940,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
942,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
944,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
945,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
946,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
947,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
948,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
949,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
950,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
951,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
952,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
953,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
954,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
955,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
956,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
957,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
958,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
959,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
960,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
961,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
962,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
963,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
964,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
965,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
966,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
967,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
968,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
969,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
970,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
971,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
972,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
973,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
974,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
975,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
977,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
979,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
980,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
981,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
982,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
983,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
984,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
985,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
986,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
988,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
991,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
992,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
993,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
994,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
995,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
998,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1001,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1002,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1004,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1007,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1008,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1010,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1011,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1012,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1013,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1014,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1015,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1016,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1017,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1018,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1019,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1020,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1021,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1022,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1024,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1025,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1026,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1027,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1028,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1029,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1031,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1032,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1033,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1034,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1035,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1036,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1037,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1038,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1039,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1040,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1041,Forest,Water,Water,Water,Water,NULL,NULL,Water
1042,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1043,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1045,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1046,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1049,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1051,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1053,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1054,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1055,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1056,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1057,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1058,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1061,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1063,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
