Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R
3691,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3692,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3693,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3694,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3695,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3696,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3697,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3698,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3699,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3700,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3701,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3702,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3703,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3704,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3705,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3706,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3707,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3708,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3709,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3710,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3711,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3712,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3713,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3714,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3715,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3716,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3717,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3718,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3719,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3720,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3721,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3722,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3723,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3724,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3725,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3726,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3727,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3728,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3729,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
3730,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3731,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3732,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3733,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3734,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3735,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3736,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3737,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3738,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3739,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3740,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3741,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3742,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3743,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3744,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3745,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3746,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3747,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3748,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3749,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3750,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3751,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
3752,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3753,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3754,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3755,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3756,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3757,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3758,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
3759,Forest,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
3760,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3761,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3762,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3763,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3764,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3765,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3766,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3767,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3768,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3769,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3770,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3771,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3772,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3773,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3774,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3775,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
3776,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3777,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3778,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3779,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3780,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3781,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3782,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
3783,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3784,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3785,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3786,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3787,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3788,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3789,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3790,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3791,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3792,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3793,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3794,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3795,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3796,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3797,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3798,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3799,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3800,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3801,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3802,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3803,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3804,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3805,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3806,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3807,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3808,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3809,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3810,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3811,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3812,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3813,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3814,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
3815,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
3816,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3817,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3818,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3819,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3820,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
3821,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3822,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3823,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3824,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3825,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3826,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3827,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3828,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3829,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3830,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3831,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3832,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
3833,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3834,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3835,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3836,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3837,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3838,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
3839,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3840,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3841,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3842,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3843,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
3844,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3845,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3846,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3847,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Grassland,Forest
3848,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3849,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3850,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3851,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3852,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3853,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3854,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3855,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3856,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3857,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3858,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3859,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3860,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3861,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3862,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3863,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3864,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3865,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3866,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3867,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3868,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3869,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3870,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3871,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
3872,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3873,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3874,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3875,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3876,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3877,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3878,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3879,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3880,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3881,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3882,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3883,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3884,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
3885,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3886,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3887,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3888,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3889,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3890,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3891,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3892,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3893,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3894,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3895,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3896,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3897,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3898,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3899,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3900,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
3901,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3902,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
3903,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
3904,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3905,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3906,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3907,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3908,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3909,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3910,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
3911,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3912,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3913,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3914,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3915,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
3916,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3917,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
3918,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3919,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3920,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3921,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3922,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3923,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3924,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3925,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3926,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3927,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3928,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3929,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3930,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3931,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3932,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
3933,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
3934,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3935,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3936,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3937,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3938,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3939,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3940,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3941,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3942,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3943,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3944,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3945,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3946,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3947,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
3948,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3949,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
3950,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3951,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3952,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3953,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3954,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
3955,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3956,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3957,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3958,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
3959,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3960,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
3961,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3962,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3963,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3964,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3965,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
3966,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
3967,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
3968,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
3969,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3970,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
3971,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3972,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
3973,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
3974,Forest,NULL,Water,NULL,Water,Water,Water,Water
3975,Forest,NULL,Water,NULL,Water,Water,Water,Forest
3976,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3977,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3978,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3979,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
3980,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3981,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3982,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
3983,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
3984,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
3985,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
3986,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
3987,Forest,NULL,Water,Water,Water,NULL,Bareland,Forest
3988,Forest,NULL,Water,Water,Water,NULL,Water,Forest
3989,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
3990,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
3991,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
3992,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3993,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3994,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
3995,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3996,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3997,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
3998,Forest,NULL,Water,Water,Water,Wetland,Water,Water
3999,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
4000,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
4001,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
4002,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
4003,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
4004,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4005,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4006,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4007,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4008,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4009,Forest,NULL,Water,Water,Water,Water,Water,Wetland
4010,Forest,NULL,Water,Water,Water,Water,Water,Water
4011,Forest,NULL,Water,Water,Water,Water,Water,Forest
4012,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
4013,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4014,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4015,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4016,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4017,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4018,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4019,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4020,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4021,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4022,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4023,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4024,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4025,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4026,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4027,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4028,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4029,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4030,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4031,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4032,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4033,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4034,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4035,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4036,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4037,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4038,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4039,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
