Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R
23172,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
23173,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
23174,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
23175,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
23176,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
23177,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
23178,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
23179,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
23180,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
23181,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
23182,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
23183,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
23184,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
23185,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
23186,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
23187,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
23188,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
23189,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
23190,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
23191,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23192,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
23193,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
23194,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
23195,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
23196,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
23197,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
23198,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
23199,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
23200,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
23201,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
23202,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
23203,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
23204,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
23205,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
23206,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
23207,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
23208,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
23209,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
23210,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
23211,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
23212,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
23213,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
23214,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
23215,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
23216,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
23217,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
23218,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
23219,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
23220,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
23221,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
23222,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
23223,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
23224,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
23225,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
23226,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
23227,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
23228,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
23229,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
23230,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
23231,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
23232,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
23233,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
23234,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
23235,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
23236,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
23237,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
23238,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
23239,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
23240,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
23241,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,NULL
23242,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
23243,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
23244,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
23245,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
23246,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
23247,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
23248,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
23249,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
23250,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
23251,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
23252,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
23253,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
23254,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
23255,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
23256,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
23257,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
23258,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
23259,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
23260,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
23261,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
23262,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
23263,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
23264,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
23265,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
23266,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
23267,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
23268,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
23269,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
23270,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
23271,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
23272,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
23273,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
23274,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
23275,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
23276,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
23277,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
23278,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
23279,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
23280,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
23281,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
23282,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
23283,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
23284,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
23285,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
23286,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
23287,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
23288,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
23289,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
23290,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
23291,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
23292,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
23293,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
23294,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
23295,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
23296,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23297,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
23298,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
23299,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
23300,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
23301,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
23302,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
23303,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
23304,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
23305,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
23306,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
23307,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
23308,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
23309,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
23310,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
23311,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
23312,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
23313,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
23314,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
23315,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
23316,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
23317,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
23318,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
23319,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
23320,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
23321,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
23322,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
23323,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
23324,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
23325,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
23326,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
23327,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
23328,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
23329,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
23330,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
23331,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
23332,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
23333,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
23334,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
23335,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
23336,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
23337,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
23338,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
23339,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
23340,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Water,Bareland
23341,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
23342,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
23343,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,NULL
23344,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
23345,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
23346,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
23347,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
23348,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
23349,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
23350,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
23351,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
23352,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,NULL
23353,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
23354,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
23355,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
23356,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
23357,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
23358,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Cropland
23359,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
23360,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
23361,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
23362,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
23363,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Forest
23364,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
23365,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Water
23366,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Forest
23367,Water,Built-up,Wetland,NULL,NULL,Bareland,Bareland,Water
23368,Water,Built-up,Wetland,NULL,NULL,Built-up,Built-up,Water
23369,Water,Built-up,Wetland,NULL,NULL,Water,Built-up,Water
23370,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
23371,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
23372,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
23373,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
23374,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
23375,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
23376,Water,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
23377,Water,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
23378,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
23379,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Wetland
23380,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Built-up
23381,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Water
23382,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
23383,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
23384,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
23385,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
23386,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
23387,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
23388,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Wetland
23389,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
23390,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
23391,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
23392,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
23393,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
23394,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
23395,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
23396,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Bareland
23397,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
23398,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
23399,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest,Built-up
23400,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
23401,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
23402,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Wetland
23403,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
23404,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
23405,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
23406,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
23407,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
23408,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
23409,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Built-up
23410,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
23411,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
23412,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
23413,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
23414,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
23415,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
23416,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
23417,Water,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
23418,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
23419,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Wetland
23420,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Water
23421,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
23422,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
23423,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
23424,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
23425,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
23426,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Cropland
23427,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
23428,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
23429,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
23430,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
23431,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
23432,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
23433,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
23434,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
23435,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Wetland
23436,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
23437,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Water
23438,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
23439,Water,Built-up,Wetland,NULL,Wetland,Built-up,Shrubland,Grassland
23440,Water,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Wetland
23441,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
23442,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
23443,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
23444,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
23445,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
23446,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
23447,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
23448,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
23449,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
23450,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Bareland
23451,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
23452,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
23453,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
23454,Water,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
23455,Water,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
23456,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Wetland
23457,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Bareland
23458,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Built-up
23459,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Water
23460,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Water
23461,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
23462,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Cropland
23463,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Bareland
23464,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
23465,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
23466,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
23467,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
23468,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
23469,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
23470,Water,Built-up,Wetland,NULL,Wetland,Forest,NULL,Wetland
23471,Water,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
23472,Water,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Water
23473,Water,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
23474,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
23475,Water,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
23476,Water,Built-up,Wetland,Non_Water,NULL,NULL,Water,Water
23477,Water,Built-up,Wetland,Non_Water,NULL,Bareland,Built-up,Bareland
23478,Water,Built-up,Wetland,Non_Water,NULL,Bareland,Built-up,Water
23479,Water,Built-up,Wetland,Non_Water,NULL,Bareland,Water,Wetland
23480,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
23481,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
23482,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
23483,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
23484,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
23485,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
23486,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
23487,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
23488,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
23489,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
23490,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
23491,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Water
23492,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
23493,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
23494,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
23495,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Bareland
23496,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Water
23497,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
23498,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
23499,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
23500,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
23501,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
23502,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
23503,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
23504,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
23505,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
