Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
9729,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
9730,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
9731,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
9732,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9733,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9734,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
9735,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9736,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9737,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
9738,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
9739,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9740,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
9741,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
9742,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
9743,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
9744,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Water
9745,Wetland,Wetland,NULL,Water,Non_Wetland,Water,NULL,Wetland
9746,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
9747,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Forest,Wetland
9748,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Wetland
9749,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9750,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9751,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9752,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9753,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9754,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9755,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9756,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9757,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9758,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9759,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9760,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9761,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9762,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9763,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9764,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
9765,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
9766,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9767,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9768,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9769,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
9770,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9771,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9772,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9773,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9774,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9775,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
9776,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9777,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9778,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9779,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9780,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9781,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9782,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9783,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9784,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9785,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
9786,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
9787,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9788,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9789,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9790,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9791,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
9792,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9793,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9794,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9795,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
9796,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9797,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9798,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9799,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9800,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9801,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9802,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9803,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9804,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9805,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9806,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9807,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9808,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9809,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9810,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
9811,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9812,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9813,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9814,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9815,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9816,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9817,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9818,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9819,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
9820,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9821,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9822,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
9823,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9824,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
9825,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9826,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9827,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9828,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9829,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9830,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9831,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9832,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9833,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
9834,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9835,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9836,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9837,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
9838,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9839,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9840,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9841,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
9842,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
9843,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
9844,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9845,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
9846,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
9847,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
9848,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9849,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9850,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9851,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
9852,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9853,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9854,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9855,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9856,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9857,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9858,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9859,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9860,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9861,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
9862,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9863,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9864,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9865,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9866,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9867,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9868,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9869,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9870,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9871,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9872,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9873,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9874,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9875,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9876,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
9877,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9878,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
9879,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
9880,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9881,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9882,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9883,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9884,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9885,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
9886,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
9887,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9888,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9889,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9890,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9891,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9892,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9893,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9894,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9895,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9896,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
9897,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
9898,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
9899,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland,Forest,Cropland
9900,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Shrubland,Wetland
9901,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
9902,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
9903,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
9904,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
9905,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
9906,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9907,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
9908,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
9909,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9910,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9911,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9912,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9913,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9914,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
9915,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9916,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9917,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
9918,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9919,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9920,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
9921,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9922,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
9923,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
9924,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9925,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9926,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9927,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9928,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9929,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9930,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9931,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
9932,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
9933,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Cropland
9934,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
9935,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
9936,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9937,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
9938,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9939,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9940,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
9941,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,NULL
9942,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9943,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9944,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9945,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9946,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
9947,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9948,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9949,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9950,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9951,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
9952,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9953,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9954,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9955,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9956,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9957,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9958,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9959,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9960,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9961,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
9962,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9963,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9964,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9965,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
9966,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9967,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9968,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9969,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9970,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9971,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
9972,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9973,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9974,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9975,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9976,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9977,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9978,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
9979,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9980,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9981,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9982,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9983,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
9984,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9985,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
9986,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9987,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9988,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
9989,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Cropland
9990,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
9991,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
9992,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9993,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9994,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,NULL
9995,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
9996,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9997,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
9998,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9999,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,NULL
10000,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10001,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
10002,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
10003,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
10004,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10005,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10006,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10007,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
10008,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10009,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
10010,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
10011,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
10012,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
10013,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10014,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10015,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10016,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10017,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
10018,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10019,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Water
10020,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Shrubland,Wetland
10021,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
10022,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
10023,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
10024,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
10025,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
10026,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Water
10027,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
10028,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
10029,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
10030,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
10031,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
10032,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
10033,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
10034,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
10035,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
10036,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10037,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
10038,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
10039,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
10040,Wetland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
10041,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
10042,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
10043,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
10044,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
10045,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
