Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R
2512,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2513,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2514,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2515,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2516,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2517,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2518,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2519,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2520,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2521,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2522,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2523,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2524,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2525,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2526,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2527,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2528,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2529,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2530,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2531,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2532,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2533,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2534,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2535,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2536,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2537,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2538,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2539,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2540,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2541,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2542,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2543,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2544,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2545,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2546,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2547,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2548,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2549,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2550,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2551,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2552,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2553,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2554,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2555,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2556,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2557,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2558,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2559,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2560,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2561,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2562,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2563,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2564,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2565,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2566,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2567,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2568,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2569,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2570,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2571,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2572,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2573,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2574,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2575,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2576,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2577,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2578,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2579,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2580,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2581,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2582,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2583,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2584,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2585,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2586,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2587,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2588,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2589,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2590,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
2591,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2592,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2593,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2594,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2595,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2596,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2597,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2598,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2599,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2600,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2601,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
2602,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2603,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2604,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2605,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2606,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2607,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2608,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2609,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2610,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2611,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2612,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2613,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2614,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2615,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2616,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2617,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2618,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2619,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2620,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2621,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2622,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2623,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2624,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2625,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2626,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2627,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2628,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2629,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2630,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2631,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2632,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2633,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2634,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2635,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2636,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2637,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2638,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2639,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2640,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2641,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2642,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2643,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2644,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2645,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2646,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2647,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
2648,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2649,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2650,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2651,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2652,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2653,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2654,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2655,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2656,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2657,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2658,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2659,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2660,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2661,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2662,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2663,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2664,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2665,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2666,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2667,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2668,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2669,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2670,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2671,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2672,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2673,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2674,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2675,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2676,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2677,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2678,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2679,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2680,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2681,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2682,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2683,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2684,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2685,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2686,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2687,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2688,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2689,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2690,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2691,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2692,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2693,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2694,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2695,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2696,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2697,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2698,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2699,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2700,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2701,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2702,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2703,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2704,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2705,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2706,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2707,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2708,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2709,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2710,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2711,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2712,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2713,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2714,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2715,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2716,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2717,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2718,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2719,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2720,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2721,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2722,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2723,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2724,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2725,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2726,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2727,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2728,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2729,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2730,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2731,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2732,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2733,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2734,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2735,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2736,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2737,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2738,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2739,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2740,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2741,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2742,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2743,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2744,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2745,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2746,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2747,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2748,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2749,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2750,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2751,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2752,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2753,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2754,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2755,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2756,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2757,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2758,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2759,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2760,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2761,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2762,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2763,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2764,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
2765,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2766,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2767,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2768,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2769,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2770,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2771,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2772,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2773,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2774,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2775,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2776,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2777,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2778,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2779,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2780,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2781,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2782,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2783,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2784,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2785,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2786,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2787,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2788,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2789,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2790,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2791,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2792,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2793,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2794,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2795,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2796,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2797,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2798,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2799,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2800,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2801,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2802,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2803,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2804,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2805,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2806,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2807,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2808,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2809,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2810,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2811,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2812,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2813,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2814,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2815,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2816,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2817,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2818,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2819,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2820,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2821,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2822,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2823,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2824,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2825,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2826,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2827,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2828,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2829,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2830,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2831,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2832,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2833,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2834,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2835,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2836,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2837,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2838,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2839,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2840,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2841,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2842,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2843,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2844,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2845,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2846,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
