Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NBE_M_R
339,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
340,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
341,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
342,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
343,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
344,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
345,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
346,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
347,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
348,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
349,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
351,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
354,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
355,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
356,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
357,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
362,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
363,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
364,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
365,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
366,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
367,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
370,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
374,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
375,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
376,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
378,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
379,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
380,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
388,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
389,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
390,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
392,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
393,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
395,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
399,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
401,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
403,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
404,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
406,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
409,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
411,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
412,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
413,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
415,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
418,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
419,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
420,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
421,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
422,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
423,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
424,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
425,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
426,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
431,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
432,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
434,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
436,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
438,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
439,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
441,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
442,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
444,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
445,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
446,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
449,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
450,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
452,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
453,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
454,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
456,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
457,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
458,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
459,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
460,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
461,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
462,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
463,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
464,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
465,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
466,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
467,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
468,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
469,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
470,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
471,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
472,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
473,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
474,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
476,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
479,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
480,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
481,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
483,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
484,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
486,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
488,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
489,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
492,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
493,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
494,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
495,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
496,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
497,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
498,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
499,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
500,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
501,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
502,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
503,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
504,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
505,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
506,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
507,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
508,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
509,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
510,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
511,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
512,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
513,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
514,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
515,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
517,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
520,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
521,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
522,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
523,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
524,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
525,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
526,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
527,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
528,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
529,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
530,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
531,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
532,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
533,Wetland,Water,Water,Water,Water,NULL,NULL,Water
534,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
535,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
536,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
538,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
539,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
540,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
541,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
542,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
543,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
547,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
548,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
550,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
553,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
554,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
556,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
558,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
559,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
560,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
563,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
564,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
570,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
575,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
576,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
577,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
578,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
580,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
582,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
583,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
584,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
585,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
586,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
587,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
588,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
589,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
590,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
591,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
592,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
593,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
594,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
595,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
596,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
597,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
599,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
600,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
601,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
602,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
603,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
607,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
609,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
610,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
611,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
613,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
615,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
617,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
618,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
622,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
623,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
625,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
626,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
629,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
630,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
631,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
632,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
633,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
634,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
635,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
636,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
637,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
638,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
639,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
640,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
641,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
644,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
645,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
646,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
647,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
648,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
649,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
650,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
651,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
652,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
653,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
654,Bareland,Water,Water,Water,Water,NULL,NULL,Water
655,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
656,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
657,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
658,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
662,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
668,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
669,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
670,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
671,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
672,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
673,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
676,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
678,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
679,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
680,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
681,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
682,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
683,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
684,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
685,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
686,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
