Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGU_M_R
771,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
772,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
773,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
774,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
775,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
776,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
777,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
778,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
779,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
780,Wetland,Water,Water,Water,Water,Water,Wetland,Water
781,Wetland,Water,Water,Water,Water,Water,Water,Grassland
782,Wetland,Water,Water,Water,Water,Water,Water,Water
783,Wetland,Water,Water,Water,Water,Water,Water,Forest
784,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
785,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
786,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
787,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
788,Wetland,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
789,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
790,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
791,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
792,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
793,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
794,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
795,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
796,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
797,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
798,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
799,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
800,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
801,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
802,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
803,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
804,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
805,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
806,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
807,Wetland,Forest,Water,Non_Water,Water,Water,Water,Water
808,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
809,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
810,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
811,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
812,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
813,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
814,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
815,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
816,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
817,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
818,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
819,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
820,Bareland,Bareland,Water,Water,Water,Water,Water,Water
821,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
822,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
823,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
824,Bareland,Water,Water,Water,Water,Water,Water,Water
825,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
826,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
827,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
828,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
829,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
830,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
831,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
832,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
833,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
834,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
835,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
836,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
837,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
838,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
839,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
840,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
841,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
842,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
843,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
844,Water,NULL,Water,Non_Water,Water,Water,Water,Water
845,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
846,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
847,Water,NULL,Water,Water,Water,Wetland,Water,Water
848,Water,NULL,Water,Water,Water,Water,Water,Grassland
849,Water,NULL,Water,Water,Water,Water,Water,Wetland
850,Water,NULL,Water,Water,Water,Water,Water,Water
851,Water,NULL,Water,Water,Water,Water,Water,Forest
852,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
853,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
854,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
855,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
856,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
857,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
858,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
859,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
860,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
861,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
862,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
863,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
864,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
865,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
866,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
867,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
868,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
869,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
870,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
871,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
872,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
873,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
874,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
875,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
876,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
877,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
878,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
879,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
880,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
881,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
882,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
883,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
884,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
885,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
886,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
887,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
888,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
889,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
890,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
891,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
892,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
893,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
894,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
895,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
896,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
897,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
898,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
899,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
900,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
901,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
902,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
903,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
904,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
905,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
906,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
907,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
908,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
909,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
910,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
911,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
912,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
913,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
914,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
915,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
916,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
917,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
918,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
919,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
920,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
921,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
922,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
923,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
924,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
925,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
926,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
927,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
928,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
929,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
930,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
931,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
932,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
933,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
934,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
935,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
936,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
937,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
938,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
939,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
940,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
941,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
942,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
943,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
944,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
945,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
946,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
947,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
948,Water,Wetland,Water,NULL,Water,Water,Water,Water
949,Water,Wetland,Water,NULL,Water,Water,Water,Forest
950,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
951,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
952,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
953,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
954,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
955,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
956,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
957,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
958,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
959,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
960,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
961,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
962,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
963,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
964,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
965,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
966,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
967,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
968,Water,Wetland,Water,Water,Water,Wetland,Water,Water
969,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
970,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
971,Water,Wetland,Water,Water,Water,Water,Wetland,Water
972,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
973,Water,Wetland,Water,Water,Water,Water,Water,Grassland
974,Water,Wetland,Water,Water,Water,Water,Water,Wetland
975,Water,Wetland,Water,Water,Water,Water,Water,Water
976,Water,Wetland,Water,Water,Water,Water,Water,Forest
977,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
978,Water,Wetland,Water,Water,Water,Forest,Water,Forest
979,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
980,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
981,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
982,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
983,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
984,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
985,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
986,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
987,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
988,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
989,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
990,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
991,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
992,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
993,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
994,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
995,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
996,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
997,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
998,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
999,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1000,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1001,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1002,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1003,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1004,Water,Bareland,Water,Water,Water,Water,Water,Water
1005,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1006,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1007,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1008,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1009,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1010,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1011,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
1012,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1013,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1014,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Water
1015,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
1016,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1017,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
1018,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
1019,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1020,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1021,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1022,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1023,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1024,Water,Built-up,Water,NULL,Water,Wetland,Bareland,Grassland
1025,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
1026,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
1027,Water,Built-up,Water,NULL,Water,Built-up,Water,Forest
1028,Water,Built-up,Water,NULL,Water,Water,Water,Water
1029,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
1030,Water,Built-up,Water,Water,Water,Bareland,Water,Bareland
1031,Water,Built-up,Water,Water,Water,Water,Water,Grassland
1032,Water,Built-up,Water,Water,Water,Water,Water,Water
1033,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1034,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1035,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1036,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1037,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1038,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1039,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1040,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1041,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1042,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1043,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1044,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1045,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1046,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1047,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1048,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1049,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1050,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1051,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1052,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1053,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1054,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1055,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1056,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1057,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1058,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1059,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1060,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1061,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1062,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1063,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1064,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1065,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1066,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
1067,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1068,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1069,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1070,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1071,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
1072,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1073,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1074,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1075,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1076,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1077,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1078,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1079,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1080,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1081,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1082,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1083,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1084,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1085,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1086,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
1087,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1088,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1089,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1090,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1091,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1092,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1093,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1094,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1095,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1096,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1097,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1098,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1099,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1100,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1101,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1102,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1103,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1104,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1105,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1106,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1107,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1108,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1109,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1110,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1111,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1112,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1113,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1114,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1115,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1116,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1117,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1118,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1119,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1120,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1121,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1122,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1123,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1124,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1125,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1126,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1127,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1128,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1129,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1130,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1131,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1132,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1133,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1134,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1135,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1136,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1137,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1138,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1139,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1140,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1141,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1142,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1143,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
