Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R
682,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
686,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
687,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
690,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
691,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
692,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
693,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
694,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
695,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
696,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
697,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
698,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
699,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
700,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
701,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
702,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
705,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
707,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
708,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
709,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
710,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
711,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
712,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
715,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
716,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
717,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
718,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
719,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
720,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
721,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
723,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
724,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
725,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
726,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
727,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
728,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
729,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
730,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
731,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
732,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
733,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
734,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
735,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
736,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
738,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
740,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
742,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
744,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
745,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
749,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
750,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
752,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
753,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
754,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
755,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
756,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
758,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
760,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
761,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
762,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
763,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
766,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
768,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
769,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
770,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
771,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
772,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
774,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
775,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
776,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
777,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
778,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
779,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
781,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
782,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
783,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
784,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
785,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
787,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
788,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
791,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
792,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
793,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
795,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
797,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
798,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
799,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
800,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
801,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
802,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
803,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
804,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
805,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
806,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
807,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
808,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
810,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
812,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
814,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
815,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
817,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
818,Cropland,Water,Water,NULL,Water,NULL,NULL,NULL
819,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
820,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
821,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
822,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
823,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
824,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
825,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
826,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
827,Cropland,Water,Water,Water,Water,NULL,NULL,Water
828,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
829,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
830,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
831,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
832,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
834,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
836,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
837,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
838,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
839,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
840,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
841,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
843,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
845,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
846,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
848,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
849,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
850,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
851,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
852,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
853,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
855,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
856,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
857,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
858,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
860,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
862,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
863,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
867,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
868,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
869,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
870,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
872,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
873,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
874,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
875,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
877,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
878,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
879,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
880,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
881,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
882,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
883,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
884,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
885,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
886,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
887,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
889,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
891,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
892,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
893,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
894,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
896,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
897,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
899,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
900,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
903,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
904,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
907,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
908,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
909,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
910,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
911,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
912,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
913,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
914,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
915,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
916,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
917,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
918,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
919,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
920,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
921,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
922,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
923,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
924,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
925,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
927,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
929,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
931,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
932,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
933,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
934,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
935,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
936,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
939,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
940,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
941,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
942,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
944,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
946,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
947,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
950,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
951,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
952,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
954,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
956,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
957,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
960,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
961,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
962,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
963,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
964,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
965,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
967,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
968,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
969,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
971,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
972,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
973,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
974,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
975,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
976,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
977,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
978,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
979,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
980,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
981,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
982,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
983,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
984,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
985,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
986,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
987,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
988,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
989,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
990,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
991,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
992,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
993,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
996,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
999,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1000,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1001,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1002,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1003,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1004,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1005,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1006,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1007,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1008,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1009,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1010,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1011,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1012,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1013,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1015,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1016,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1017,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1018,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1020,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1021,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1022,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1023,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1024,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
