Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R
881,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
882,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
883,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
884,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
886,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
887,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
891,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
892,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
893,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
894,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
895,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
896,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
897,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
898,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
899,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
900,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
901,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
902,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
903,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
908,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
909,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
911,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
912,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
913,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
915,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
919,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
920,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
923,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
924,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
925,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
926,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
927,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
929,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
930,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
931,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
932,Cropland,Built-up,Water,Water,Water,NULL,NULL,Forest
933,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
935,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
936,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
937,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
938,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
941,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
944,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
945,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
948,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
950,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
951,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
952,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
953,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
955,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
956,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
959,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
960,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
962,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
963,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
964,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
965,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
966,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
967,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
968,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
969,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
970,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
971,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
972,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
973,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
974,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
975,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
976,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
977,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
978,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
979,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
980,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
981,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
982,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
983,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
984,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
985,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
986,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
987,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
988,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
989,Cropland,Water,Water,Water,Water,NULL,NULL,Water
990,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
991,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
993,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
994,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
996,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
997,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
998,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1000,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1009,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1015,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1018,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1019,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1020,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1021,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1022,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1023,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1024,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1025,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1031,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1034,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1035,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1037,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1038,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1039,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1040,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1041,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1043,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1046,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1049,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1051,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1053,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1054,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1055,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1056,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1057,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1058,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1061,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1064,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1065,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1066,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1067,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1068,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1069,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1072,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1073,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1074,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1075,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1076,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1077,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1078,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1079,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1080,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1081,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1082,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1083,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1084,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1085,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1086,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1090,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1091,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1092,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1093,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1094,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1095,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1096,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1097,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1098,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1099,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1100,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1101,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1103,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1104,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1105,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1106,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1109,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1110,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1111,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1112,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1114,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1115,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1117,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1121,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1123,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1124,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1126,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1127,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1129,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1132,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1134,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1135,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1136,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1137,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1138,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1139,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1140,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1141,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1142,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1143,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1144,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1145,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1146,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1147,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1148,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1149,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1150,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1151,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1152,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
1153,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1155,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1157,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1158,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1160,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1161,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1162,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1165,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1166,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1169,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1170,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1171,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1173,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1175,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1178,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1179,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1182,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1183,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1184,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1185,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1186,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1189,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1190,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1191,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1192,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1193,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1196,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1197,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1199,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1200,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1202,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1203,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1204,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1205,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1206,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1207,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1208,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1209,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1210,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1211,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1212,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1213,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1214,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1215,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1216,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1217,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1218,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1219,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1220,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
