Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYA_M_R
346,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
347,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
349,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
351,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
352,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
353,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
354,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
355,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
356,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
357,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
358,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
361,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
364,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
365,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
366,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
367,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
368,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
369,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
370,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
371,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
372,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
373,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
374,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
375,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
377,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
378,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
379,Bareland,Water,Water,Water,Water,NULL,NULL,Water
380,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
381,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
383,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
385,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
386,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
387,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
388,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
389,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
391,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
393,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
394,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
396,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
397,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
398,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
399,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
400,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
401,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
403,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
404,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
405,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
406,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
407,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
408,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
409,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
410,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
411,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
412,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
413,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
414,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
415,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
416,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
417,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
418,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
419,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
420,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
421,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
422,Water,NULL,Water,Water,Water,NULL,NULL,Water
423,Water,NULL,Water,Water,Water,NULL,NULL,Forest
424,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
425,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
427,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
429,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
430,Water,Cropland,Water,Water,Water,NULL,NULL,Water
431,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
432,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
437,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
438,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
439,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
440,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
441,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
442,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
443,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
446,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
447,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
448,Water,Wetland,Water,Water,Water,NULL,NULL,Water
449,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
454,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
455,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
457,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
458,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
459,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
460,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
461,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
462,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
463,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
464,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
465,Water,Bareland,Water,Water,Water,NULL,NULL,Water
466,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
467,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
469,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
470,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
472,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
473,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
474,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
475,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
476,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
477,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
478,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
479,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
480,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
481,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
482,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
483,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
484,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
485,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
486,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
487,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
489,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
491,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
492,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
493,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
495,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
496,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
497,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
501,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
502,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
503,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
504,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
506,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
507,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
509,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
510,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
511,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
512,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
513,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
514,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
515,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
516,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
518,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
519,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
520,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
521,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
522,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
523,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
524,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
525,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
526,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
527,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
528,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
529,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
530,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
531,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
532,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
533,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
534,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
535,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
536,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
538,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
540,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
541,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
543,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
545,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
546,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
547,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
548,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
549,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
550,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
551,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
552,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
553,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
554,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
555,Water,Water,Water,NULL,Water,NULL,NULL,Water
556,Water,Water,Water,NULL,Water,NULL,NULL,Forest
557,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
558,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
559,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
560,Water,Water,Water,Water,Water,NULL,NULL,Grassland
561,Water,Water,Water,Water,Water,NULL,NULL,Wetland
562,Water,Water,Water,Water,Water,NULL,NULL,Bareland
563,Water,Water,Water,Water,Water,NULL,NULL,Water
564,Water,Water,Water,Water,Water,NULL,NULL,Forest
565,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
566,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
567,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
568,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
571,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
572,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
573,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
574,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
575,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
576,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
578,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
579,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
580,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
581,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
583,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
584,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
585,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
586,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
587,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
590,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
591,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
592,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
594,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
595,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
596,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
597,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
598,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
599,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
600,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
601,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
602,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
603,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
604,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
605,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
606,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
607,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
608,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
609,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
610,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
611,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
612,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
613,Water,Forest,Water,Water,Water,NULL,NULL,Water
614,Water,Forest,Water,Water,Water,NULL,NULL,Forest
615,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
616,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
617,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
618,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
620,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
622,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
623,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
624,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
628,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
630,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
631,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
636,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
637,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
638,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
639,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
640,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
641,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
642,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
643,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
645,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
647,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
649,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
651,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
654,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
655,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
656,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
657,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
658,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
659,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
660,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
661,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
662,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
663,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
664,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
665,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
666,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
668,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
670,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
672,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
673,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
675,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
676,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
677,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
678,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
681,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
682,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
683,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
684,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
685,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
686,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
687,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
688,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
689,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
690,Forest,NULL,Water,Water,Water,NULL,NULL,Water
691,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
692,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
693,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
694,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
695,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
697,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
699,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
700,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
701,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
702,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
703,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
705,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
707,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
708,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
709,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
710,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
711,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
