Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUF_M_R
695,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
696,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
697,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
698,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
699,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
700,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
701,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
702,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
703,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
704,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
705,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
706,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
707,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
708,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
709,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
710,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
711,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
712,Wetland,Water,Water,Water,Water,NULL,NULL,Water
713,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
714,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
715,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
716,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
717,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
718,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
719,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
721,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
723,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
724,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
725,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
726,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
728,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
729,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
730,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
731,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
732,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
733,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
734,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
735,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
736,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
737,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
738,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
739,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
740,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
741,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
742,Wetland,Forest,Water,NULL,Water,NULL,NULL,Bareland
743,Wetland,Forest,Water,Water,Water,NULL,NULL,Bareland
744,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
745,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
746,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
747,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
748,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
749,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
750,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
751,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
752,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
753,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
754,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
756,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
757,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
758,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
759,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
760,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
761,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
763,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
764,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
765,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
766,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
768,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
769,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
770,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
771,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
772,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
773,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
774,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
777,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
778,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
780,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
781,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
783,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
785,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
788,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
789,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
791,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
792,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
796,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
797,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
798,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
799,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
800,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
801,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
802,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
803,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
804,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
805,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
806,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
809,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
811,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
812,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
813,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
814,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
815,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
816,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
817,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
818,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
819,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
820,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
821,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
822,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
823,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
824,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
825,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
826,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
828,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
829,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
831,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
832,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
833,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
834,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
838,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
839,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
840,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
843,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
845,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
846,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
848,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
853,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
857,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
859,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
860,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
861,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
862,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
863,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
864,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
865,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
866,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
867,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
868,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
870,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
872,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
873,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
875,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
878,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
880,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
882,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
883,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
884,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
886,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
888,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
889,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
891,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
892,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
894,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
895,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
897,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
898,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
900,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
901,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
902,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
905,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
906,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
908,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
910,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
911,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
912,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
914,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
915,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
916,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
918,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
919,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
920,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
921,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
922,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
923,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
924,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
925,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
926,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
927,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
928,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
929,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
930,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
931,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
932,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
933,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
934,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
935,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
936,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
937,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
938,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
939,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
940,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
941,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
942,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
945,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
946,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
948,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
949,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
951,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
952,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
953,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
954,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
955,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
956,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
957,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
958,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
961,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
966,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
968,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
969,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
970,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
971,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
972,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
974,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
977,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
978,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
981,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
983,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
984,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
985,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
986,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
989,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
990,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
993,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
994,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
995,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
997,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
998,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1000,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1001,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1004,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1005,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1006,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1007,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1008,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1009,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1010,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1011,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1012,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1014,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1015,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1016,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1017,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1018,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1019,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1020,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1021,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1022,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1023,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1024,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1025,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1028,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1029,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1032,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1033,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1035,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1036,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1039,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1040,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1041,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
