Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R
4710,Wetland,Water,Water,Water,Water,Grassland,Water,Water
4711,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4712,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
4713,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4714,Wetland,Water,Water,Water,Water,Water,Water,Water
4715,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4716,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4717,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4718,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4719,Wetland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4720,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4721,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4722,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4723,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4724,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4725,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4726,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4727,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4728,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4729,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4730,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4731,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4732,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4733,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4734,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
4735,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
4736,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4737,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
4738,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4739,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4740,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4741,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4742,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4743,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4744,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4745,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4746,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4747,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4748,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4749,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4750,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4751,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4752,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4753,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4754,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4755,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4756,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4757,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4758,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4759,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4760,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4761,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4762,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4763,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4767,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4768,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4769,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4770,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
4771,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4772,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4773,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4774,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4775,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4776,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4777,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4778,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4779,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4780,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4781,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4782,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4783,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4784,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4785,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4786,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4787,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4788,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4789,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4790,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4791,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4792,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4793,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4794,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4795,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4796,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4797,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
4798,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4799,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4800,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4801,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4802,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4803,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4804,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4805,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4806,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4807,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4808,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4809,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4810,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4811,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4812,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4813,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4814,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4815,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4816,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4817,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4818,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4819,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4820,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4821,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4822,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4823,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4824,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4825,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
4826,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4827,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4828,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4829,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4830,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
4831,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
4832,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4833,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
4834,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4835,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
4836,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4837,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
4838,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4839,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4840,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4841,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
4842,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
4843,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4844,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4845,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4846,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4847,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4848,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
4849,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4850,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4851,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4852,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
4853,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4854,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4855,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
4856,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4857,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
4858,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
4859,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
4860,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4861,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4862,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4863,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4864,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4865,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4866,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
4867,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4868,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
4869,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
4870,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4871,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4872,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4873,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4874,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
4875,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4876,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
4877,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4878,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
4879,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4880,Bareland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Water
4881,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
4882,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
4883,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
4884,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
4885,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
4886,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
4887,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4888,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
4889,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
4890,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
4891,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4892,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
4893,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
4894,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
4895,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4896,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4897,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4898,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
4899,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
4900,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
4901,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4902,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
4903,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
4904,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
4905,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4906,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4907,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4908,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4909,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
4910,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4911,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Forest
4912,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4913,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4914,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4915,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4916,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4917,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4918,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4919,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4920,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4921,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
4922,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4923,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4924,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4925,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4926,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4927,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4928,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4929,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4930,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4931,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4932,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4933,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4934,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4935,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4936,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4937,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4938,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4939,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4940,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4941,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4942,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4943,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4944,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4945,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4946,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4947,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
4948,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
4949,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
4950,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
4951,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
4952,Bareland,NULL,Water,Water,Water,Water,Water,Water
4953,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4954,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4955,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4956,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4957,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4958,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4959,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4960,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4961,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4962,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4963,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4964,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4965,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4966,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4967,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4968,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4969,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
4970,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4971,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4972,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4973,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4974,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4975,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4976,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4977,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4978,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4979,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4980,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4981,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4982,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4983,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4984,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4985,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4986,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4987,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4988,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4989,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4990,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4994,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4995,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4998,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4999,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5000,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5001,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
5002,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
5003,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5004,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5005,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5006,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5007,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5008,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5009,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5010,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5011,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5012,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5013,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5014,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5015,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
5016,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5017,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5018,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5019,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5020,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5021,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5022,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5023,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5024,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5025,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5026,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
5027,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
5028,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5029,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5030,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5031,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5032,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5033,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5034,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5035,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
