Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQT_M_R
432,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
433,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
434,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
435,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
436,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
437,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
438,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
439,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
440,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
443,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
444,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
445,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
447,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
448,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
449,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
450,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
451,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
452,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
453,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
454,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
455,Grassland,NULL,Cropland,Water,Non_Wetland,Water
456,Grassland,NULL,Wetland,NULL,Wetland,Grassland
457,Grassland,NULL,Wetland,NULL,Wetland,Water
458,Grassland,NULL,Wetland,NULL,Wetland,Forest
459,Grassland,NULL,Wetland,Water,Wetland,Grassland
460,Grassland,NULL,Wetland,Water,Wetland,Cropland
461,Grassland,NULL,Wetland,Water,Wetland,Bareland
462,Grassland,NULL,Wetland,Water,Wetland,Water
463,Grassland,NULL,Wetland,Water,Wetland,Forest
464,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
465,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
466,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
467,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
468,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
469,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
470,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
471,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
472,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
473,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
474,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
475,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
476,Grassland,NULL,Water,NULL,Water,Grassland
477,Grassland,NULL,Water,NULL,Water,Cropland
478,Grassland,NULL,Water,NULL,Water,Bareland
479,Grassland,NULL,Water,NULL,Water,Water
480,Grassland,NULL,Water,NULL,Water,Forest
481,Grassland,NULL,Water,Water,Water,Grassland
482,Grassland,NULL,Water,Water,Water,Wetland
483,Grassland,NULL,Water,Water,Water,Bareland
484,Grassland,NULL,Water,Water,Water,Water
485,Grassland,NULL,Water,Water,Water,Forest
486,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
487,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
488,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
489,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
490,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
491,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
492,Grassland,NULL,Forest,NULL,Non_Wetland,Water
493,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
494,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
495,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
496,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
497,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
498,Grassland,NULL,Forest,Water,Non_Wetland,Water
499,Grassland,NULL,Forest,Water,Non_Wetland,Forest
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
508,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
509,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
510,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
511,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
512,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
513,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
514,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
515,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
516,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
517,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
518,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
519,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
520,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
521,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
522,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
523,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
524,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
525,Grassland,Cropland,Wetland,Water,Wetland,Grassland
526,Grassland,Cropland,Wetland,Water,Wetland,Water
527,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
528,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
529,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
530,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
531,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
532,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
533,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
534,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
535,Grassland,Cropland,Water,NULL,Water,Cropland
536,Grassland,Cropland,Water,NULL,Water,Forest
537,Grassland,Cropland,Water,Water,Water,Grassland
538,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
539,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
540,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
541,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
542,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
543,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
544,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
545,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
546,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
547,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
548,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
549,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
550,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
551,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
552,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
553,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
554,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
555,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
556,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
557,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Water
558,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
559,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
560,Grassland,Bareland,Water,Water,Water,Bareland
561,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
562,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
563,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
564,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
565,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
566,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
567,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
568,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
569,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
570,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
571,Grassland,Built-up,Shrubland,Water,Non_Wetland,Grassland
572,Grassland,Built-up,Shrubland,Water,Non_Wetland,Forest
573,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
574,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
575,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
576,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
577,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
578,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
579,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
580,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
581,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
582,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
583,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
584,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
585,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
586,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
587,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
588,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
589,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
590,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
592,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
593,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
594,Grassland,Built-up,Water,NULL,Water,Grassland
595,Grassland,Built-up,Water,NULL,Water,Forest
596,Grassland,Built-up,Water,Water,Water,Water
597,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
598,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
599,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
600,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
601,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
602,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
603,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
604,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
605,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
606,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
607,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
608,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
609,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
610,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
611,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
612,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
613,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
614,Grassland,Water,Shrubland,Water,Non_Wetland,Water
615,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
616,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
617,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
618,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
619,Grassland,Water,Wetland,NULL,Wetland,Water
620,Grassland,Water,Wetland,NULL,Wetland,Forest
621,Grassland,Water,Wetland,Water,Wetland,Grassland
622,Grassland,Water,Wetland,Water,Wetland,Water
623,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
624,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
625,Grassland,Water,Water,NULL,Water,Grassland
626,Grassland,Water,Water,NULL,Water,Cropland
627,Grassland,Water,Water,NULL,Water,Water
628,Grassland,Water,Water,NULL,Water,Forest
629,Grassland,Water,Water,Water,Water,Grassland
630,Grassland,Water,Water,Water,Water,Water
631,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
632,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
633,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
634,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
635,Grassland,Water,Forest,NULL,Non_Wetland,Water
636,Grassland,Water,Forest,NULL,Non_Wetland,Forest
637,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
638,Grassland,Water,Forest,Water,Non_Wetland,Grassland
639,Grassland,Water,Forest,Water,Non_Wetland,Water
640,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
641,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
642,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
643,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
647,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
648,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
649,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
650,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
651,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
652,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
653,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
654,Grassland,Forest,Grassland,NULL,Non_Wetland,Water
655,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
656,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
657,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
658,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
659,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
660,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
661,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
662,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland
663,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
664,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
665,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
666,Grassland,Forest,Bareland,NULL,Non_Wetland,Built-up
667,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
668,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
669,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
670,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
671,Grassland,Forest,Water,NULL,Water,Forest
672,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
673,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
674,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
675,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
676,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
677,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
678,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
679,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
680,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
681,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
682,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
683,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
684,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
685,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
686,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
687,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
689,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
690,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
691,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
692,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
693,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
694,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
695,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
696,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
697,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
698,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
699,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
700,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
701,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
702,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
703,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
704,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
705,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
706,Cropland,NULL,Wetland,Water,Wetland,Water
707,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
708,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
709,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
710,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
711,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
712,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
713,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
714,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
715,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
716,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
717,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
718,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
719,Cropland,NULL,Water,NULL,Water,Cropland
720,Cropland,NULL,Water,NULL,Water,Forest
721,Cropland,NULL,Water,Water,Water,Water
722,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
723,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
724,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
725,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
726,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
727,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
728,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
729,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
730,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
731,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
736,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
737,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
738,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
739,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
740,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
741,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
742,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
743,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
744,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
745,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
746,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
747,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
748,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
754,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
755,Cropland,Cropland,Wetland,Water,Wetland,Water
756,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
757,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
758,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
759,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
760,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
761,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
762,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
763,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
764,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
765,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
766,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
767,Cropland,Cropland,Water,NULL,Water,Cropland
768,Cropland,Cropland,Water,NULL,Water,Forest
769,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
770,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
771,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
772,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
773,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
774,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
775,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
776,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
777,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
778,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
779,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
780,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
781,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
782,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
783,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
784,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
785,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
786,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
787,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
788,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
789,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
790,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
791,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
792,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
793,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
794,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
795,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
796,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
797,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
798,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
799,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
800,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
801,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
802,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
803,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
804,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
805,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
806,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
807,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
808,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
809,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
810,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
811,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
812,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
813,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
814,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
815,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
816,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
817,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
818,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
819,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
820,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
821,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
822,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
823,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
824,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
825,Cropland,Built-up,Water,NULL,Water,Cropland
826,Cropland,Built-up,Water,NULL,Water,Water
827,Cropland,Built-up,Water,Non_Water,Water,Grassland
828,Cropland,Built-up,Water,Non_Water,Water,Cropland
829,Cropland,Built-up,Water,Water,Water,Grassland
830,Cropland,Built-up,Water,Water,Water,Water
831,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
832,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
833,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
834,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
835,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
836,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
837,Cropland,Built-up,Forest,Water,Non_Wetland,Water
838,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
839,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
840,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
841,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
842,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
843,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
844,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
845,Cropland,Water,Wetland,Water,Wetland,Water
846,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
847,Cropland,Water,Water,NULL,Water,Forest
848,Cropland,Water,Water,Water,Water,Grassland
849,Cropland,Water,Water,Water,Water,Water
850,Cropland,Water,Water,Water,Water,Forest
851,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
852,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
853,Cropland,Water,Forest,NULL,Non_Wetland,Forest
854,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
855,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
856,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
857,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
858,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
