Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
6040,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6041,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
6042,Grassland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
6043,Grassland,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
6044,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6045,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6046,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6047,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6048,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6049,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6050,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6051,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6052,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6053,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
6054,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6055,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6056,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6057,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6058,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6059,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6060,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6061,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6062,Grassland,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6063,Grassland,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,NULL
6064,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
6065,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
6066,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
6067,Grassland,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
6068,Grassland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
6069,Grassland,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
6070,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
6071,Grassland,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
6072,Grassland,Water,Water,NULL,Water,Forest,Shrubland,Forest
6073,Grassland,Water,Water,Water,Water,NULL,Water,Water
6074,Grassland,Water,Water,Water,Water,Shrubland,Water,Forest
6075,Grassland,Water,Water,Water,Water,Grassland,Water,Wetland
6076,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6077,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6078,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6079,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
6080,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
6081,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6082,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6083,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6084,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6085,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6086,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
6087,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
6088,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6089,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6090,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6091,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6092,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6093,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
6094,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6095,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6096,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6097,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6098,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6099,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6100,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6101,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6102,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6103,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6104,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6105,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6106,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6107,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6108,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6109,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6110,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6111,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6112,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6113,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6114,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6115,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6116,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6117,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6118,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6119,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6120,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6121,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6122,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6123,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6124,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6125,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6126,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6127,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6128,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6129,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6130,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6131,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6132,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6133,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6134,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6135,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6136,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6137,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6138,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6139,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6140,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6141,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6142,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6143,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6144,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6145,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6146,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6147,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6148,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6149,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6150,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6151,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6152,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6153,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6154,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6155,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6156,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6157,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6158,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6159,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6160,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6161,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6162,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6163,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6164,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6165,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6166,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6167,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6168,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6169,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6170,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6171,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6172,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6173,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6174,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6175,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6176,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6177,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6178,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6179,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6180,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6181,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6182,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6183,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6184,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6185,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6186,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6187,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6188,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6189,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6190,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6191,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6192,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6193,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6194,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6195,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6196,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6197,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6198,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6199,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6200,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6201,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6202,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6203,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6204,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6205,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6206,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6207,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6208,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6209,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6210,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6211,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6212,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6213,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6214,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6215,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6216,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6217,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6218,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6219,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6220,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6221,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6222,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6223,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6224,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6225,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6226,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6227,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6228,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6229,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6230,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
6231,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6232,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6233,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6234,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6235,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6236,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6237,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6238,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6239,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6240,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
6241,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6242,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
6243,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6244,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
6245,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6246,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6247,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6248,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6249,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6250,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6251,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
6252,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6253,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6254,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6255,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6256,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6257,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
6258,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6259,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6260,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6261,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6262,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6263,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6264,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6265,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6266,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6267,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6268,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6269,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6270,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6271,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6272,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6273,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6274,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6275,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6276,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6277,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6278,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6279,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6280,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6281,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6282,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6283,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6284,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6285,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6286,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6287,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6288,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6289,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6290,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6291,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6292,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6293,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6294,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6295,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6296,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6297,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6298,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6299,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6300,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6301,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6302,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6303,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6304,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6305,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6306,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6307,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6308,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6309,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6310,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6311,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6312,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6313,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6314,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6315,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6316,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6317,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6318,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6319,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6320,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6321,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6322,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6323,Grassland,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
6324,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6325,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Wetland
6326,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6327,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6328,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6329,Grassland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6330,Grassland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6331,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
6332,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6333,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6334,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6335,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6336,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6337,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6338,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6339,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6340,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6341,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6342,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6343,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6344,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6345,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6346,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6347,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6348,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6349,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6350,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6351,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6352,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6353,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6354,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6355,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6356,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6357,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6358,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6359,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
