Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFJ_M_R
2108,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
2109,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
2110,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2111,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2112,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2113,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
2114,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
2115,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2116,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2117,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2118,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2119,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
2156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2160,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2161,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2162,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2163,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2164,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2165,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2166,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2168,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2169,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2170,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2171,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2172,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2173,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2174,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2175,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2176,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2177,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2178,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2179,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2180,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2181,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
2182,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
2183,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2184,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2185,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2186,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
2187,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2188,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
2189,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
2190,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
2191,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2192,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2193,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
2194,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2195,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2196,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2197,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2199,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2200,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2201,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2202,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2203,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2204,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2205,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2206,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2207,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2208,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2209,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2210,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2211,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2212,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2213,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2214,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2215,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2216,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2217,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2218,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2219,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2220,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2221,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2222,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2223,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2224,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2225,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2226,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2227,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2228,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
2229,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2230,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2231,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2232,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2233,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2234,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2235,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2236,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2237,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2238,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2239,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2240,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2241,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
2242,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2243,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2244,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2245,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2246,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2247,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2248,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2249,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2250,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2251,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2252,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2253,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2254,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2255,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2256,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2257,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2258,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2259,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2260,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2261,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2262,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2263,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2264,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2265,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2266,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2267,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2268,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2269,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2270,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2271,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2272,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2273,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2274,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2275,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2276,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2277,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2278,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2279,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2280,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2281,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2282,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2283,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
2284,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2285,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2286,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2287,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2288,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2289,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2290,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
2291,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2292,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2293,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2294,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2295,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2296,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2297,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2298,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2299,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2300,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2301,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2302,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2303,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2304,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2305,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2306,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
2307,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2308,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2309,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2310,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2311,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2312,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2313,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
2314,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
2315,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2316,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2317,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
2318,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2319,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
2320,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2321,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2322,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
2323,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
2324,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2325,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2326,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
2327,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
2328,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2329,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
2330,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
2331,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2332,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2333,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2334,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2335,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2336,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2337,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2338,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2339,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2340,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2341,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2342,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2343,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2344,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2345,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2346,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2347,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2348,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2349,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2350,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2351,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2352,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2353,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2354,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2355,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
2356,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2357,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2358,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2359,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2360,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2361,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2362,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2363,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2364,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2365,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2366,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2367,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2368,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2369,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2370,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2371,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2372,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2373,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2374,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2375,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2376,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2377,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2378,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2379,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2380,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2381,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2382,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2383,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2384,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2385,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2386,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2387,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2388,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2389,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2390,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2391,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2392,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2393,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2394,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2395,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2396,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2397,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2398,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2399,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
2400,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2401,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
2402,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2403,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2404,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2405,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2406,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2407,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2408,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2409,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2411,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2412,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2413,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2416,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2417,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2418,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2419,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2420,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2421,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2422,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
2423,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
2424,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2425,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
