Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLD_M_R
357,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
358,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
359,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
360,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
361,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
362,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
363,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
364,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
365,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
366,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
367,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
368,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
369,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
370,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
371,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
372,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
373,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
374,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
375,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
376,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
377,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
378,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
379,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
380,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
381,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
382,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
383,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
384,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
385,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
386,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
387,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
388,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
389,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
390,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
391,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
392,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
393,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
394,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
395,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
396,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
397,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
398,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
399,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
400,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
401,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
402,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
403,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
404,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
405,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
406,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
407,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
408,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
409,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
410,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
411,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
412,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
413,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
414,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
415,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
416,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
417,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
418,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
419,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
420,Water,Wetland,Water,NULL,Water,Water,Water,Water
421,Water,Wetland,Water,NULL,Water,Water,Water,Forest
422,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
423,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
424,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
425,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
426,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
427,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
428,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
429,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
430,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
431,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
432,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
433,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
434,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
435,Water,Wetland,Water,Water,Water,Wetland,Water,Water
436,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
437,Water,Wetland,Water,Water,Water,Water,Wetland,Water
438,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
439,Water,Wetland,Water,Water,Water,Water,Water,Grassland
440,Water,Wetland,Water,Water,Water,Water,Water,Wetland
441,Water,Wetland,Water,Water,Water,Water,Water,Water
442,Water,Wetland,Water,Water,Water,Water,Water,Forest
443,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
444,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
445,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
446,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
447,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
448,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
449,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
450,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
451,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
452,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
453,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
454,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
455,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
456,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
457,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
458,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
459,Water,Bareland,Water,Water,Water,Water,Water,Water
460,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
461,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
462,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
463,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
464,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
465,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
466,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
467,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
468,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
469,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
470,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
471,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
472,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
473,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
474,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
475,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
476,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
477,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
478,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
479,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
480,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
481,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
482,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
483,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
484,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
485,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
486,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
487,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
488,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
489,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
490,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
491,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
492,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
493,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
494,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
495,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
496,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
497,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
498,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
499,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
500,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
501,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
502,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
503,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
504,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
505,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
506,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
507,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
508,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
509,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
510,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
511,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
512,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
513,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
514,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
515,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
516,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
517,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
518,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
519,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
520,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
521,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
522,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
523,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
524,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
525,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
526,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
527,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
528,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
529,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
530,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
531,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
532,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
533,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
534,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
535,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
536,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
537,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
538,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
539,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
540,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
541,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
542,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
543,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
544,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
545,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
546,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
547,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
548,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
549,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
550,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
551,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
552,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
553,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
554,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
555,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
556,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
557,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
558,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
559,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
560,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
561,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
562,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
563,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
564,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
565,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
566,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
567,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
568,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
569,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
570,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
571,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
572,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
573,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
574,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
575,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
576,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
577,Water,Water,Wetland,Water,Wetland,Water,Water,Water
578,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
579,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
580,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
581,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
582,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
583,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
584,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
585,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
586,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
587,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
588,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
589,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
590,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
591,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
592,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
593,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
594,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
595,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
596,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
597,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
598,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
599,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
600,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
601,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
602,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
603,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
604,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
605,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
606,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
607,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
608,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
609,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
610,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
611,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
612,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
613,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
614,Water,Water,Water,NULL,Water,Wetland,Water,Water
615,Water,Water,Water,NULL,Water,Wetland,Water,Forest
616,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
617,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
618,Water,Water,Water,NULL,Water,Water,Wetland,Water
619,Water,Water,Water,NULL,Water,Water,Wetland,Forest
620,Water,Water,Water,NULL,Water,Water,Water,Grassland
621,Water,Water,Water,NULL,Water,Water,Water,Wetland
622,Water,Water,Water,NULL,Water,Water,Water,Water
623,Water,Water,Water,NULL,Water,Water,Water,Forest
624,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
625,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
626,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
627,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
628,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
629,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
630,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
631,Water,Water,Water,Non_Water,Water,Water,Water,Water
632,Water,Water,Water,Non_Water,Water,Water,Water,Forest
633,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
634,Water,Water,Water,Water,Water,Wetland,Wetland,Water
635,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
636,Water,Water,Water,Water,Water,Wetland,Water,Grassland
637,Water,Water,Water,Water,Water,Wetland,Water,Wetland
638,Water,Water,Water,Water,Water,Wetland,Water,Water
639,Water,Water,Water,Water,Water,Wetland,Water,Forest
640,Water,Water,Water,Water,Water,Water,Wetland,Grassland
641,Water,Water,Water,Water,Water,Water,Wetland,Wetland
642,Water,Water,Water,Water,Water,Water,Wetland,Water
643,Water,Water,Water,Water,Water,Water,Wetland,Forest
644,Water,Water,Water,Water,Water,Water,Water,Grassland
645,Water,Water,Water,Water,Water,Water,Water,Wetland
646,Water,Water,Water,Water,Water,Water,Water,Water
647,Water,Water,Water,Water,Water,Water,Water,Forest
648,Water,Water,Water,Water,Water,Water,Forest,Forest
649,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
650,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
651,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
652,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
653,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
654,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
655,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
656,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
657,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
658,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
659,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
660,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
661,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
662,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
663,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
664,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
665,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
666,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
667,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
668,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
669,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
670,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
671,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
672,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
673,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
674,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
675,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
676,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
677,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
678,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
679,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
680,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
681,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
682,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
683,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
684,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
685,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
686,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
687,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
688,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
689,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
690,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
691,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
692,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
693,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
694,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
695,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
696,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
697,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
698,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
699,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
700,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
701,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
702,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
703,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
704,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
705,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
706,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
707,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
708,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
709,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
710,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
711,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
712,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
713,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
714,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
715,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
716,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
717,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
718,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
719,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
720,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
721,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
722,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
723,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
724,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
725,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
726,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
727,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
728,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
729,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
730,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
731,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
732,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
733,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
734,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
735,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
736,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
737,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
738,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
739,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
